gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
SPG21	20	0	0	20	0	0.0	0.0	0.0
PSMG3	20	0	0	20	0	0.0	0.0	0.0
TEX22	20	0	0	20	0	0.0	0.0	0.0
C13orf46	20	0	0	20	0	0.0	0.0	0.0
MRPL9	20	0	0	20	0	0.0	0.0	0.0
E2F4	20	0	0	20	0	0.0	0.0	0.0
SIVA1	20	0	0	20	0	0.0	0.0	0.0
GLRX5	20	0	0	20	0	0.0	0.0	0.0
ATAD3C	20	0	0	20	0	0.0	0.0	0.0
U2AF1L4	20	0	0	20	0	0.0	0.0	0.0
MS4A4E	17	0	0	17	0	0.0	0.0	0.0
GBP1	14	0	0	14	0	0.0	0.0	0.0
APEX2	12	0	0	12	0	0.0	0.0	0.0
TFE3	20	0	0	20	0	0.0	0.0	0.0
HSD17B8	20	0	0	20	0	0.0	0.0	0.0
BTK	15	0	0	15	0	0.0	0.0	0.0
CNPPD1	20	0	0	20	0	0.0	0.0	0.0
DVL3	20	0	0	20	0	0.0	0.0	0.0
RNF40	20	0	0	20	0	0.0	0.0	0.0
DBN1	20	0	0	20	0	0.0	0.0	0.0
SWI5	20	0	0	20	0	0.0	0.0	0.0
TNK1	20	0	0	20	0	0.0	0.0	0.0
SDS	20	0	0	20	0	0.0	0.0	0.0
RGS21	19	0	0	19	0	0.0	0.0	0.0
MZT1	18	0	0	18	0	0.0	0.0	0.0
VSIG8	20	0	0	20	0	0.0	0.0	0.0
PMEL	20	0	0	20	0	0.0	0.0	0.0
HES7	20	0	0	20	0	0.0	0.0	0.0
HIGD2A	19	0	0	19	0	0.0	0.0	0.0
JMJD6	20	0	0	20	0	0.0	0.0	0.0
SUN5	20	0	0	20	0	0.0	0.0	0.0
POMC	20	0	0	20	0	0.0	0.0	0.0
CD200R1	20	0	0	20	0	0.0	0.0	0.0
C17orf107	20	0	0	20	0	0.0	0.0	0.0
TRIM65	20	0	0	20	0	0.0	0.0	0.0
RNF25	20	0	0	20	0	0.0	0.0	0.0
MYADML2	20	0	0	20	0	0.0	0.0	0.0
CXCL5	20	0	0	20	0	0.0	0.0	0.0
NTN3	20	0	0	20	0	0.0	0.0	0.0
ABHD17A	20	0	0	20	0	0.0	0.0	0.0
FFAR2	20	0	0	20	0	0.0	0.0	0.0
NPIPA9	4	0	0	4	0	0.0	0.0	0.0
JCHAIN	18	0	0	18	0	0.0	0.0	0.0
ETHE1	20	0	0	20	0	0.0	0.0	0.0
MYOC	20	0	0	20	0	0.0	0.0	0.0
RWDD2B	20	0	0	20	0	0.0	0.0	0.0
TOE1	17	0	0	17	0	0.0	0.0	0.0
HRG	20	0	0	20	0	0.0	0.0	0.0
DPPA2	20	0	0	20	0	0.0	0.0	0.0
FBXL14	20	0	0	20	0	0.0	0.0	0.0
EMC10	20	0	0	20	0	0.0	0.0	0.0
CAPN10	20	0	0	20	0	0.0	0.0	0.0
GCNT7	20	0	0	20	0	0.0	0.0	0.0
NRBF2	20	0	0	20	0	0.0	0.0	0.0
MRPL10	20	0	0	20	0	0.0	0.0	0.0
TRIR	20	0	0	20	0	0.0	0.0	0.0
FCER1A	20	0	0	20	0	0.0	0.0	0.0
ZNF598	20	0	0	20	0	0.0	0.0	0.0
AMPD2	20	0	0	20	0	0.0	0.0	0.0
RTL10	20	0	0	20	0	0.0	0.0	0.0
TAS2R13	7	0	0	7	0	0.0	0.0	0.0
SYNE4	20	0	0	20	0	0.0	0.0	0.0
ASB10	20	0	0	20	0	0.0	0.0	0.0
ELAC1	20	0	0	20	0	0.0	0.0	0.0
MICOS13	20	0	0	20	0	0.0	0.0	0.0
AGPAT2	20	0	0	20	0	0.0	0.0	0.0
NMRK2	20	0	1	19	1	0.008888896860214485	0.0	0.00616131379694582
DGAT1	20	0	0	20	0	0.0	0.0	0.0
DND1	18	0	1	17	1	0.006192328971306292	0.0	0.004292195367560623
NDUFS7	20	0	0	20	0	0.0	0.0	0.0
ALG2	20	0	0	20	0	0.0	0.0	0.0
ITPKC	20	0	0	20	0	0.0	0.0	0.0
PADI4	20	0	0	20	0	0.0	0.0	0.0
