gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
HMOX2	20	0	0	20	0	0.0	0.0	0.0
ENTR1	20	0	0	20	0	0.0	0.0	0.0
HMGA1	20	0	0	20	0	0.0	0.0	0.0
CREB3L1	20	0	0	20	0	0.0	0.0	0.0
ZNF254	12	0	0	12	0	0.0	0.0	0.0
SNX4	20	0	0	20	0	0.0	0.0	0.0
ARL5B	20	0	0	20	0	0.0	0.0	0.0
FOXS1	20	0	0	20	0	0.0	0.0	0.0
BLID	20	0	0	20	0	0.0	0.0	0.0
THOC3	20	0	0	20	0	0.0	0.0	0.0
TTLL2	20	0	0	20	0	0.0	0.0	0.0
STOML1	20	0	0	20	0	0.0	0.0	0.0
CDK18	20	0	0	20	0	0.0	0.0	0.0
SMIM10L2B	13	0	0	13	0	0.0	0.0	0.0
MICALL1	20	0	0	20	0	0.0	0.0	0.0
PPP1R3D	20	0	0	20	0	0.0	0.0	0.0
NUP188	20	0	0	20	0	0.0	0.0	0.0
C20orf203	20	0	0	20	0	0.0	0.0	0.0
CCDC74B	20	0	0	20	0	0.0	0.0	0.0
MAPK8IP2	20	0	0	20	0	0.0	0.0	0.0
CDC42EP1	20	0	0	20	0	0.0	0.0	0.0
PARVG	20	0	0	20	0	0.0	0.0	0.0
MAN1B1	20	0	0	20	0	0.0	0.0	0.0
BBOF1	20	0	0	20	0	0.0	0.0	0.0
STT3A	20	0	0	20	0	0.0	0.0	0.0
GLRX2	20	0	0	20	0	0.0	0.0	0.0
LSM7	20	0	0	20	0	0.0	0.0	0.0
HSBP1L1	20	0	0	20	0	0.0	0.0	0.0
PSMB2	20	0	0	20	0	0.0	0.0	0.0
TFB2M	20	0	0	20	0	0.0	0.0	0.0
RAB21	17	0	0	17	0	0.0	0.0	0.0
PHF12	20	0	0	20	0	0.0	0.0	0.0
SLC29A3	20	0	0	20	0	0.0	0.0	0.0
KCNA2	20	0	0	20	0	0.0	0.0	0.0
KLHL34	18	0	0	18	0	0.0	0.0	0.0
ZMPSTE24	20	0	0	20	0	0.0	0.0	0.0
HMGXB4	20	0	0	20	0	0.0	0.0	0.0
USP35	20	0	0	20	0	0.0	0.0	0.0
ZSCAN30	20	0	0	20	0	0.0	0.0	0.0
TRIM72	20	0	0	20	0	0.0	0.0	0.0
UBE2A	20	0	0	20	0	0.0	0.0	0.0
TTC5	15	0	0	15	0	0.0	0.0	0.0
SYT15	13	0	0	13	0	0.0	0.0	0.0
HOXB2	20	0	0	20	0	0.0	0.0	0.0
OPLAH	20	0	0	20	0	0.0	0.0	0.0
PEX11A	20	0	0	20	0	0.0	0.0	0.0
C1orf87	20	0	0	20	0	0.0	0.0	0.0
GABPA	20	0	0	20	0	0.0	0.0	0.0
GSX1	20	0	0	20	0	0.0	0.0	0.0
MYCBP	20	0	0	20	0	0.0	0.0	0.0
RPS21	20	0	0	20	0	0.0	0.0	0.0
PRMT1	20	0	0	20	0	0.0	0.0	0.0
NAA40	20	0	0	20	0	0.0	0.0	0.0
IL20RA	20	0	0	20	0	0.0	0.0	0.0
DERL3	20	0	3	17	1	0.03529760636677628	0.0	0.0489328726672915
MAP7D3	14	0	0	14	0	0.0	0.0	0.0
EIF4A1	20	0	0	20	0	0.0	0.0	0.0
ASB11	19	0	0	19	0	0.0	0.0	0.0
HEXB	20	0	0	20	0	0.0	0.0	0.0
ZCCHC4	20	0	0	20	0	0.0	0.0	0.0
TMEM106A	20	0	0	20	0	0.0	0.0	0.0
DCLRE1C	20	0	0	20	0	0.0	0.0	0.0
DRD5	20	0	0	20	0	0.0	0.0	0.0
TBCE	20	0	0	20	0	0.0	0.0	0.0
LMNB1	20	0	0	20	0	0.0	0.0	0.0
PSMC4	15	0	0	15	0	0.0	0.0	0.0
GPR179	20	0	0	20	0	0.0	0.0	0.0
JPH2	20	0	0	20	0	0.0	0.0	0.0
MFNG	20	0	0	20	0	0.0	0.0	0.0
EIF3J	13	0	0	13	0	0.0	0.0	0.0
IFT46	20	0	0	20	0	0.0	0.0	0.0
B4GALT1	20	0	0	20	0	0.0	0.0	0.0
CIAO3	20	0	0	20	0	0.0	0.0	0.0
SPTLC3	20	0	0	20	0	0.0	0.0	0.0
ZCCHC10	20	0	0	20	0	0.0	0.0	0.0
HDGFL2	20	0	0	20	0	0.0	0.0	0.0
SMCO2	20	0	0	20	0	0.0	0.0	0.0
GYG1	20	0	0	20	0	0.0	0.0	0.0
MIER2	20	0	0	20	0	0.0	0.0	0.0
ZFP62	20	0	0	20	0	0.0	0.0	0.0
PDPK1	20	0	0	20	0	0.0	0.0	0.0
CALCB	20	0	1	19	1	0.012986742977405227	0.0	0.009001724279445102
KRT77	20	0	0	20	0	0.0	0.0	0.0
TMEM53	20	0	0	20	0	0.0	0.0	0.0
TMEM140	16	0	0	16	0	0.0	0.0	0.0
CXCL3	19	0	0	19	0	0.0	0.0	0.0
VWA1	20	0	0	20	0	0.0	0.0	0.0
RRM2B	20	0	0	20	0	0.0	0.0	0.0
SFT2D1	20	0	0	20	0	0.0	0.0	0.0
LMNB2	20	0	0	20	0	0.0	0.0	0.0
NDUFB6	20	0	0	20	0	0.0	0.0	0.0
POC1A	20	0	0	20	0	0.0	0.0	0.0
GRK6	20	0	0	20	0	0.0	0.0	0.0
SLC30A6	14	0	0	14	0	0.0	0.0	0.0
MORN2	20	0	0	20	0	0.0	0.0	0.0
SLC66A3	20	0	0	20	0	0.0	0.0	0.0
AGBL5	20	0	0	20	0	0.0	0.0	0.0
ZSCAN25	16	0	0	16	0	0.0	0.0	0.0
BICD2	20	0	0	20	0	0.0	0.0	0.0
GNAZ	20	0	0	20	0	0.0	0.0	0.0
KRCC1	15	0	0	15	0	0.0	0.0	0.0
ERCC2	20	0	0	20	0	0.0	0.0	0.0
SRP9	20	0	0	20	0	0.0	0.0	0.0
C2orf92	20	0	0	20	0	0.0	0.0	0.0
XPO5	20	0	0	20	0	0.0	0.0	0.0
ZNF624	20	0	0	20	0	0.0	0.0	0.0
ZNF703	20	0	0	20	0	0.0	0.0	0.0
CKMT2	20	0	0	20	0	0.0	0.0	0.0
TBXA2R	20	0	0	20	0	0.0	0.0	0.0
ZNF430	9	0	0	9	0	0.0	0.0	0.0
USHBP1	20	0	0	20	0	0.0	0.0	0.0
EIF4EBP3	15	0	0	15	0	0.0	0.0	0.0
TMEM52B	17	0	0	17	0	0.0	0.0	0.0
UVSSA	20	0	1	19	1	0.011353297527503116	0.0	0.007869506171246982
ULBP3	20	0	0	20	0	0.0	0.0	0.0
NCOA5	20	0	0	20	0	0.0	0.0	0.0
C22orf15	20	0	0	20	0	0.0	0.0	0.0
SLC25A33	20	0	0	20	0	0.0	0.0	0.0
MECP2	20	0	0	20	0	0.0	0.0	0.0
OR10A2	11	0	0	11	0	0.0	0.0	0.0
AMER1	3	0	0	3	0	0.0	0.0	0.0
CWF19L1	20	0	0	20	0	0.0	0.0	0.0
ECHDC1	12	0	0	12	0	0.0	0.0	0.0
PRDM9	15	0	0	15	0	0.0	0.0	0.0
PPP1R26	20	0	0	20	0	0.0	0.0	0.0
NUFIP1	20	0	0	20	0	0.0	0.0	0.0
EIF2S1	20	0	0	20	0	0.0	0.0	0.0
SUPT16H	19	0	0	19	0	0.0	0.0	0.0
ARHGAP11B	1	0	0	1	0	0.0	0.0	0.0
C11orf96	20	0	0	20	0	0.0	0.0	0.0
FURIN	20	0	0	20	0	0.0	0.0	0.0
PCDHAC2	20	0	0	20	0	0.0	0.0	0.0
NPM1	20	0	0	20	0	0.0	0.0	0.0
C22orf39	20	0	0	20	0	0.0	0.0	0.0
BFSP1	20	0	0	20	0	0.0	0.0	0.0
DACT1	20	0	0	20	0	0.0	0.0	0.0
TCEAL7	20	0	0	20	0	0.0	0.0	0.0
SNTA1	20	0	0	20	0	0.0	0.0	0.0
LEMD2	20	0	0	20	0	0.0	0.0	0.0
SSB	20	0	0	20	0	0.0	0.0	0.0
EGLN1	20	0	0	20	0	0.0	0.0	0.0
DPYS	20	0	0	20	0	0.0	0.0	0.0
ITPR3	20	0	0	20	0	0.0	0.0	0.0
ZNF518B	20	0	0	20	0	0.0	0.0	0.0
NUDT10	12	0	0	12	0	0.0	0.0	0.0
HOXA2	20	0	0	20	0	0.0	0.0	0.0
RPS13	20	0	0	20	0	0.0	0.0	0.0
CAMTA2	20	0	0	20	0	0.0	0.0	0.0
EDA2R	3	0	0	3	0	0.0	0.0	0.0
ERN1	20	0	0	20	0	0.0	0.0	0.0
APOBEC3C	20	0	0	20	0	0.0	0.0	0.0
EIF3F	20	0	0	20	0	0.0	0.0	0.0
MRPL39	20	0	0	20	0	0.0	0.0	0.0
JAGN1	20	0	0	20	0	0.0	0.0	0.0
ALKBH7	20	0	0	20	0	0.0	0.0	0.0
SPDL1	20	0	0	20	0	0.0	0.0	0.0
TMEM213	20	0	0	20	0	0.0	0.0	0.0
WHAMM	20	0	0	20	0	0.0	0.0	0.0
NLRC5	20	0	0	20	0	0.0	0.0	0.0
TPT1	20	0	0	20	0	0.0	0.0	0.0
TBC1D16	20	0	0	20	0	0.0	0.0	0.0
SAMD15	20	0	1	19	1	0.015839330464538264	0.0	0.010978987253451946
MDH2	20	0	0	20	0	0.0	0.0	0.0
TMC6	20	0	0	20	0	0.0	0.0	0.0
KCNU1	20	0	0	20	0	0.0	0.0	0.0
FAM216B	20	0	0	20	0	0.0	0.0	0.0
CTXN1	20	0	0	20	0	0.0	0.0	0.0
MAP2K7	20	0	0	20	0	0.0	0.0	0.0
DONSON	20	0	0	20	0	0.0	0.0	0.0
TMIE	20	0	0	20	0	0.0	0.0	0.0
SPATA9	20	0	0	20	0	0.0	0.0	0.0
MC5R	15	0	1	14	1	0.009015579710666806	0.0	0.006249123657562144
PAN2	20	0	0	20	0	0.0	0.0	0.0
FASTKD3	20	0	0	20	0	0.0	0.0	0.0
KRT40	20	0	0	20	0	0.0	0.0	0.0
SLC39A7	20	0	0	20	0	0.0	0.0	0.0
DNAJB6	20	0	0	20	0	0.0	0.0	0.0
NCKAP5L	20	0	2	18	1	0.01864017708133968	0.0	0.02047832760450943
ZDHHC12	20	0	0	20	0	0.0	0.0	0.0
COX6B1	20	0	0	20	0	0.0	0.0	0.0
AKIRIN2	20	0	0	20	0	0.0	0.0	0.0
NANP	20	0	1	19	1	0.01066334678353145	0.0	0.007391268758337786
ZBTB10	20	0	0	20	0	0.0	0.0	0.0
PLPP7	20	0	0	20	0	0.0	0.0	0.0
TFPI2	10	0	0	10	0	0.0	0.0	0.0
SHISA2	20	0	0	20	0	0.0	0.0	0.0
DNAH1	20	0	0	20	0	0.0	0.0	0.0
SMC3	20	0	0	20	0	0.0	0.0	0.0
ABCB6	20	0	0	20	0	0.0	0.0	0.0
ACOX1	20	0	0	20	0	0.0	0.0	0.0
ZNF567	16	0	0	16	0	0.0	0.0	0.0
RBM28	20	0	0	20	0	0.0	0.0	0.0
EXOSC3	20	0	0	20	0	0.0	0.0	0.0
RASGRP1	20	0	0	20	0	0.0	0.0	0.0
ACE	20	0	0	20	0	0.0	0.0	0.0
GSS	20	0	0	20	0	0.0	0.0	0.0
RHOF	20	0	0	20	0	0.0	0.0	0.0
NCAPD3	20	0	0	20	0	0.0	0.0	0.0
FBLL1	20	0	0	20	0	0.0	0.0	0.0
CEMIP	20	0	0	20	0	0.0	0.0	0.0
