gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
LILRA4	20	0	0	20	0	0.0	0.0	0.0
LIF	20	0	0	20	0	0.0	0.0	0.0
DPRX	20	0	0	20	0	0.0	0.0	0.0
OPN1LW	18	0	0	18	0	0.0	0.0	0.0
CCL21	20	0	0	20	0	0.0	0.0	0.0
CCL15	20	0	0	20	0	0.0	0.0	0.0
CCL13	20	0	0	20	0	0.0	0.0	0.0
CCIN	20	0	0	20	0	0.0	0.0	0.0
OMP	20	0	0	20	0	0.0	0.0	0.0
GPR141	20	0	1	19	1	0.026669607329166303	0.0	0.018485963126852474
CCRL2	20	0	0	20	0	0.0	0.0	0.0
DUOXA2	18	0	0	18	0	0.0	0.0	0.0
RAET1L	20	0	0	20	0	0.0	0.0	0.0
RFX6	14	0	0	14	0	0.0	0.0	0.0
LHB	20	0	0	20	0	0.0	0.0	0.0
SBSN	20	0	0	20	0	0.0	0.0	0.0
MUC5AC	20	0	0	20	0	0.0	0.0	0.0
MUC2	20	0	0	20	0	0.0	0.0	0.0
LCN1	20	0	0	20	0	0.0	0.0	0.0
PLA2G2D	20	0	0	20	0	0.0	0.0	0.0
ZSCAN5C	20	0	0	20	0	0.0	0.0	0.0
MT1A	20	0	0	20	0	0.0	0.0	0.0
HELT	20	0	0	20	0	0.0	0.0	0.0
CLCNKB	20	0	0	20	0	0.0	0.0	0.0
CLCNKA	20	0	0	20	0	0.0	0.0	0.0
CYLC1	2	0	0	2	0	0.0	0.0	0.0
TMEM174	20	0	0	20	0	0.0	0.0	0.0
KRT6A	20	0	0	20	0	0.0	0.0	0.0
KRT5	20	0	0	20	0	0.0	0.0	0.0
APOBEC3B	20	0	0	20	0	0.0	0.0	0.0
MFSD6L	20	0	0	20	0	0.0	0.0	0.0
GATA1	20	0	0	20	0	0.0	0.0	0.0
P2RY10	6	0	0	6	0	0.0	0.0	0.0
PPY	20	0	0	20	0	0.0	0.0	0.0
FAM240B	20	0	0	20	0	0.0	0.0	0.0
FAM240A	20	0	0	20	0	0.0	0.0	0.0
SLFN14	20	0	0	20	0	0.0	0.0	0.0
F9	14	0	0	14	0	0.0	0.0	0.0
NPBWR1	20	0	0	20	0	0.0	0.0	0.0
GIMD1	14	0	0	14	0	0.0	0.0	0.0
GGTLC1	20	0	0	20	0	0.0	0.0	0.0
GGT6	20	0	0	20	0	0.0	0.0	0.0
TIFAB	20	0	0	20	0	0.0	0.0	0.0
CD1A	19	0	0	19	0	0.0	0.0	0.0
CLEC10A	20	0	0	20	0	0.0	0.0	0.0
CLDN9	20	0	4	16	1	0.05137486609887931	0.0	0.08268465724576175
LCN15	20	0	0	20	0	0.0	0.0	0.0
CYP26A1	19	0	0	19	0	0.0	0.0	0.0
VCX	17	0	0	17	0	0.0	0.0	0.0
VAX1	20	0	0	20	0	0.0	0.0	0.0
KRTAP1-5	20	0	0	20	0	0.0	0.0	0.0
SBK2	20	0	0	20	0	0.0	0.0	0.0
FAM83C	20	0	0	20	0	0.0	0.0	0.0
C16orf54	20	0	0	20	0	0.0	0.0	0.0
TMEM30B	20	0	0	20	0	0.0	0.0	0.0
TMEM270	20	0	0	20	0	0.0	0.0	0.0
HLA-G	20	0	0	20	0	0.0	0.0	0.0
CYP11B1	20	0	0	20	0	0.0	0.0	0.0
CSAG3	16	0	0	16	0	0.0	0.0	0.0
CLEC4M	20	0	0	20	0	0.0	0.0	0.0
CTRB2	20	0	0	20	0	0.0	0.0	0.0
MYMK	20	0	0	20	0	0.0	0.0	0.0
MYO1A	20	0	0	20	0	0.0	0.0	0.0
FCRLA	20	0	0	20	0	0.0	0.0	0.0
FCN2	20	0	0	20	0	0.0	0.0	0.0
UGT2B28	11	0	0	11	0	0.0	0.0	0.0
UGT2B15	5	0	0	5	0	0.0	0.0	0.0
UGT2A1	12	0	0	12	0	0.0	0.0	0.0
UGT1A8	20	0	0	20	0	0.0	0.0	0.0
UGT1A10	20	0	0	20	0	0.0	0.0	0.0
KRT26	20	0	0	20	0	0.0	0.0	0.0
ZMYND15	20	0	0	20	0	0.0	0.0	0.0
KLHDC7B	20	0	0	20	0	0.0	0.0	0.0
MAGEA11	8	0	0	8	0	0.0	0.0	0.0
AFM	19	0	0	19	0	0.0	0.0	0.0
ZG16	20	0	0	20	0	0.0	0.0	0.0
KIR3DL3	5	0	0	5	0	0.0	0.0	0.0
AKAP4	8	0	0	8	0	0.0	0.0	0.0
SPATA31E1	20	0	0	20	0	0.0	0.0	0.0
