gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
NME6	20	0	0	20	0	0.0	0.0	0.0
TLR6	20	0	0	20	0	0.0	0.0	0.0
CHRDL2	20	0	0	20	0	0.0	0.0	0.0
DTX3	20	0	0	20	0	0.0	0.0	0.0
ZNF625	20	0	0	20	0	0.0	0.0	0.0
ZFAND5	20	0	0	20	0	0.0	0.0	0.0
SCRN3	20	0	0	20	0	0.0	0.0	0.0
CNDP1	20	0	0	20	0	0.0	0.0	0.0
CCDC59	16	0	0	16	0	0.0	0.0	0.0
ZC3HC1	20	0	0	20	0	0.0	0.0	0.0
KAT5	20	0	0	20	0	0.0	0.0	0.0
TNFSF9	20	0	0	20	0	0.0	0.0	0.0
FGL1	20	0	0	20	0	0.0	0.0	0.0
PDZK1IP1	20	0	0	20	0	0.0	0.0	0.0
ZNF286A	18	0	0	18	0	0.0	0.0	0.0
ZNF606	20	0	0	20	0	0.0	0.0	0.0
SHISA5	20	0	0	20	0	0.0	0.0	0.0
ZNF134	20	0	0	20	0	0.0	0.0	0.0
ZNF550	20	0	0	20	0	0.0	0.0	0.0
CARMIL2	20	0	0	20	0	0.0	0.0	0.0
HLA-DMA	20	0	0	20	0	0.0	0.0	0.0
PGS1	20	0	0	20	0	0.0	0.0	0.0
DDX51	20	0	0	20	0	0.0	0.0	0.0
GALT	20	0	0	20	0	0.0	0.0	0.0
STIP1	20	0	0	20	0	0.0	0.0	0.0
SUMO1	20	0	0	20	0	0.0	0.0	0.0
HPS4	20	0	0	20	0	0.0	0.0	0.0
CCNJ	17	0	0	17	0	0.0	0.0	0.0
PCDHB5	20	0	0	20	0	0.0	0.0	0.0
PCDHB12	20	0	0	20	0	0.0	0.0	0.0
ADAM2	16	0	0	16	0	0.0	0.0	0.0
MMP25	20	0	0	20	0	0.0	0.0	0.0
TM7SF2	20	0	0	20	0	0.0	0.0	0.0
CHCHD2	20	0	0	20	0	0.0	0.0	0.0
MCRIP1	20	0	0	20	0	0.0	0.0	0.0
PSKH1	20	0	0	20	0	0.0	0.0	0.0
LRRC72	20	0	0	20	0	0.0	0.0	0.0
DNAJC2	17	0	0	17	0	0.0	0.0	0.0
KMT2D	20	0	0	20	0	0.0	0.0	0.0
TRAFD1	20	0	0	20	0	0.0	0.0	0.0
ZNF48	20	0	0	20	0	0.0	0.0	0.0
PMM1	20	0	0	20	0	0.0	0.0	0.0
GGA1	20	0	0	20	0	0.0	0.0	0.0
ZNF208	6	0	0	6	0	0.0	0.0	0.0
ZNF316	20	0	0	20	0	0.0	0.0	0.0
EFNA2	20	0	0	20	0	0.0	0.0	0.0
PSMC5	20	0	0	20	0	0.0	0.0	0.0
RNF123	20	0	0	20	0	0.0	0.0	0.0
METTL16	20	0	0	20	0	0.0	0.0	0.0
PNMA8A	20	0	0	20	0	0.0	0.0	0.0
CMTM7	20	0	0	20	0	0.0	0.0	0.0
VAC14	20	0	0	20	0	0.0	0.0	0.0
DRD1	20	0	0	20	0	0.0	0.0	0.0
UBE2D4	20	0	0	20	0	0.0	0.0	0.0
ADIPOR2	20	0	0	20	0	0.0	0.0	0.0
MPV17	20	0	0	20	0	0.0	0.0	0.0
NAPA	20	0	0	20	0	0.0	0.0	0.0
COX17	15	0	0	15	0	0.0	0.0	0.0
TCTA	20	0	0	20	0	0.0	0.0	0.0
POR	20	0	0	20	0	0.0	0.0	0.0
RTL8C	17	0	0	17	0	0.0	0.0	0.0
POLR1D	20	0	0	20	0	0.0	0.0	0.0
TIMM21	20	0	0	20	0	0.0	0.0	0.0
MED25	20	0	0	20	0	0.0	0.0	0.0
DCK	16	0	0	16	0	0.0	0.0	0.0
FZD8	20	0	0	20	0	0.0	0.0	0.0
QRSL1	20	0	0	20	0	0.0	0.0	0.0
ANGPT2	20	0	0	20	0	0.0	0.0	0.0
SULT1B1	19	0	1	18	1	0.013582176412625829	0.0	0.009414447286279385
PKDCC	20	0	0	20	0	0.0	0.0	0.0
CRISPLD2	20	0	0	20	0	0.0	0.0	0.0
IGFN1	20	0	0	20	0	0.0	0.0	0.0
HTR1A	15	0	0	15	0	0.0	0.0	0.0
YTHDF2	20	0	0	20	0	0.0	0.0	0.0
COMMD4	20	0	0	20	0	0.0	0.0	0.0
EMILIN1	20	0	0	20	0	0.0	0.0	0.0
SRSF8	20	0	0	20	0	0.0	0.0	0.0
HIGD1B	20	0	0	20	0	0.0	0.0	0.0
AGAP9	15	0	0	15	0	0.0	0.0	0.0
CRKL	20	0	0	20	0	0.0	0.0	0.0
PCDHA5	20	0	0	20	0	0.0	0.0	0.0
MMUT	20	0	0	20	0	0.0	0.0	0.0
RPL34	20	0	0	20	0	0.0	0.0	0.0
TPM2	20	0	0	20	0	0.0	0.0	0.0
ECI1	20	0	0	20	0	0.0	0.0	0.0
GIT1	20	0	0	20	0	0.0	0.0	0.0
SPEG	20	0	0	20	0	0.0	0.0	0.0
PRELID3B	20	0	0	20	0	0.0	0.0	0.0
FAM118A	20	0	0	20	0	0.0	0.0	0.0
IKZF5	19	0	0	19	0	0.0	0.0	0.0
KATNA1	20	0	0	20	0	0.0	0.0	0.0
HBQ1	20	0	0	20	0	0.0	0.0	0.0
YJEFN3	20	0	0	20	0	0.0	0.0	0.0
ARFGAP3	20	0	0	20	0	0.0	0.0	0.0
FAM47E	20	0	0	20	0	0.0	0.0	0.0
ZSWIM3	20	0	0	20	0	0.0	0.0	0.0
FBXW5	20	0	0	20	0	0.0	0.0	0.0
DDT	20	0	0	20	0	0.0	0.0	0.0
KRT19	20	0	0	20	0	0.0	0.0	0.0
MRPL35	20	0	0	20	0	0.0	0.0	0.0
SLC25A1	20	0	0	20	0	0.0	0.0	0.0
TSN	20	0	0	20	0	0.0	0.0	0.0
LIMD2	20	0	0	20	0	0.0	0.0	0.0
PRDX3	20	0	0	20	0	0.0	0.0	0.0
CPNE6	20	0	0	20	0	0.0	0.0	0.0
ANKRD49	20	0	0	20	0	0.0	0.0	0.0
CCS	20	0	0	20	0	0.0	0.0	0.0
METTL5	20	0	0	20	0	0.0	0.0	0.0
PRPH2	20	0	0	20	0	0.0	0.0	0.0
ARPP19	20	0	0	20	0	0.0	0.0	0.0
