enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.004111165180802345	0.004111165180802345	0.0
0	0	0.004111165180802345	0.004111165180802345	0.0
0	1	0.0	0.0	0.0
1	all_test	0.004111165180802345	0.34975939989089966	0.3456482347100973
1	0	0.004111165180802345	0.34975939989089966	0.3456482347100973
1	1	0.0	0.0	0.0
2	all_test	0.004111165180802345	0.004111165180802345	0.0
2	0	0.004111165180802345	0.004111165180802345	0.0
2	1	0.0	0.0	0.0
3	all_test	0.004111165180802345	0.004111165180802345	0.0
3	0	0.004111165180802345	0.004111165180802345	0.0
3	1	0.0	0.0	0.0
