enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.008495563641190529	0.009152114391326904	0.0006565507501363754
0	0	0.0	0.0	0.0
0	1	0.008495563641190529	0.009152114391326904	0.0006565507501363754
1	all_test	0.008495563641190529	0.17515550553798676	0.16665994189679623
1	0	0.0	0.0	0.0
1	1	0.008495563641190529	0.17515550553798676	0.16665994189679623
2	all_test	0.008495563641190529	0.01138101052492857	0.002885446883738041
2	0	0.0	0.0	0.0
2	1	0.008495563641190529	0.01138101052492857	0.002885446883738041
3	all_test	0.008495563641190529	0.00854411069303751	4.854705184698105e-05
3	0	0.0	0.0	0.0
3	1	0.008495563641190529	0.00854411069303751	4.854705184698105e-05
