model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.03387307352899828	-0.5848830324293284	0.4059512319258152		
spatial_mean	0.035367461189425235	-0.6548037511634834	0.0		
best_single	0.035944458034792015	-0.6818007849343988	0.3961577803556895	1.0	
global_elastic_net	0.03554924607229637	-0.6633092614818186	0.39615778035568927		[0.0, 0.5570472030456748, 0.0, 0.0]
