enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.021860558539628983	0.04346941411495209	0.021608855575323105
0	0	0.020081544294953346	0.07457967102527618	0.05449812673032284
0	1	0.02423257753252983	0.0019890840630978346	-0.022243493469431996
1	all_test	0.021860558539628983	0.02559109404683113	0.0037305355072021484
1	0	0.020081544294953346	0.0020373323932290077	-0.01804421190172434
1	1	0.02423257753252983	0.05699610710144043	0.0327635295689106
2	all_test	0.021860558539628983	0.021860558539628983	0.0
2	0	0.020081544294953346	0.020081544294953346	0.0
2	1	0.02423257753252983	0.02423257753252983	0.0
3	all_test	0.021860558539628983	0.021860558539628983	0.0
3	0	0.020081544294953346	0.020081544294953346	0.0
3	1	0.02423257753252983	0.02423257753252983	0.0
