epoch	train_loss	validation_loss
0	0.0009979218011721969	0.0011138708796352148
1	0.0009932179236784577	0.0011092402273789048
2	0.0009884583996608853	0.0011045564897358418
3	0.0009836371755227447	0.0010998559882864356
4	0.0009787906892597675	0.0010951829608529806
5	0.0009739642264321446	0.0010905866511166096
6	0.0009692087769508362	0.0010861202608793974
7	0.000964578241109848	0.0010818380396813154
8	0.0009601284982636571	0.001077796216122806
9	0.0009559173486195505	0.00107405090238899
10	0.0009520024759694934	0.0010706571629270911
11	0.0009484402253292501	0.001067664590664208
12	0.0009452824015170336	0.0010651162592694163
13	0.0009425744647160172	0.001063043251633644
14	0.000940349418669939	0.0010614567436277866
15	0.0009386211168020964	0.001060341252014041
16	0.0009373765788041055	0.001059646368958056
17	0.0009365676669403911	0.0010592811740934849
18	0.0009361060219816864	0.0010591205209493637
19	0.0009358687675558031	0.0010590208694338799
20	0.0009357130620628595	0.0010588476434350014
21	0.0009355046204291284	0.0010585010750219226
22	0.0009351423941552639	0.0010579278459772468
23	0.0009345717262476683	0.0010571199236437678
24	0.0009337826049886644	0.001056103385053575
25	0.0009327988955192268	0.0010549244470894337
26	0.000931665999814868	0.0010536395711824298
27	0.0009304372360929847	0.0010523037053644657
28	0.0009291660971939564	0.001050964929163456
29	0.0009278990910388529	0.0010496616596356034
30	0.0009266726556234062	0.0010484198573976755
31	0.0009255114127881825	0.0010472555877640843
32	0.0009244286338798702	0.0010461725760251284
33	0.0009234269964508712	0.0010451665148139
34	0.0009225002722814679	0.0010442266939207911
35	0.0009216360049322248	0.0010433373972773552
36	0.0009208175470121205	0.0010424816282466054
37	0.0009200262138620019	0.001041640993207693
38	0.0009192435536533594	0.0010408001253381371
39	0.0009184524533338845	0.001039945986121893
40	0.0009176392923109233	0.0010390683310106397
41	0.0009167949319817126	0.001038163318298757
42	0.0009159151813946664	0.0010372309479862452
43	0.0009150012629106641	0.0010362752946093678
44	0.0009140573674812913	0.0010353027610108256
45	0.0009130908292718232	0.00103432044852525
46	0.0009121103212237358	0.0010333370883017778
47	0.0009111250401474535	0.001032358850352466
48	0.0009101424366235733	0.001031391555443406
49	0.0009091693791560829	0.0010304385796189308
50	0.0009082094766199589	0.001029500039294362
51	0.0009072644170373678	0.001028575235977769
52	0.0009063336765393615	0.0010276609100401402
53	0.0009054141119122505	0.001026752172037959
54	0.0009045020560733974	0.0010258457623422146
55	0.0009035938419401646	0.0010249385377392173
56	0.0009026864427141845	0.0010240287519991398
57	0.0009017774136736989	0.0010231172200292349
58	0.000900867220479995	0.0010222045239061117
59	0.000899956445209682	0.0010212903143838048
