enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.012608025223016739	0.017653105780482292	0.005045080557465553
0	0	0.0	0.0	0.0
0	1	0.012608025223016739	0.017653105780482292	0.005045080557465553
1	all_test	0.012608025223016739	0.24402180314064026	0.23141377791762352
1	0	0.0	0.0	0.0
1	1	0.012608025223016739	0.24402180314064026	0.23141377791762352
2	all_test	0.012608025223016739	0.06866244226694107	0.05605441704392433
2	0	0.0	0.0	0.0
2	1	0.012608025223016739	0.06866244226694107	0.05605441704392433
3	all_test	0.012608025223016739	0.012716235592961311	0.00010821036994457245
3	0	0.0	0.0	0.0
3	1	0.012608025223016739	0.012716235592961311	0.00010821036994457245
