validation_fold	candidate_strength	base_mse	calibrated_mse	relative_gain	improved
0	0.0	0.0022129868157207966	0.0022129868157207966	0.0	False
1	0.0	0.002354535274207592	0.002354535274207592	0.0	False
2	0.0	0.007081476505845785	0.007081476505845785	0.0	False
4	0.0	0.0033002730924636126	0.0033002730924636126	0.0	False
