enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.007668767124414444	0.0068170842714607716	-0.0008516828529536724
0	0	0.0	0.0	0.0
0	1	0.007668767124414444	0.0068170842714607716	-0.0008516828529536724
1	all_test	0.007668767124414444	0.05156287923455238	0.04389411211013794
1	0	0.0	0.0	0.0
1	1	0.007668767124414444	0.05156287923455238	0.04389411211013794
2	all_test	0.007668767124414444	0.007668767124414444	0.0
2	0	0.0	0.0	0.0
2	1	0.007668767124414444	0.007668767124414444	0.0
3	all_test	0.007668767124414444	0.007668767124414444	0.0
3	0	0.0	0.0	0.0
3	1	0.007668767124414444	0.007668767124414444	0.0
