model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.06498287515816877	-0.10489834606691706	0.3470470648877689		
spatial_mean	0.05881474498989048	-2.2148997027571227e-05	4.986705699221439e-16		
best_single	0.07543236979651147	-0.28257022215793093	0.34272927962402217	2.0	
global_elastic_net	0.06561346975674241	-0.11562029284607833	0.3129806525447061		[0.0, 0.516083096634815, 2.4481948487224154, 0.0]
