model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.06221276241178802	-25.741784986314364	0.49093689323291745		
spatial_mean	0.06300295917529879	-26.08144635365276	0.0		
best_single	0.06351931890247028	-26.303400503642337	0.4909368390251978	3.0	
global_elastic_net	0.062212765885007966	-25.741786479257254	0.4909368390251979		[0.0, 0.0, 0.0, 0.9274403412141111]
