model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.0051027529851236705	0.9248968242168193	0.9654363542336183		
spatial_mean	0.0680058466665534	-0.0009214773617753913	-7.788414158743872e-16		
best_single	0.004940367281788075	0.9272868442820358	0.9654363514163247	1.0	
global_elastic_net	0.005102754047647515	0.9248968085784148	0.9654363514163243		[0.0, 1.1191816535064711, 0.0, 0.0]
