enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.006422488484531641	0.14242447912693024	0.1360019906423986
0	0	0.006422488484531641	0.14242447912693024	0.1360019906423986
0	1	0.0	0.0	0.0
1	all_test	0.006422488484531641	0.007044136058539152	0.0006216475740075111
1	0	0.006422488484531641	0.007044136058539152	0.0006216475740075111
1	1	0.0	0.0	0.0
2	all_test	0.006422488484531641	0.006422488484531641	0.0
2	0	0.006422488484531641	0.006422488484531641	0.0
2	1	0.0	0.0	0.0
3	all_test	0.006422488484531641	0.006422488484531641	0.0
3	0	0.006422488484531641	0.006422488484531641	0.0
3	1	0.0	0.0	0.0
