validation_fold	candidate_strength	base_mse	calibrated_mse	relative_gain	improved
1	0.34139418601989746	0.006505322642624378	0.006666556932032108	-0.024784980341792107	False
2	0.0	0.015053171664476395	0.015053171664476395	0.0	False
3	0.0	0.004431464709341526	0.004431464709341526	0.0	False
4	0.0	0.0022552169393748045	0.0022552169393748045	0.0	False
