model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.0014232326314623789	0.9742836512003348	0.9885321882068457		
spatial_mean	0.05569912545681142	-0.006425869122954619	4.46647368824759e-16		
best_single	0.0013605181706468085	0.9754168369589125	0.9885321866090977	0.0	
global_elastic_net	0.0014232323565186507	0.9742836561682849	0.9885321866090979		[0.9962967718450297, 0.0, 0.0, 0.0]
