enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.0026865045074373484	0.002848735311999917	0.00016223080456256866
0	0	0.0	0.0	0.0
0	1	0.0026865045074373484	0.002848735311999917	0.00016223080456256866
1	all_test	0.0026865045074373484	0.14025259017944336	0.137566085672006
1	0	0.0	0.0	0.0
1	1	0.0026865045074373484	0.14025259017944336	0.137566085672006
2	all_test	0.0026865045074373484	0.0026871375739574432	6.330665200948715e-07
2	0	0.0	0.0	0.0
2	1	0.0026865045074373484	0.0026871375739574432	6.330665200948715e-07
3	all_test	0.0026865045074373484	0.023067770525813103	0.020381266018375754
3	0	0.0	0.0	0.0
3	1	0.0026865045074373484	0.023067770525813103	0.020381266018375754
