model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.002168399013026424	0.9152555482824332	0.9606177364224741		
spatial_mean	0.026765533250540163	-0.04603923291754941	0.0		
best_single	0.0021477732329707464	0.9160616362817198	0.9606177378783294	1.0	
global_elastic_net	0.00216839906313154	0.9152555463242462	0.9606177378783295		[0.0, 1.2430981998255386, 0.0, 0.0]
