enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.0029372454155236483	0.0029372454155236483	0.0
0	0	0.0029372454155236483	0.0029372454155236483	0.0
0	1	0.0	0.0	0.0
1	all_test	0.0029372454155236483	0.1757369041442871	0.17279965872876346
1	0	0.0029372454155236483	0.1757369041442871	0.17279965872876346
1	1	0.0	0.0	0.0
2	all_test	0.0029372454155236483	0.0029372454155236483	0.0
2	0	0.0029372454155236483	0.0029372454155236483	0.0
2	1	0.0	0.0	0.0
3	all_test	0.0029372454155236483	0.0029372454155236483	0.0
3	0	0.0029372454155236483	0.0029372454155236483	0.0
3	1	0.0	0.0	0.0
