validation_fold	candidate_strength	base_mse	calibrated_mse	relative_gain	improved
1	0.0	0.0029473421163856983	0.0029473421163856983	0.0	False
2	0.0	0.005332490429282188	0.005332490429282188	0.0	False
3	0.0	0.004415653180330992	0.004415653180330992	0.0	False
4	0.0	0.0028495306614786386	0.0028495306614786386	0.0	False
