gene	n_candidate_peaks_tested	n_significant_positive_links	latent_mask_fraction	mask_low_center	mask_high_center	control_p99	n_enhancers_retained	rank_eligible	note	median_difference_structure_score	mean_difference_structure_score	top3_mean_difference_structure_score	max_difference_structure_score	std_difference_structure_score	absolute_divergence_score	absolute_rank
sall3a	40	27	0.04302558398220245	0.0062146920262669885	0.04806825096468654	5.8820044189129455	27	True		1.013971457700931	0.9877757743909685	1.350120700108745	1.4156332252993868	0.24994033308468572	1.1484311546640567	258.0
sox11b	76	49	0.1704115684093437	0.05727451675093576	0.2488951910857711	48.84373651734987	49	True		0.922412549998044	0.8801903069704917	1.485723446281112	1.5615403817649633	0.351679771832036	1.1477369085112712	259.0
klf8	59	35	0.15768631813125694	0.045438021208322556	0.16858256817913486	17.962778560240636	35	True		0.8878046661202919	0.8434318710191997	1.5342576554939213	1.6181649378330014	0.41055388090535205	1.1463858618697436	260.0
brd2a	36	12	0.2969521690767519	0.16628624383324167	0.34855415455514455	36.427766322459064	12	True		0.9628392272542416	0.9187966274513922	1.4208890415389475	1.6160480854153059	0.42336299289277335	1.146059152968124	261.0
mixl1	35	24	0.01904338153503893	0.008109291615888924	0.06510914916793217	8.093811149743178	24	True		1.0365964831603331	0.9828740830839355	1.3090021458087653	1.3280498186434584	0.2659501559593988	1.145558748219706	262.0
csrp1a	62	28	0.012013348164627364	0.010091516924023363	0.5045820575576407	43.35847451808647	28	True		0.8077389189298149	0.8656062638258454	1.6436801704129256	1.7443581554757426	0.3738489332857162	1.1421154195230592	263.0
irx7	71	52	0.07043381535038933	0.022364240135563977	0.3172537478780555	44.09804176486704	52	True		0.8009832871153411	0.8582266417958017	1.6524607283315342	1.8253768644937372	0.379460968397203	1.1415742636018185	264.0
efna1a	47	36	0.10576195773081201	0.04025409826922236	0.22209554102626827	20.06834927656438	36	True		0.9157966753311817	0.9271005858791858	1.4793092232074894	1.5364368894610383	0.3057331555085494	1.1412016944817047	265.0
prdm1a	77	65	0.016729699666295884	0.019107724741475336	0.4416391814852147	165.35560862374552	65	True		0.8390181601732793	0.8928694798527601	1.5932309218385559	1.7057676912785151	0.2945539712041431	1.14070326483939	266.0
btg2	57	21	0.20164627363737486	0.11744624236840624	0.3986432671505049	61.59002870977124	21	True		0.929193133786154	0.8506048262787568	1.44875520167613	1.813978756424487	0.35052670287896487	1.1370179609421445	267.0
cdh6	87	83	0.025450500556173525	0.02222659346204332	0.2097617061406334	25.32467676772751	83	True		0.8645404335095386	0.8395263530694519	1.5427503221782797	1.6030192864495543	0.34696179984293923	1.135824388977035	268.0
bambia	79	58	0.10140155728587319	0.03719914887557737	0.31729851034678136	65.99064671333329	58	True		0.8922883015673064	0.8483603672729733	1.4993424045127146	1.6800926209314206	0.33882143919756896	1.1351099427454696	269.0
mcm5	40	21	0.18402669632925472	0.045966052024212715	0.19457243491099532	18.415791679015502	21	True		0.9526304029741152	0.9056403529867151	1.4085827164147353	1.54585388789658	0.2987308048915774	1.1350113283503633	270.0
foxo1a	39	27	0.013081201334816463	0.008028001322206347	0.431403467059651	21.301390798143153	27	True		0.7746397030349439	0.8660326992433945	1.6752127883137096	1.7325550513329797	0.37716262607470263	1.1348689371464502	271.0
fnbp1l	68	40	0.08307007786429366	0.029429273206684477	0.14406642388619983	7.783140194254277	40	True		0.8996053003854441	0.872107771437469	1.4872724264543622	1.606305293253003	0.29278365557945046	1.1346721508130113	272.0
gcm2	28	19	0.006807563959955506	0.0037015967525602243	0.05140908113870983	10.53614802319909	19	True		1.079603980650618	1.0355223225045371	1.2171333119123802	1.2698204450942159	0.15639893117463274	1.1346157131553227	273.0
otx2b	73	57	0.12952169076751946	0.018926936092784532	0.28790992739187904	37.39205294199198	57	True		0.7323654307392153	0.8833765505286406	1.7363613024088067	1.823535431507952	0.4047600954566146	1.1339637794070518	274.0
srp19	26	12	0.06451612903225806	0.032945832777466405	0.16562336807876793	6.636726959274621	12	True		0.9966229847415127	1.0015841750572867	1.3338155213905065	1.3698996622896202	0.2569036068480737	1.1314999994011101	275.0
tuba8l2	71	58	0.23586206896551723	0.0500852092816847	0.3003610566205176	84.02054572949042	58	True		0.928628179915387	0.8668082600292605	1.4319336495274821	1.4564963369616666	0.3538082174363101	1.1299503677602252	276.0
sall1a	89	79	0.03354838709677419	0.007477408482211876	0.13433007444315362	6.518440771175229	79	True		0.976190316525889	0.9995674108981144	1.3596406166116954	1.4270189429998128	0.1350599412794456	1.1295704365602117	277.0
pax6a	60	52	0.0525027808676307	0.020985726801992642	0.2851297547347802	57.95191107909057	52	True		0.7064298859298958	0.7938534318625577	1.7568277605705422	2.05787940439102	0.4143873795004197	1.1265890357861543	278.0
otx2a	68	52	0.06175750834260289	0.012967640472380183	0.14463956448312623	8.714600920245992	52	True		0.8935873083940271	0.9513531590328946	1.4708418405005237	1.5313786905182942	0.2566737213320205	1.1244891212366257	279.0
hoxb9a	86	67	0.15630700778642936	0.02045697639690906	0.23230220415563166	22.824975923663445	67	True		0.8139023809410524	0.8760080569014919	1.58895396230081	1.6579941775974758	0.30022909731641456	1.1239230134849554	280.0
acvr1ba	67	46	0.06829810901001113	0.03433104727163888	0.16110521539658026	8.808402759984903	46	True		0.8925300621395027	0.9286039469816466	1.4695337541834663	1.5621542738374752	0.25929830393300224	1.1233315389570881	281.0
atoh1c	33	20	0.0132146829810901	0.0028444411849039525	0.12141286192168912	8.699102146513804	20	True		1.0107224074238481	1.0175448848479731	1.2879166081922795	1.306016009672068	0.21277758522779205	1.1216000877312207	282.0
hoxb7a	86	69	0.17290322580645162	0.023363509774030098	0.20104741835978426	12.075859879281575	69	True		0.8629333662453439	0.8913152231236983	1.5042253427495382	1.5690840114540907	0.261822061340407	1.1194501568470216	283.0
aurkb	83	62	0.34838709677419355	0.08447636900055631	0.2541660262354065	22.5172555983828	62	True		0.8352270787323632	0.8374217444001555	1.5454598596422662	1.7418217121325856	0.31959592354790206	1.1193201910963246	284.0
sdc4	53	32	0.09152391546162403	0.03887645729281564	0.12811931844831315	15.886766953264885	32	True		0.9037620461348598	0.9200971149054775	1.4372689042228626	1.5571355448807238	0.3368662130010583	1.117164789370061	285.0
pax6b	54	46	0.11052280311457174	0.016521398125097838	0.25089791922495414	50.39325393979889	46	True		0.650555975319832	0.829871290096702	1.8146099504837025	1.9827877742649356	0.45656621777811845	1.1161775653853803	286.0
pcdh7b	20	16	0.008364849833147942	0.004535683281939733	0.12424433944055971	4.628787062035515	16	True		0.9069262274114948	0.993277851169571	1.4282262431498987	1.6166924228133188	0.3105698598382562	1.1154462337068565	287.0
bcl2l1	83	54	0.10028921023359288	0.06361317996099794	0.21256299578500626	14.019063967150796	54	True		0.8351654198042696	0.8437696743264851	1.5327504204384705	1.5756489866656198	0.32564747723686027	1.11419942005795	288.0
eve1	90	67	0.03933259176863181	0.020740432887444146	0.2828140963280207	42.59825356803556	67	True		0.7868918706864234	0.7929774592465755	1.6033047923801025	1.6132705661351259	0.3334034513617057	1.113457039363895	289.0
myf5	44	39	0.06758620689655172	0.02178382000152265	0.24740502132723	22.089497758750216	39	True		0.837735777518366	0.8801800207271483	1.5247745293645256	1.5970886345946744	0.34997027004790804	1.1125512782568299	290.0
sox5	126	113	0.27697441601779754	0.051383187472805514	0.36328925057359546	52.80013968109685	113	True		0.8526617797302288	0.8457356441876394	1.5015903072629342	1.5136592370638107	0.31273488660782783	1.1122331907433112	291.0
kif15	49	40	0.05468298109010011	0.02155659790515525	0.11049023345162781	8.144600708769698	40	True		0.8801103147139623	0.9326486971088096	1.4589423259690661	1.5150497159652665	0.2674730597142822	1.1116431192160037	292.0
oclna	26	15	0.021090100111234706	0.012730465860824677	0.1212185399609465	9.73420439913613	15	True		1.0060492978778044	0.965507389210391	1.2684918168435784	1.3197492560679907	0.24453934097746646	1.111026305464114	293.0
ccng1	43	14	0.09797552836484984	0.11009645683293155	0.253899684091316	31.78054463744018	14	True		0.991129029836096	0.942058206923957	1.2886435815186477	1.5341317604336164	0.29862348384731563	1.1101348505091166	294.0
dynll2b	53	36	0.037330367074527256	0.009868141269127365	0.1047527267504468	5.254236157177249	36	True		0.9205260857603059	0.95439714047911	1.394401998380019	1.4430003580356905	0.22829904698397888	1.110076450808191	295.0
ism1	51	40	0.07875417130144605	0.03371612763602962	0.20335491793434765	21.83438218882517	40	True		0.7939569682132795	0.838861294292452	1.5755084460820938	1.6370561407800703	0.32049225935539893	1.1065775593608054	296.0
skilb	38	25	0.041156840934371525	0.01881812510283304	0.1748954055527428	6.631368772299807	25	True		0.9983402863967399	0.9978076470473498	1.253815007006304	1.293255216255671	0.15886617703374104	1.1005301746405656	297.0
nr2f2	65	52	0.0532146829810901	0.0328059408545163	0.35910161362737253	71.23662617394739	52	True		0.7127675474224444	0.8188895366153782	1.6748129618374714	1.7280924254139591	0.40021934755472754	1.0975857131884552	298.0
rbmx	70	37	0.40814238042269185	0.07943202273810383	0.1814769046758625	25.0110085943231	37	True		0.8424823112537716	0.8805236991644325	1.479495924569462	1.5439999630200179	0.3317342865358881	1.0972877565800478	299.0
pmp22b	58	36	0.014238042269187987	0.014366727071261543	0.270002413180299	15.303551927899205	36	True		0.8820325141788864	0.9000701272682079	1.415750875371273	1.5459908540289635	0.25587700813077324	1.095519858655841	300.0
tshz3b	70	56	0.12560622914349276	0.0284653104658256	0.1900829227627121	13.828305506391022	56	True		0.8985097373609326	0.8731767056117761	1.3907655645986818	1.395517984038609	0.2595771203567402	1.0954120682560324	301.0
her8a	65	39	0.19537263626251392	0.06250052188847474	0.3689577491139164	41.114680904279616	39	True		0.9213931206673734	0.8595334706712322	1.355940472091704	1.4193868924463484	0.31357923036211605	1.0952120612371057	302.0
zic3	90	84	0.1381979977753059	0.03406174593230509	0.324259238359518	35.68647613605939	84	True		0.6909197967476488	0.774674895077033	1.7005518868842835	1.7234069235188332	0.37238134133368717	1.0947726328023029	303.0
kazald2	50	37	0.08387096774193549	0.03176086768032054	0.30745301527863045	18.181038893635016	37	True		0.7627178671862411	0.8255382689165605	1.5925290266660543	1.7593244542273432	0.31564171530599916	1.0946423309781665	304.0
sox11a	52	45	0.2563737486095662	0.05638905749144039	0.3150459088021226	73.46825379318811	45	True		0.7609026253190818	0.8324535498437259	1.5902444817000998	1.7051563043832245	0.3552079549085357	1.092639367871489	305.0
bach1b	28	21	0.03719688542825361	0.02455328438485398	0.18678270826922783	17.33493326641293	21	True		0.8123930777057942	0.8935209597708578	1.5022953210497159	1.6283136835943643	0.3595894334223323	1.0883539750433628	306.0
aspm	42	32	0.11150166852057843	0.032061548324754476	0.16674154341186087	10.387763172994633	32	True		0.8501071266346273	0.8987010291676641	1.4437251639142763	1.532090608148036	0.3051195483080008	1.087554341546487	307.0
plagl2	39	29	0.1378420467185762	0.027872472109768762	0.14208507751037808	9.553861282502645	29	True		0.9441739620171151	0.8845763184282006	1.3017854527925286	1.3895849948769634	0.2691893451115819	1.0872185583272804	308.0
her6	77	60	0.09975528364849832	0.03926119585791755	0.2673469304443867	51.997567629791625	60	True		0.5577025206568008	0.7626814279563937	1.8709295070410625	2.1430888218800814	0.4313844628456609	1.0829933152105056	309.0
hoxc3a	98	77	0.25704115684093437	0.02961675427715516	0.2644021425024149	25.23034681876989	77	True		0.7785883501726738	0.809735689117805	1.5391723100070003	1.624938845990558	0.3256203285973063	1.0828219341064045	310.0
gata2a	72	55	0.09156840934371524	0.018910662704849576	0.29514210125071666	102.84784425558516	55	True		0.6703530966154464	0.7337611577536579	1.69831976272538	1.7614975477461343	0.38542688891815013	1.08153976305942	311.0
foxc1b	70	58	0.09294771968854283	0.02024842728185002	0.1963895265521383	46.377582720330814	58	True		0.7688316063558119	0.8150594697127334	1.549027276248794	1.6210590751429774	0.3634886203350229	1.0809098743130048	312.0
nr6a1a	55	43	0.06384872080088988	0.019980333542417465	0.11875022761385691	6.369546712355376	43	True		0.9386586152269233	0.9420912197658161	1.2907128770169372	1.4449003883451854	0.18131189049445384	1.0794803199429288	313.0
bmp4	56	53	0.05245828698553949	0.014794942131213731	0.23335189080139598	50.39429188076635	53	True		0.6909882800576753	0.7464076988308479	1.6584435053860458	1.7383899006824213	0.37148640541425615	1.0779703701890235	314.0
cdca8	49	41	0.18771968854282536	0.07955794336307888	0.2455702625178443	11.945236143861182	41	True		0.8569516201553512	0.8765107245133987	1.406585591828641	1.4411873777107091	0.3064966491412429	1.0768052088246671	315.0
tcf7l2	82	69	0.08582869855394883	0.0435505100450416	0.23689254085483155	26.81744450458152	69	True		0.7904484552462303	0.8140508258778103	1.5052620735694588	1.5716637952104193	0.323932289854098	1.0763739025755217	316.0
hsp90aa1.2	21	18	0.007741935483870968	0.014895035493810315	0.12439937501399094	13.627586126499775	18	True		0.9388089584760355	0.9713765686301932	1.2771481833252565	1.3181153552288647	0.1956703928780368	1.0741446484157238	317.0
arl4aa	45	43	0.05953281423804227	0.012649908226205838	0.1428435284648273	6.479201779347418	43	True		0.9617397281444271	0.9670661270820593	1.2345018014010494	1.3025357661037311	0.12945801029690734	1.0708445574470762	318.0
lft2	34	20	0.009210233592880979	0.004202830519074413	0.07624652404428979	13.135617480743456	20	True		1.0031064003265013	0.9711168634064029	1.1710801486563276	1.2378979071208867	0.16654095861289508	1.070295899658432	319.0
myclb	77	52	0.13561735261401558	0.02637549680105978	0.19080372392918057	36.475375830908945	52	True		0.7570346646716908	0.7933048601790053	1.5395008730597401	1.6461918515576401	0.35440907851266484	1.0700211480269106	320.0
elf1	68	56	0.13837597330367074	0.020899980403839908	0.1360924506159909	30.648829854890487	56	True		0.614382357209672	0.6738212057447015	1.750867573398206	1.9484195715444774	0.36556689671413545	1.0689764436850857	321.0
gata6	68	49	0.022558398220244715	0.014562020912246088	0.33231626055095076	35.41355952443778	49	True		0.6676649975049287	0.7247740665173366	1.66016496664692	1.7500788785051529	0.3610478250440121	1.0646649851617251	322.0
noto	67	45	0.02064516129032258	0.018381007190465204	0.3687548497891322	33.11336014892564	45	True		0.8292825593082673	0.7966497685575427	1.4168947318382763	1.6578104757098402	0.34736083632397574	1.0643274283202708	323.0
cux1a	40	28	0.03434927697441602	0.03067350520695398	0.19462059211044683	8.869230226032403	28	True		0.7970064212324619	0.8728098455913784	1.4594071733606093	1.6071496812354502	0.2884583016598788	1.0619667220837208	324.0
stox1	68	45	0.08182424916573972	0.04976494346800584	0.23307502831608062	18.99541989413772	45	True		0.8185865426268997	0.8264859352227183	1.4223268552438908	1.452388122652021	0.2949788555302473	1.060082667673696	325.0
c1qbp	25	11	0.2627808676307008	0.07223329903308032	0.1821778922632746	26.73130411391853	11	True		0.9836858628285488	0.9210925415287068	1.1692372422519572	1.2330277812347157	0.2151084694770345	1.057906414597912	326.0
pitx2	66	55	0.017486095661846494	0.018842101915367823	0.47394077786724315	31.632586310288403	55	True		0.7111266687586789	0.8391515200635837	1.570176731450181	1.6202478713835806	0.3624280385832228	1.0547466938352799	327.0
zic2a	104	86	0.09779755283648499	0.021519990805658484	0.3102166535173382	65.3233898602535	86	True		0.690006985817472	0.8090191321293217	1.5942868695320402	1.6543050446823409	0.38274217922599185	1.0517189393032993	328.0
sox10	35	27	0.011123470522803115	0.011079509647382947	0.31865324244633153	48.05228815485653	27	True		0.7732559015112374	0.8362947741531824	1.469202627533335	1.8301495378911827	0.3171683919656634	1.0516345919200765	329.0
tph1b	39	20	0.024738598442714126	0.009047221388802046	0.12267601714117682	4.894631820761863	20	True		0.9525841511709141	0.9541146587498917	1.1956617817294992	1.2077961052500632	0.16892171976081588	1.0498152033943482	330.0
ripply1	50	33	0.07692992213570635	0.030439340950963494	0.27520083545230306	18.646092052601468	33	True		0.8354883298352651	0.8859882519429072	1.3693206090720966	1.3773399334014835	0.26392296736001075	1.0490212415299975	331.0
hoxc6a	96	72	0.21379310344827587	0.035071872135472845	0.264706210812001	10.529117208634649	72	True		0.7826304073478192	0.8083639231296519	1.4425092696602768	1.5310364448452138	0.2780299407260832	1.0465819522728022	332.0
stmn1a	33	18	0.09325917686318132	0.03684622020978848	0.21355926233800923	6.445135308597634	18	True		0.8543384389348367	0.9229169013220504	1.3305290344143648	1.3716245139535055	0.22584465498299686	1.0448146771266478	333.0
zeb2b	56	48	0.0832035595105673	0.02543784077008413	0.2405842041109901	12.658491406510995	48	True		0.8203755415475305	0.8380597020090965	1.370350525023236	1.450837910245607	0.26773787286172035	1.0403655349378127	334.0
rnd1b	58	44	0.06669632925472747	0.03112347461762721	0.26391758134180404	9.118450596955006	44	True		0.7644147186711403	0.8245853874745951	1.436801383380218	1.4535926018583731	0.29370172057480814	1.0333693845547716	335.0
si:dkey-92i17.2	44	28	0.08262513904338153	0.021320998730041247	0.138994268746916	6.4514257997816005	28	True		0.8666121975975827	0.8893217034197463	1.2771507766185197	1.3187324613916138	0.24977972537203175	1.0308276292059575	336.0
unga	48	39	0.1646718576195773	0.052991756795035504	0.19860310908082326	10.333105713889099	39	True		0.7121931886006259	0.7868790776516585	1.5083338519662435	1.5597942912507259	0.2955671805724606	1.030649453946873	337.0
baz1b	49	35	0.15492769744160179	0.04289257157274171	0.196168426124358	10.763129832678661	35	True		0.8481460434456002	0.8700477929048851	1.2992946997633223	1.3082197648208254	0.3010890380392501	1.0286055059726888	338.0
cmtm6	31	16	0.08155728587319244	0.017305081173041234	0.12056045265490287	6.298423976017788	16	True		0.8220758754976989	0.8968039638388768	1.3368160527269115	1.419464923793474	0.28072587169174396	1.027971946389384	339.0
arl4d	70	48	0.1310344827586207	0.0386918649682153	0.28681652024209725	33.99104768026011	48	True		0.8238220104583249	0.7937150669845279	1.3317926838856902	1.4933477429690543	0.29903398207351767	1.027010279829271	340.0
snrpc	34	25	0.06042269187986652	0.03841968568606584	0.15415893488499816	7.657938399967016	25	True		0.9373839325196263	0.8931520731231398	1.1605804428433095	1.1735150394646827	0.20020048939050744	1.0266625366490996	341.0
lima1a	68	35	0.22206896551724137	0.06565984211620636	0.3044629141249273	60.05021250792644	35	True		0.8036166816397661	0.8343944300173062	1.3598944246289306	1.4669502939388335	0.27774035037596784	1.026127778835432	342.0
tlcd5a	68	44	0.12774193548387097	0.05399070208339568	0.23496941096947882	14.34667349464059	44	True		0.7127676779539176	0.8435976092806587	1.495140972113836	1.5448039901658923	0.3205681404456895	1.025716995617885	343.0
ahi1	21	8	0.12378197997775306	0.056987477993508714	0.1756237108211717	15.390779216817595	8	True		0.8558441570823506	0.9048389586965087	1.280435315957032	1.5203952135039527	0.3380243666090885	1.0256806206322233	344.0
chaf1a	54	20	0.1982647385984427	0.06913972695261515	0.24272593872627185	12.79057769301133	20	True		0.7518869404146196	0.8538397061495718	1.4354495092296826	1.4635260358626965	0.3148930871467983	1.0253119679406448	345.0
gsc	50	37	0.03563959955506118	0.014624997188778431	0.13013453727845326	9.209267128852451	37	True		0.8484467304326944	0.9164472953708156	1.2864375706386986	1.3124597720777007	0.19094819109026717	1.023643066515096	346.0
foxa	32	23	0.014060066740823137	0.016175686428285277	0.34654333217170663	20.25228177383849	23	True		0.6940500897423852	0.7859226764198673	1.5174657550218855	1.7798075397952102	0.3685836167646135	1.0234163558541853	347.0
cxcl12b	50	45	0.034082313681868745	0.008105836484713256	0.10278804223374231	5.083820248191147	45	True		0.8519466715040409	0.8681375674378338	1.2799205830325808	1.342166125189354	0.20106231252304385	1.0231362361154568	348.0
si:ch211-113a14.12	47	33	0.16307007786429367	0.05217278229556252	0.2107551324091666	10.868240796217906	33	True		0.726123810288255	0.7895527098891222	1.4615567529466549	1.509721941085676	0.3796271621974415	1.020296987351615	349.0
pttg1	64	24	0.10340378197997775	0.034142437702594654	0.16010386987019376	7.701902830407985	24	True		0.8223372780159595	0.8423334813157758	1.3088700489452691	1.532019386340544	0.23449610779792457	1.0169503863876834	350.0
cfl1l	62	41	0.06758620689655172	0.04412854492454642	0.26811911367759733	16.97311627500929	41	True		0.6614413435528578	0.8010216638418599	1.5449682151267548	1.7931275457154645	0.3797840045043983	1.0148520921824167	351.0
mespaa	32	22	0.009610678531701892	0.004489873742436824	0.08411951087162334	7.768141728861433	22	True		0.8877780479329307	0.9202708886918713	1.1899672840667723	1.2413648015817018	0.17336948483781273	1.0086537423864672	352.0
tbx6	38	32	0.07132369299221357	0.012585264294421071	0.37708420255862024	100.32263222798088	32	True		0.8608553931195081	0.816877869738267	1.228438600917735	1.4753513261498112	0.25899509938104065	1.0078886762387989	353.0
pknox1.1	44	16	0.10994438264738599	0.03088661249130307	0.11231877176631541	11.338698121778755	16	True		0.8386473154625986	0.9083176007214413	1.254115737234478	1.3122499419752036	0.23406093608925108	1.0048346841713505	354.0
epcam	26	21	0.022513904338153503	0.005076274232801676	0.10049110039964543	6.445836884224536	21	True		0.9186049517727455	0.8823666641996032	1.1323337305049088	1.154111387543875	0.19195792373116383	1.0040964632656109	355.0
fgf8a	87	80	0.08364849833147942	0.03207081189048432	0.2603063644509631	45.096443580567346	80	True		0.605358273252704	0.7077311982934402	1.600827339636406	1.6374723677468828	0.3799026790333274	1.0035458998061848	356.0
plekhg5b	35	26	0.036840934371523915	0.013322642864447402	0.10555188887810284	7.917356113973849	26	True		0.8943188199122301	0.8955385099398067	1.1646504258378332	1.1945891075511093	0.14836775611354677	1.0024514622824712	357.0
hes6	57	32	0.05241379310344828	0.009339731184011633	0.11056405104966033	4.460103968127634	32	True		0.8337224757015718	0.8358632196681948	1.2481117935467116	1.2787993681609693	0.22501414456860067	0.9994782028396277	358.0
tead1a	68	49	0.1046051167964405	0.05771663894892928	0.2487216619292527	12.010838374460702	49	True		0.7622676288979455	0.7888972445059517	1.3549468117915773	1.5341359601478222	0.2669477531830923	0.9993393020553982	359.0
hoxc8a	96	72	0.12191323692992213	0.014069923459847712	0.16997519497203614	10.196097822283713	72	True		0.7639227360765952	0.8126974706139934	1.3468517975785301	1.4780984059484992	0.22598783163844285	0.9970943606773692	360.0
etv5b	50	34	0.5527030033370411	0.09313016823043477	0.35605844320065627	55.6748063612393	34	True		0.7232501189985445	0.7531369468039912	1.4062744524358406	1.483632560584893	0.3424261002050541	0.9964598523734629	361.0
fosab	41	29	0.02384872080088988	0.00804204570108556	0.10663186061578349	6.119069203256101	29	True		0.8649568573282936	0.8795776655289527	1.182143697850522	1.2834011607277802	0.17052742548197639	0.991831593537185	362.0
zbtb18	47	37	0.08511679644048943	0.042152164396786554	0.23084589033798086	13.541559644516902	37	True		0.6628236479084471	0.7623844035073376	1.4731379641136415	1.6789600175961688	0.3058415275555175	0.9869493743905249	363.0
smtnl	59	36	0.08778642936596218	0.03393221941477971	0.1580278808473605	27.986554289430345	36	True		0.7365325435625274	0.7816709853173657	1.3606258677859822	1.4638710713112542	0.30556403619554634	0.9861698732519093	364.0
egln1b	58	28	0.07946607341490546	0.02976521578568128	0.09857712673476277	12.712956506094987	28	True		0.7792066359584717	0.7605164170285155	1.2920587243193553	1.3580053447929519	0.30424023946142403	0.9843474713028252	365.0
itga6a	55	39	0.09441601779755283	0.026674819497312794	0.2136359715363097	18.56290875731489	39	True		0.7793565372743789	0.7857751315546297	1.2904882870835441	1.4634677453409317	0.23835138022451194	0.9838092371980449	366.0
pold3	13	5	0.097174638487208	0.03351856707710995	0.16276924846507557	9.551434392620104	5	True		0.9225285851214128	0.9297517397335037	1.0752366798167314	1.3689556118008235	0.25158154602574484	0.9836118229995402	367.0
sox3	70	50	0.1781979977753059	0.023850667735575815	0.25818659326790416	38.707538873171096	50	True		0.6469351922019713	0.7895521758731772	1.4871987843099734	1.521970134699284	0.34356679360589915	0.9830406290451721	368.0
si:ch211-106e7.2	25	16	0.03274749721913237	0.008726083233632819	0.16318752645716475	5.11111230859602	16	True		0.9168703228934177	0.8703850370014663	1.0812096009180259	1.2372942443194654	0.1744057243115011	0.982606034103261	369.0
foxn2b	29	23	0.09526140155728588	0.04330610420867873	0.16731179955471276	10.935063121201393	23	True		0.8015514568631217	0.840090885226834	1.2517466917680624	1.3732001829715474	0.21026272235298882	0.9816295508250981	370.0
drll.3	37	16	0.07657397107897664	0.009328987366853142	0.12668393981816264	6.162246032529842	16	True		0.8469636798091178	0.894496051714714	1.183528798769174	1.3037351383458842	0.1851295525154542	0.9815897273931402	371.0
rdh10b	32	15	0.013170189098998888	0.004383301995972611	0.06211431251322088	6.476372743048243	15	True		0.8468216796966381	0.863882899130057	1.1759371629501183	1.2052623936534095	0.23726441579287946	0.9784678729980302	372.0
rpl34	43	30	0.04880978865406007	0.03413710196098681	0.17191497406667408	5.951661591095524	30	True		0.7669684675871054	0.8215091230953889	1.2920983598091882	1.3833882015965135	0.20670895589894916	0.9770204244759384	373.0
gli2a	77	56	0.3339710789766407	0.07783650364838961	0.2743635358247201	25.15895436121604	56	True		0.6902683362254741	0.7482492153522452	1.4063106272498496	1.5997262174273421	0.2816636388481269	0.9766852526352243	374.0
tgif1	76	50	0.31408231368186873	0.11115446102617527	0.31730462830997425	21.656066877406342	50	True		0.6356612713663998	0.6313200256265634	1.4867034574444498	1.6435813330180504	0.31308360525534407	0.9760781457976198	375.0
atp2b1a	43	38	0.011968854282536152	0.022545998232854914	0.1859162535373308	57.79775719256449	38	True		0.7550447491608503	0.796683165887488	1.303744071450463	1.34375863835445	0.2805855815231185	0.9745244780766954	376.0
eppk1	48	43	0.026295884315906563	0.01559092877426979	0.25273570074835233	40.050878761050456	43	True		0.7187907868944116	0.7900174702051106	1.3531879142685341	1.5183815833611185	0.3012155834747417	0.9725496378440606	377.0
foxd5	65	31	0.03199110122358176	0.016269926057849802	0.32627059228527283	36.87211281303185	31	True		0.7625382070874744	0.7380836104569992	1.2762979199612854	1.3672903688518818	0.25720748296580226	0.9680420922369988	378.0
foxb1b	44	33	0.03532814238042269	0.017535641967747907	0.20237636485791102	19.46293892590026	33	True		0.7869599541541914	0.7827280013950499	1.23866827044585	1.3830899918044526	0.2995859758700367	0.9676432806708548	379.0
mibp2	70	41	0.13232480533926586	0.04065734286342513	0.17917792679521732	9.38894486350576	41	True		0.8334393712507324	0.8022509547501647	1.1682920396504777	1.1902875880444586	0.2301296679814376	0.9673804386106306	380.0
arhgap5	47	25	0.20805339265850945	0.050291262476721936	0.13497310204702723	11.355125742039931	25	True		0.7458831528696404	0.8083295669030194	1.2990956691943352	1.3947894559605165	0.2749480324799813	0.9671681593995183	381.0
cnmd	35	21	0.036440489432703005	0.011320305588486868	0.12635050442876714	9.260854612904975	21	True		0.8038037375216466	0.8224042194527422	1.2113151912237614	1.3024408925671156	0.22502134854792621	0.9668083190024925	382.0
vgll4l	40	30	0.021134593993325918	0.011651452082140494	0.18939454832940433	20.89649424176482	30	True		0.8285428316521939	0.7662100893445825	1.173472350024927	1.317183447611359	0.2419688254786621	0.9665146390012871	383.0
olig4	38	30	0.01503893214682981	0.012478440755787065	0.34031699555926204	25.977782785687005	30	True		0.6107261243116883	0.7150482650913784	1.4950181935920928	1.5656101925066988	0.3928912303157911	0.96444295202385	384.0
vrtn	41	37	0.06037819799777531	0.027541604216665735	0.18608756015348388	15.590372540808094	37	True		0.7422758687028068	0.7675289770732755	1.2934376451730847	1.3450021534282655	0.2781581355060595	0.962740579290918	385.0
sox2	87	72	0.25699666295884316	0.03339142636685229	0.252696339872092	64.57061857475038	72	True		0.6859580763125943	0.7281007732952699	1.3616397094215322	1.4164035015849439	0.3174949628149102	0.9562307295561696	386.0
mns1	40	24	0.03977753058954394	0.020699374488323066	0.1453442882863581	8.052003496833374	24	True		0.774188004844222	0.8291710623664921	1.2217295467573772	1.250034010072995	0.22167181126532493	0.953204621609484	387.0
ets2	120	77	0.031546162402669636	0.013138825845079668	0.14899671446051269	16.09636896919504	77	True		0.6398071163102287	0.6922410079869666	1.4150079058732346	1.4608976393335218	0.24835669488635323	0.949887432135431	388.0
