model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.057340652113254384	-223.45762488687384	0.1552187932337901		
spatial_mean	0.06326239090183891	-246.63802787672606	0.0		
best_single	0.0528166457221141	-205.74858789296664	0.15521879700947863	3.0	
global_elastic_net	0.05734065017468512	-223.4576172984242	0.1552187970094788		[0.0, 0.0, 0.0, 0.423687347550744]
