enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.02261129580438137	0.0386551134288311	0.01604381762444973
0	0	0.0	0.0	0.0
0	1	0.02261129580438137	0.0386551134288311	0.01604381762444973
1	all_test	0.02261129580438137	0.040734875947237015	0.018123580142855644
1	0	0.0	0.0	0.0
1	1	0.02261129580438137	0.040734875947237015	0.018123580142855644
2	all_test	0.02261129580438137	0.01937580108642578	-0.0032354947179555893
2	0	0.0	0.0	0.0
2	1	0.02261129580438137	0.01937580108642578	-0.0032354947179555893
3	all_test	0.02261129580438137	0.020020319148898125	-0.002590976655483246
3	0	0.0	0.0	0.0
3	1	0.02261129580438137	0.020020319148898125	-0.002590976655483246
