gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score	screen_rank
LPA	20	0	3	17	1	0.7215660241059043	0.0	1.0003029103937142	1
TRHDE	20	0	10	10	1	0.3178014678220298	0.0	0.7620546373788287	2
SVIL	20	0	6	14	1	0.2936009385473904	0.0	0.5713210460915324	3
CSF1R	20	0	7	13	1	0.1899791694318144	0.0	0.3950505769703469	4
CCDC158	20	0	8	12	1	0.1758212327322587	0.0	0.3863187337768702	5
FLI1	20	0	8	12	1	0.1716656515431718	0.0	0.3771879886550925	6
LILRB4	5	0	3	2	1	0.2193408378220485	0.0	0.3040709666360183	7
MFGE8	20	0	10	10	1	0.117842736290203	0.0	0.282574540283903	8
CSF1	20	0	7	13	1	0.1264228253399412	0.0	0.262888874828408	9
AFAP1L2	20	0	8	12	1	0.1186011124739466	0.0	0.2605932792271729	10
RCSD1	20	0	9	11	1	0.1113410429694933	0.0	0.2563722257799649	11
PRKCH	20	0	9	11	1	0.1099991561331904	0.0	0.2532824171542088	12
TCF7L2	20	0	7	13	1	0.115723858138848	0.0	0.2406409979773848	13
MYH11	20	0	7	13	1	0.1080889421417932	0.0	0.224764636485873	14
NEFL	20	0	11	9	2	0.0871371412719173	0.0	0.2165276617901039	15
ESAM	20	0	5	15	2	0.0700421357205702	0.7219280948873623	0.2160996683909027	16
AGR2	20	0	6	14	1	0.1048934155147029	0.0	0.2041131618191366	17
NEFM	20	0	7	13	2	0.053444774402008	0.7219280948873623	0.1913669679858921	18
KCNQ5	20	0	4	16	1	0.1151474931930577	0.0	0.1853227410666546	19
UTP15	20	0	1	19	1	0.244474955189114	0.0	0.1694571259068533	20
MSX1	20	0	10	10	1	0.0697749522748749	0.0	0.1673130282196546	21
TMEM26	20	0	2	18	1	0.1374453024528705	0.0	0.1509990982944287	22
PLEKHF2	20	0	2	18	1	0.1238178644749985	0.0	0.1360278274688759	23
SLC25A18	20	0	6	14	1	0.0644886814379248	0.0	0.125489179709253	24
CTSS	20	0	3	17	1	0.0895624729691407	0.0	0.1241599512450724	25
SPP1	20	0	6	14	2	0.0637781696504447	0.0	0.124106587610972	26
IGFBP7	20	0	4	16	1	0.0762232170597269	0.0	0.1226765353436182	27
GALNTL6	20	0	3	17	1	0.0874999085520174	0.0	0.1213006298241678	28
APOE	20	0	6	14	1	0.0611004304709525	0.0	0.1188959477650751	29
SYK	20	0	3	17	1	0.0809798074670867	0.0	0.1122618504561967	30
IBSP	20	0	1	19	1	0.1591911724943008	0.0	0.1103429123844565	31
LUZP2	20	0	8	12	1	0.0498927848547246	0.0	0.1096256531145494	32
IL34	20	0	4	16	1	0.066102740673969	0.0	0.1063882569564853	33
PIEZO2	20	0	5	15	1	0.0591446480660582	0.0	0.1059729832265205	34
DENND2D	17	0	4	13	1	0.0651953647309891	0.0	0.104927891713023	35
SLC18A3	20	0	7	13	1	0.0486459613161595	0.0	0.1011564327957724	36
NSUN2	20	0	3	17	2	0.0376065728161153	0.9182958340544894	0.1000080126729611	37
CCDC170	20	0	2	18	1	0.0881670077817132	0.0	0.0968613582040869	38
KLHL6	20	0	5	15	1	0.0532871695625294	0.0	0.0954777906520231	39
ITGA11	20	0	3	17	1	0.0688689586447728	0.0	0.0954726490254475	40
PTH2R	20	0	6	14	1	0.0464365010045053	0.0	0.0903612585912842	41
NTRK2	20	0	8	12	1	0.0410019808961815	0.0	0.0900905601445601	42
AKR1D1	20	0	6	14	1	0.0455499750691369	0.0	0.0886361587762501	43
CD86	16	0	3	13	1	0.0616572390579073	0.0	0.085475082828198	44
VIM	20	2	6	12	1	0.0427028378669668	0.0	0.0830958855987943	45
CLDN9	20	0	4	16	1	0.0513748660988793	0.0	0.0826846572457617	46
SLC5A7	20	0	4	16	1	0.0508062019207662	0.0	0.0817694275580634	47
BCAM	20	0	3	17	1	0.0554795529636065	0.0	0.0769109914309	48
EGFR	20	0	5	15	1	0.0418930955482821	0.0	0.0750623506439101	49
MECOM	20	0	3	17	2	0.0273992064768954	0.9182958340544894	0.0728633316832375	50
CCL2	20	0	3	17	2	0.0273839548508355	0.9182958340544894	0.0728227726878796	51
ADHFE1	20	0	4	16	1	0.0452326381070666	0.0	0.0727991226489245	52
L3MBTL3	20	0	2	18	1	0.0655779347294188	0.0	0.0720447249592148	53
PTN	20	16	3	1	1	0.0517421453763842	0.0	0.071729844367527	54
KLHL1	20	0	8	12	1	0.0321734422046679	0.0	0.0706922779496027	55
CD93	20	0	3	17	1	0.0506528918968822	0.0	0.0702198184110633	56
SLC7A7	20	0	2	18	1	0.062068853609117	0.0	0.0681896053185179	57
SPON1	20	0	4	16	1	0.0417564081920179	0.0	0.0672043464313074	58
RERGL	20	0	2	18	2	0.0302491800986566	1.0	0.0664642419570381	59
NRK	12	0	2	10	1	0.0566179630019583	0.0	0.0622011899133077	60
ATF6B	20	0	2	18	1	0.0547780011121759	0.0	0.0601797851705118	61
LRRC14B	20	0	1	19	1	0.0853841918912298	0.0	0.0591838118737952	62
EMCN	20	0	2	18	2	0.0265752013005445	1.0	0.0583916854452139	63
PROSER2	20	0	4	16	1	0.0362057253694725	0.0	0.0582708670568062	64
CMTM8	20	0	4	16	1	0.0359485752454118	0.0	0.0578569998979558	65
MAFA	20	0	5	15	1	0.0321190611949833	0.0	0.0575496320388268	66
ETV3	20	0	2	18	1	0.0492751718127444	0.0	0.0541343092797135	67
APLN	20	0	3	17	1	0.0384982323805868	0.0	0.0533698824622906	68
LPAR6	20	0	2	18	1	0.0471133893095934	0.0	0.0517593484563241	69
ARHGEF39	20	0	3	17	1	0.0359944481677979	0.0	0.0498989005266404	70
NWD2	20	0	1	19	1	0.0719070861787732	0.0	0.0498421940470976	71
PAX6	20	0	4	16	1	0.0308202478250601	0.0	0.0496032753202664	72
LMOD2	12	0	2	10	1	0.04484980150606	0.0	0.049272543078883	73
DERL3	20	0	3	17	1	0.0352976063667762	0.0	0.0489328726672915	74
TINCR	20	0	3	17	1	0.0348628399589582	0.0	0.048330158447729	75
KIF9	20	0	3	17	1	0.0348044746095775	0.0	0.0482492468929978	76
NSUN3	20	0	2	18	1	0.0431636657246184	0.0	0.0474201335890283	77
CD4	20	0	2	18	1	0.0427798163428573	0.0	0.0469984319412278	78
CGAS	20	0	3	17	1	0.0337407365683725	0.0	0.0467745928447665	79
TAF4B	20	0	2	18	1	0.0422668588166938	0.0	0.0464348904994198	80
STK32A	20	0	4	16	1	0.028801837511333	0.0	0.046354769238506	81
ZNF296	20	0	2	18	1	0.0421151889544228	0.0	0.0462682641249083	82
VWF	20	0	3	17	1	0.0330992516528202	0.0	0.0458853059235928	83
LRCH1	20	0	3	17	1	0.0313557179479739	0.0	0.043468254980142	84
FOXP3	20	0	3	17	1	0.0303483361926819	0.0	0.0420717273332856	85
LRRK2	20	0	3	17	1	0.0303010951803458	0.0	0.0420062373842705	86
CXorf58	20	0	3	17	1	0.0299579346013422	0.0	0.0415305158086392	87
PHETA2	20	0	1	19	1	0.0595265640496406	0.0	0.0412606700394293	88
CETN2	15	0	4	11	1	0.025356868056166	0.0	0.0408103047901827	89
FABP7	20	0	3	17	1	0.028911015079476	0.0	0.0400791771789298	90
EPAS1	20	0	2	18	1	0.0363217359501948	0.0	0.0399035054606423	91
FLT4	20	0	2	18	1	0.0359913968155509	0.0	0.0395405908278945	92
ERGIC2	20	0	2	18	1	0.0355709819766127	0.0	0.0390787179194986	93
CLDN16	20	0	3	17	1	0.0280251240759375	0.0	0.0388510714761574	94
SHANK3	20	0	2	18	1	0.0352885042353565	0.0	0.0387683844016793	95
NDST4	20	0	2	18	1	0.0349198256024347	0.0	0.0383633495249821	96
STXBP3	20	0	1	19	1	0.0549088317410691	0.0	0.0380599019091625	97
CD109	20	0	2	18	2	0.0170441132054875	1.0	0.037449744433998	98
S100Z	20	0	3	17	1	0.0266260036830061	0.0	0.0369114787649088	99
ABI3	20	0	1	19	1	0.053096199048815	0.0	0.0368034806691358	100
BRCA2	20	0	1	19	1	0.0526198611426032	0.0	0.0364733083924512	101
RTTN	20	0	2	18	1	0.0329654569343143	0.0	0.036216256089597	102
COL4A1	20	0	3	17	1	0.0259976560763549	0.0	0.0360404040209851	103
OPRM1	20	0	2	18	1	0.0325482049541946	0.0	0.0357578579367664	104
SHROOM4	20	0	2	18	1	0.0323600331283111	0.0	0.0355511300564697	105
STK3	20	0	2	18	1	0.0322257575391568	0.0	0.0354036132441567	106
PAPPA	20	0	3	17	1	0.0254784398944505	0.0	0.0353206175558088	107
HCRTR1	20	0	2	18	1	0.0318674534610456	0.0	0.0350099759808638	108
LTBR	20	0	3	17	1	0.0248806335755748	0.0	0.0344918820269096	109
KANK3	20	0	2	18	1	0.0313304349368847	0.0	0.0344200008309782	110
SAMSN1	20	0	1	19	1	0.0495856693596384	0.0	0.034370166912811	111
PTX3	20	0	1	19	1	0.0489798388025546	0.0	0.0339502371702713	112
HLA-E	20	0	3	17	1	0.0243808622782577	0.0	0.0337990518955894	113
DAPL1	20	0	3	17	1	0.024218704509575	0.0	0.0335742534952527	114
DNAJC1	17	0	2	15	1	0.0301322116229977	0.0	0.0331036179737733	115
CCDC83	20	0	1	19	1	0.0470465629859047	0.0	0.0326101924887157	116
PGM5	19	0	1	18	1	0.0469886810062296	0.0	0.0325700717576987	117
SMOC1	20	0	3	17	1	0.0232224907994677	0.0	0.0321932080464606	118
HMMR	20	0	2	18	1	0.0292203118442605	0.0	0.0321017936708189	119
IGF1	20	0	3	17	1	0.0230254267481973	0.0	0.031920019263405	120
ZBBX	20	0	2	18	2	0.0144768514161029	1.0	0.0318088937339061	121
LAYN	20	0	3	17	1	0.0229442740676617	0.0	0.0318075177599888	122
C2CD4A	20	0	2	18	1	0.0289304190450969	0.0	0.0317833138792614	123
SYT4	20	0	3	17	1	0.0229088660542602	0.0	0.0317584318306718	124
SAXO1	20	0	2	18	1	0.0287404984242607	0.0	0.0315746647513393	125
CDC42BPA	20	0	1	19	1	0.0453841462234114	0.0	0.0314578929968779	126
SLC39A8	20	0	3	17	1	0.0225424363276513	0.0	0.0312504523669272	127
KCNE3	20	0	2	18	1	0.028363920617603	0.0	0.0311609517453054	128
RIPOR3	20	0	2	18	1	0.0278912466180725	0.0	0.0306416662808874	129
S100A10	20	0	3	17	1	0.021517149286804	0.0	0.0298291027236713	130
AQP5	20	0	3	17	1	0.0214149975694801	0.0	0.0296874903739665	131
TGFB1I1	20	0	1	19	1	0.0427764590086579	0.0	0.0296503819561893	132
FOXF2	20	0	3	17	1	0.0213530674820015	0.0	0.0296016370429112	133
AK1	20	0	3	17	1	0.0210834564548599	0.0	0.0292278767962891	134
TNC	20	0	3	17	1	0.0210507626526555	0.0	0.0291825535626496	135
LMBRD2	17	0	2	15	1	0.026224063171578	0.0	0.0288100780591045	136
ARAP3	20	0	2	18	1	0.0262207430588927	0.0	0.0288064305425085	137
MOCOS	20	0	2	18	1	0.0260844425445202	0.0	0.0286566891224672	138
TRMT13	15	0	3	12	1	0.0201184683576531	0.0	0.0278901192385834	139
ATXN1	20	0	3	17	1	0.0196059303993162	0.0	0.0271795907570811	140
MALRD1	20	0	1	19	1	0.0389098055253158	0.0	0.0269702219960084	141
MLKL	20	0	2	18	1	0.0244224532082743	0.0	0.026830807214032	142
KANK1	20	0	3	17	1	0.0193260596032276	0.0	0.0267916074506214	143
NLRP1	20	0	2	18	1	0.0242357232872485	0.0	0.0266256634281311	144
NR1H4	20	0	1	19	1	0.0377639539343475	0.0	0.0261759781963886	145
LCA5L	20	0	1	19	1	0.037679803693206	0.0	0.0261176496939979	146
COL4A3	20	0	2	18	1	0.0236465782443779	0.0	0.0259784214442256	147
ANKRD34C	20	0	2	18	1	0.0234751971038224	0.0	0.0257901400171653	148
NEK8	20	0	2	18	1	0.0231161746354087	0.0	0.0253957135214581	149
JAG2	20	0	2	18	1	0.0229625026429694	0.0	0.0252268875821402	150
MLLT1	20	0	3	17	1	0.0181886856592417	0.0	0.025214872365589	151
ACVR2A	17	0	2	15	1	0.0224921342166911	0.0	0.0247101350488293	152
TSPAN33	20	0	2	18	1	0.0223418310984582	0.0	0.0245450101961135	153
ERG	20	0	2	18	1	0.0223034742889117	0.0	0.0245028709337916	154
BARHL2	20	0	2	18	1	0.0220276904569629	0.0	0.0241998914269968	155
CD99	17	0	2	15	1	0.0217936886561059	0.0	0.0239428141730047	156
ZNF280D	20	0	1	19	1	0.034477052670498	0.0	0.0238976718525724	157
WWC3	20	0	2	18	1	0.0217121765699276	0.0	0.0238532639934543	158
MAG	20	0	2	18	1	0.0215476768614096	0.0	0.0236725425921941	159
ITGA4	20	0	2	18	1	0.0215242525130068	0.0	0.0236468083151847	160
RAB25	20	0	2	18	1	0.0214220171886517	0.0	0.0235344913315122	161
ACSS3	20	0	2	18	1	0.0213181654927061	0.0	0.0234203985821474	162
PRDM5	20	0	2	18	1	0.0212977108619133	0.0	0.0233979268733983	163
PPIH	20	0	2	18	1	0.0209042549882503	0.0	0.0229656714155434	164
UST	20	0	3	17	1	0.0165220113876457	0.0	0.0229043712210519	165
PLXND1	20	0	2	18	1	0.0204489975279256	0.0	0.0224655199751228	166
PAQR9	20	0	1	19	1	0.0323830353796773	0.0	0.0224462096713962	167
CHRNB4	20	0	2	18	1	0.0201240983509913	0.0	0.0221085817467647	168
TBXAS1	20	0	2	18	1	0.0201000058286763	0.0	0.0220821134056844	169
TTYH1	20	0	2	18	1	0.0197514065493924	0.0	0.0216991379536423	170
ZNF710	20	0	1	19	1	0.031026914135675	0.0	0.0215062180546186	171
MSANTD3	20	0	2	18	1	0.0194107482119949	0.0	0.0213248865179402	172
ARHGAP36	20	0	2	18	1	0.019243166545301	0.0	0.0211407792395548	173
BCL2L12	20	0	1	19	1	0.0301457958206162	0.0	0.0208954733787959	174
ATG4A	20	0	1	19	1	0.0298499226039006	0.0	0.0206903896928263	175
THRB	20	0	2	18	1	0.0187708516261359	0.0	0.0206218882652387	176
NCKAP5L	20	0	2	18	1	0.0186401770813396	0.0	0.0204783276045094	177
SCARF1	20	0	1	19	1	0.0295428566985246	0.0	0.0204775478262688	178
TMEM255A	20	0	1	19	1	0.0295199187235516	0.0	0.0204616484335885	179
AQP4	20	0	2	18	1	0.0185977021077528	0.0	0.020431664076566	180
ZFP92	20	0	2	18	1	0.0185445342639969	0.0	0.0203732532300538	181
BMPR1B	20	0	2	18	1	0.0179518195580638	0.0	0.0197220895704414	182
CDC37L1	20	0	2	18	1	0.0179067764843437	0.0	0.0196726046961332	183
SHROOM3	20	0	2	18	1	0.0179050939377515	0.0	0.0196707562297707	184
GDPD2	20	0	2	18	1	0.0178610624741986	0.0	0.0196223827228235	185
OR51B5	17	0	2	15	1	0.0178520180622936	0.0	0.0196124464207608	186
CEBPB	20	0	2	18	1	0.0178060668883943	0.0	0.0195619638964363	187
RBM11	14	0	1	13	1	0.0282057193157078	0.0	0.019550714819348	188
SLITRK1	20	0	1	19	1	0.0281101447219245	0.0	0.019484467559134	189
ACVR1C	20	0	1	19	1	0.0276330276494513	0.0	0.0191537552055522	190
KDM7A	20	0	1	19	1	0.0273270920992802	0.0	0.018941696841518	191
IDH1	20	0	2	18	1	0.017182934499147	0.0	0.0188773829961421	192
C5orf58	20	0	1	19	1	0.0272066158254682	0.0	0.0188581890520008	193
HOXA1	20	0	1	19	1	0.0271384359307317	0.0	0.0188109303501934	194
NFKB1	20	0	1	19	1	0.0271247345570597	0.0	0.0188014332816628	195
KCTD19	20	0	2	18	1	0.0170912644023511	0.0	0.0187766731012987	196
STMN2	20	0	2	18	1	0.0168605449902412	0.0	0.0185232019199205	197
GPR141	20	0	1	19	1	0.0266696073291663	0.0	0.0184859631268524	198
EXOSC2	20	0	2	18	1	0.0166555053676793	0.0	0.0182979428709102	199
TRIM22	15	0	1	14	1	0.0255461050149772	0.0	0.0177072106654197	200
FABP6	20	0	1	19	1	0.0254772557472005	0.0	0.0176594879895767	201
ZBTB24	20	0	2	18	1	0.0160491242484094	0.0	0.0176317651216639	202
GABRG2	20	0	2	18	1	0.0160439973571368	0.0	0.0176261326559091	203
KIF18B	20	0	1	19	1	0.0254196993537534	0.0	0.0176195929377356	204
GMFG	20	0	2	18	1	0.0158591974817045	0.0	0.0174231092418149	205
CSNK1G3	20	0	1	19	1	0.0247015779571369	0.0	0.0171218291163711	206
ABHD12B	20	0	1	19	1	0.0245589554817404	0.0	0.0170229707496656	207
MAN1A1	20	0	1	19	1	0.0244261643236622	0.0	0.0169309269328403	208
HFM1	20	0	2	18	1	0.0153790496889191	0.0	0.016895612976284	209
RBFOX1	20	0	2	18	1	0.0149295805971222	0.0	0.0164018207086594	210
PTPRE	20	0	2	18	1	0.0148913866328865	0.0	0.0163598603501971	211
IGDCC3	20	0	2	18	1	0.0145741168586815	0.0	0.0160113038774326	212
PRL	20	0	1	19	1	0.0224169699271104	0.0	0.0155382595016737	213
MMP19	20	0	1	19	1	0.0223529228330419	0.0	0.015493865438997	214
NDP	20	0	1	19	1	0.0221324228646292	0.0	0.0153410265075782	215
ENPP5	17	0	1	16	1	0.0218539454898972	0.0	0.015148000700433	216
GPR158	20	0	1	19	1	0.0217097614760536	0.0	0.0150480599577555	217
CFAP52	20	0	1	19	1	0.0213778921983425	0.0	0.0148180257035955	218
ZNF236	20	0	1	19	1	0.0209758966425153	0.0	0.0145393836174763	219
DNPH1	20	0	2	18	1	0.0131853174355322	0.0	0.0144855517646656	220
CUBN	20	0	1	19	1	0.0204371089327991	0.0	0.0141659244355661	221
FCMR	20	0	1	19	1	0.0203170081375148	0.0	0.0140826769079318	222
PRRG3	20	0	1	19	1	0.0200162349579774	0.0	0.0138741968265474	223
PRKCB	20	0	2	18	1	0.0123866592438508	0.0	0.0136081360608389	224
TMEM187	20	0	1	19	1	0.0190347874584254	0.0	0.0131939092593654	225
LRRC55	20	0	1	19	1	0.0190002128666056	0.0	0.0131699439785265	226
MIER1	20	0	2	18	1	0.011967277584788	0.0	0.0131473982165505	227
KCNG1	20	0	2	18	1	0.0119570526475223	0.0	0.0131361649748196	228
THRSP	20	0	1	19	1	0.0187639535893265	0.0	0.0130061815265993	229
CEP128	20	0	1	19	1	0.0187140873573727	0.0	0.0129716168885154	230
LHX6	20	0	1	19	1	0.0186912494674946	0.0	0.0129557868695364	231
AIF1L	20	0	1	19	1	0.0186702571575843	0.0	0.0129412361091087	232
B3GNT4	20	0	1	19	1	0.0186648579643552	0.0	0.0129374936735447	233
TBC1D31	20	0	1	19	1	0.0184399707904461	0.0	0.0127816137630054	234
DYDC2	20	0	2	18	1	0.0115853765677347	0.0	0.0127278370661609	235
SOD3	20	0	1	19	1	0.018028178351018	0.0	0.01249618099464	236
HSPG2	20	0	2	18	1	0.0113601856737936	0.0	0.012480439582781	237
TEF	20	0	1	19	1	0.0177611569380462	0.0	0.0123110958550894	238
TBL1Y	20	0	1	19	1	0.0177560014971121	0.0	0.0123075223757414	239
ABCA1	20	0	1	19	1	0.0176650693720371	0.0	0.0122444930296233	240
SERPINA11	20	0	1	19	1	0.0174310978603329	0.0	0.0120823163359542	241
BCAR3	20	0	1	19	1	0.0173490942255409	0.0	0.0120254757477025	242
TMPRSS15	20	0	1	19	1	0.017194490962774	0.0	0.0119183129320102	243
DLGAP1	20	0	2	18	1	0.0107939700734915	0.0	0.0118583881662536	244
HILPDA	20	0	1	19	1	0.0170897133671878	0.0	0.0118456866370438	245
TSC22D2	20	0	1	19	1	0.0168383221661781	0.0	0.0116714355348463	246
ROPN1L	20	0	2	18	1	0.0106044263933739	0.0	0.0116501531500371	247
MROH7	20	0	1	19	1	0.0167628689270935	0.0	0.0116191353349108	248
TAS2R4	20	0	1	19	1	0.0167104608472041	0.0	0.0115828088220968	249
TPBG	20	0	2	18	1	0.0102736777175061	0.0	0.011286788590268	250
SAMD15	20	0	1	19	1	0.0158393304645382	0.0	0.0109789872534519	251
TXNDC8	20	0	1	19	1	0.015576032747996	0.0	0.0107964831835828	252
CCDC18	20	0	1	19	1	0.0152706355764117	0.0	0.0105847979951482	253
SLC6A17	20	0	1	19	1	0.01505504780406	0.0	0.0104353639385794	254
SMYD1	17	0	1	16	1	0.0147954505188778	0.0	0.0102554248122743	255
ADM	20	0	1	19	1	0.0147689087858596	0.0	0.0102370274848656	256
SASH3	20	0	1	19	1	0.0147417855049341	0.0	0.0102182270591645	257
MAF	20	0	1	19	1	0.0146794689481058	0.0	0.0101750325134968	258
KBTBD8	20	0	1	19	1	0.0146791584412615	0.0	0.0101748172865531	259
ADGRE3	20	0	1	19	1	0.0144799282124804	0.0	0.0100367214151912	260
CLNK	20	0	1	19	1	0.0143014005739016	0.0	0.0099129754858582	261
ENPEP	20	0	1	19	1	0.014273410986604	0.0	0.0098935745823379	262
ADAM11	20	0	1	19	1	0.0140820106988216	0.0	0.0097609060125031	263
CCDC66	20	0	1	19	1	0.0139862594965658	0.0	0.0096945363366243	264
FBXW12	20	0	1	19	1	0.0138199130952816	0.0	0.0095792337975779	265
TRIM26	20	0	1	19	1	0.0136863814748897	0.0	0.0094866767313876	266
SULT1B1	19	0	1	18	1	0.0135821764126258	0.0	0.0094144472862793	267
OLFM3	20	0	1	19	1	0.0135324742214904	0.0	0.0093799963526262	268
MEI4	12	0	1	11	1	0.0133705830603371	0.0	0.0092677819507152	269
HAUS6	20	0	1	19	1	0.0132980519643064	0.0	0.0092175072259986	270
ADAT3	20	0	1	19	1	0.0131096903361998	0.0	0.0090869448945508	271
B3GNT2	20	0	1	19	1	0.0131079103106654	0.0	0.0090857110748704	272
CALCB	20	0	1	19	1	0.0129867429774052	0.0	0.0090017242794451	273
FEN1	20	0	1	19	1	0.0129266130466434	0.0	0.0089600453874703	274
CWC22	20	0	1	19	1	0.012914953503337	0.0	0.0089519636079008	275
PCDHGB7	20	0	1	19	1	0.0128873209780217	0.0	0.0089328102008868	276
PCDHB6	19	0	1	18	1	0.0128367447680136	0.0	0.0088977534435162	277
SNRNP48	20	0	1	19	1	0.0126614340577542	0.0	0.008776237318978	278
COBLL1	20	0	1	19	1	0.0126091257769904	0.0	0.0087399799816466	279
SLC5A11	20	0	1	19	1	0.0124745323642067	0.0	0.0086466869370536	280
XYLT2	20	0	1	19	1	0.0124444006951131	0.0	0.0086258012555758	281
TPO	20	0	1	19	1	0.0122710501828983	0.0	0.0085056438367856	282
TCEANC2	20	0	1	19	1	0.012153713610719	0.0	0.0084243123226029	283
ENTPD5	20	0	1	19	1	0.0121441489561323	0.0	0.0084176826092431	284
SNAPC1	20	0	1	19	1	0.0121266417301263	0.0	0.0084055475248976	285
MYL12A	20	0	1	19	1	0.012119733531723	0.0	0.0084007591266516	286
ZNF431	14	0	1	13	1	0.0121132721552352	0.0	0.0083962804417566	287
ANKRD13C	20	0	1	19	1	0.0121025965472307	0.0	0.0083888806741675	288
KIF25	20	0	1	19	1	0.0120480596609982	0.0	0.0083510785852389	289
LYVE1	20	0	1	19	1	0.0120066475857905	0.0	0.0083223739220675	290
ZNF85	8	0	1	7	1	0.0118968018275443	0.0	0.0082462346444427	291
ABCB5	20	0	1	19	1	0.0118519019975955	0.0	0.0082151124539061	292
FBXO31	20	0	1	19	1	0.0116611388329755	0.0	0.008082885504195	293
SART1	20	0	1	19	1	0.0115710168557266	0.0	0.0080204177097585	294
PLEKHG1	20	0	1	19	1	0.0115691511308277	0.0	0.0080191244878051	295
HSD17B13	20	0	1	19	1	0.0115664559584749	0.0	0.0080172563366876	296
TRIM71	20	0	1	19	1	0.0115596085835515	0.0	0.0080125100980653	297
C7orf25	20	0	1	19	1	0.0114283729949239	0.0	0.0079215445198189	298
SLC10A5	20	0	1	19	1	0.0114072864526179	0.0	0.0079069284424717	299
UVSSA	20	0	1	19	1	0.0113532975275031	0.0	0.0078695061712469	300
MED26	20	0	1	19	1	0.0113061978779792	0.0	0.0078368591819741	301
SH2D4B	20	0	1	19	1	0.011289024291198	0.0	0.0078249553587166	302
NKX3-2	20	0	1	19	1	0.0111582707333277	0.0	0.0077343238987306	303
SIX1	16	0	1	15	1	0.0110883894604079	0.0	0.0076858858914323	304
SLITRK6	13	0	1	12	1	0.0110156642190574	0.0	0.0076354765954347	305
NOXO1	20	0	1	19	1	0.0109321123172431	0.0	0.0075775628302617	306
OLFM1	20	0	1	19	1	0.0109183521311142	0.0	0.0075680249960425	307
NRG4	20	0	1	19	1	0.0109100568507454	0.0	0.0075622751458429	308
HTR5A	20	0	1	19	1	0.0109073897261774	0.0	0.0075604264359683	309
SYT6	20	0	1	19	1	0.0108690776485544	0.0	0.0075338705273826	310
LHFPL1	15	0	1	14	1	0.0108670908377973	0.0	0.007532493375108	311
ZNF674	20	0	1	19	1	0.0108601099647263	0.0	0.007527654602621	312
GHDC	20	0	1	19	1	0.0107801143635048	0.0	0.0074722058771771	313
CCDC116	20	0	1	19	1	0.0107511936043869	0.0	0.0074521595345349	314
KCNJ12	20	0	1	19	1	0.0107125753809495	0.0	0.007425391421841	315
BCLAF3	20	0	1	19	1	0.010704060799751	0.0	0.0074194895638896	316
OCA2	20	0	1	19	1	0.0106788375665489	0.0	0.0074020061509109	317
NANP	20	0	1	19	1	0.0106633467835314	0.0	0.0073912687583377	318
ABCC9	20	0	1	19	1	0.0104644674894907	0.0	0.0072534161364017	319
ACY3	20	0	1	19	1	0.0103958493260103	0.0	0.00720585364985	320
GSDMD	20	0	1	19	1	0.010360798440827	0.0	0.0071815582276091	321
EIF2B5	20	0	1	19	1	0.0103187545354268	0.0	0.0071524156131212	322
MSH4	20	0	1	19	1	0.010310806124976	0.0	0.0071469061948273	323
FRAT2	20	0	1	19	1	0.0103043719356937	0.0	0.0071424463546671	324
GK5	20	0	1	19	1	0.0102390140678868	0.0	0.0070971437328693	325
YIPF5	20	0	1	19	1	0.0102017356818677	0.0	0.0070713043247044	326
SUSD4	20	0	1	19	1	0.0101747553164389	0.0	0.0070526029604769	327
ZNF780B	15	0	1	14	1	0.0101472920476745	0.0	0.0070335668731639	328
ADAMTS15	20	0	1	19	1	0.0101390694984006	0.0	0.0070278674363177	329
DOK7	20	0	1	19	1	0.0101216929096411	0.0	0.0070158229028113	330
ACTC1	20	0	1	19	1	0.0101046148536513	0.0	0.0070039852964525	331
STX17	20	0	1	19	1	0.0100839715715201	0.0	0.0069896764636458	332
IMPA1	20	0	1	19	1	0.0100612093966514	0.0	0.0069738989263121	333
NAA25	20	0	1	19	1	0.0099476961760108	0.0	0.0068952175574688	334
PLAAT5	20	0	1	19	1	0.009931799766773	0.0	0.0068841990062246	335
PPL	20	0	1	19	1	0.0099284119145751	0.0	0.0068818507260255	336
ST8SIA4	20	0	1	19	1	0.0099123188691445	0.0	0.0068706958769586	337
SAMD4A	20	0	1	19	1	0.0097576834250442	0.0	0.0067635107548659	338
FZD1	20	0	1	19	1	0.0097130212912761	0.0	0.0067325533227667	339
NETO1	20	0	1	19	1	0.0096245548723381	0.0	0.0066712330739056	340
MPHOSPH8	14	0	1	13	1	0.0095946803825503	0.0	0.0066505256555385	341
LACC1	20	0	1	19	1	0.0095246693072304	0.0	0.0066019976760726	342
CCDC198	20	0	1	19	1	0.009489637357216	0.0	0.0065777153786906	343
ZMAT5	20	0	1	19	1	0.0094374171876174	0.0	0.0065415191153649	344
FBXO32	20	0	1	19	1	0.0093810251565348	0.0	0.006502431138014	345
TXK	20	0	1	19	1	0.0093783593898994	0.0	0.0065005833693866	346
LGALS7B	20	0	1	19	1	0.0093743755480051	0.0	0.0064978219806098	347
HAUS8	20	0	1	19	1	0.00937146258883	0.0	0.0064958028711705	348
AGMO	20	0	1	19	1	0.0092691203708284	0.0	0.0064248646513105	349
SLC19A3	20	0	1	19	1	0.0092652743672424	0.0	0.0064221988047684	350
