enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.005079023540019989	0.005079023540019989	0.0
0	0	0.005560926161706448	0.005560926161706448	0.0
0	1	0.00443648686632514	0.00443648686632514	0.0
1	all_test	0.005079023540019989	0.19760526716709137	0.19252624362707138
1	0	0.005560926161706448	0.27361127734184265	0.2680503511801362
1	1	0.00443648686632514	0.09626390784978867	0.09182742098346353
2	all_test	0.005079023540019989	0.005079023540019989	0.0
2	0	0.005560926161706448	0.005560926161706448	0.0
2	1	0.00443648686632514	0.00443648686632514	0.0
3	all_test	0.005079023540019989	0.005079023540019989	0.0
3	0	0.005560926161706448	0.005560926161706448	0.0
3	1	0.00443648686632514	0.00443648686632514	0.0
