model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.00507902377267423	0.9320807009505666	0.967082761790049		
spatial_mean	0.07496859859039189	-0.002518376537701039	0.0		
best_single	0.005022564712440359	0.9328357003299168	0.9670827637564368	1.0	
global_elastic_net	0.005079024729212067	0.9320806881592543	0.967082763756437		[0.0, 1.2377895128196086, 0.0, 0.0]
