model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.19532650739642243	-0.9977010232212609	-0.5979497055932107		
spatial_mean	0.20255758048721295	-1.0716567924868334	0.0		
best_single	0.19137900229387825	-0.9573279315828647	-0.6125964042507371	3.0	
global_elastic_net	0.19532650226268478	-0.997700970715981	-0.5979496458098588		[0.0, 0.0, 0.1482969414995739, 0.6398700681575357]
