enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.034626416862010956	0.23318423330783844	0.19855781644582748
0	0	0.034626416862010956	0.23318423330783844	0.19855781644582748
0	1	0.0	0.0	0.0
1	all_test	0.034626416862010956	0.05219727009534836	0.017570853233337402
1	0	0.034626416862010956	0.05219727009534836	0.017570853233337402
1	1	0.0	0.0	0.0
2	all_test	0.034626416862010956	0.13319173455238342	0.09856531769037247
2	0	0.034626416862010956	0.13319173455238342	0.09856531769037247
2	1	0.0	0.0	0.0
3	all_test	0.034626416862010956	0.034626416862010956	0.0
3	0	0.034626416862010956	0.034626416862010956	0.0
3	1	0.0	0.0	0.0
