enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.012050951831042767	0.020456412807106972	0.008405460976064205
0	0	0.012050951831042767	0.020456412807106972	0.008405460976064205
0	1	0.0	0.0	0.0
1	all_test	0.012050951831042767	0.04196004569530487	0.029909093864262104
1	0	0.012050951831042767	0.04196004569530487	0.029909093864262104
1	1	0.0	0.0	0.0
2	all_test	0.012050951831042767	0.006626660004258156	-0.005424291826784611
2	0	0.012050951831042767	0.006626660004258156	-0.005424291826784611
2	1	0.0	0.0	0.0
3	all_test	0.012050951831042767	0.006110270973294973	-0.005940680857747793
3	0	0.012050951831042767	0.006110270973294973	-0.005940680857747793
3	1	0.0	0.0	0.0
