model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.0032625719432043364	0.8606048842464518	0.9657676684976452		
spatial_mean	0.025451952407369235	-0.08744815861270694	0.0		
best_single	0.022348474348146092	0.04514958661252766	0.9728762544028127	0.0	
global_elastic_net	0.003262575226903127	0.8606047439486801	0.9657676706731321		[0.8529639321475572, 0.8367891036308927, 0.0, 0.012289439663926602]
