validation_fold	candidate_strength	base_mse	calibrated_mse	relative_gain	improved
1	0.0	0.005777948535978794	0.005777948535978794	0.0	False
2	0.0	0.012759583070874214	0.012759583070874214	0.0	False
3	0.0	0.004172522109001875	0.004172522109001875	0.0	False
4	0.0	0.004663288127630949	0.004663288127630949	0.0	False
