model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.004723565879044282	0.937540975925653	0.9787246467994744		
spatial_mean	0.0769807789609468	-0.017905635171661993	7.007305893237186e-16		
best_single	0.004628605179541093	0.938796627433066	0.9787246467994744	1.0	
global_elastic_net	0.004723565879044282	0.937540975925653	0.9787246467994744		[0.0, 1.2345754991376767, 0.0, 0.0]
