validation_fold	global_mse	spatial_mse	relative_gain	improved
0	0.0020770601840182385	0.002265400875749196	-0.09067656930700849	False
1	0.011037356998083338	0.015467947083618655	-0.4014176660503686	False
3	0.007559418952471858	0.007889725533455919	-0.043694704984706935	False
4	0.003328764497997591	0.0032358623128018195	0.027908908921510277	True
