gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
sox2	20	8	1	11	1	0.008891577429234054	0.0	0.006163171825804031
tfap2a	20	6	5	9	2	0.07793854757466218	0.7219280948873623	0.24046231761043713
mycn	20	10	2	8	2	0.013751632967958108	1.0	0.030215425935704577
fn1b	20	4	1	15	1	0.00506518097575209	0.0	0.0035109159123684337
krt99	20	11	1	8	1	0.005436958890159974	0.0	0.0037686127255347154
