gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
krt8	20	20	0	0	0	0.0	0.0	0.0
hoxc3a	20	13	0	7	0	0.0	0.0	0.0
krt18a.1	20	16	0	4	0	0.0	0.0	0.0
krt4	20	16	1	3	1	0.005729285245645415	0.0	0.003971237914642813
cdx4	20	10	1	9	1	0.02563826938352616	0.0	0.017771094137627525
