gene	enhancer	enhancer_index	global_concordance	max_regional_concordance	best_domain	local_advantage	regional_specificity	regional_evidence_score	predicted_class	screen_only	initial_spearman_rho	link_pvalue
sox2	22-37309139-37309639	0	0.5144471534852185	0.6203369437523011	4	0.10588979026708256	0.24334363289525018	0.015984598109004673	core_concordant	True	0.5540605544378954	0.0
sox2	22-37396887-37397387	1	0.5335481286661526	0.6226171592898138	5	0.08906903062366112	0.16889636425679427	0.009366301039745397	core_concordant	True	0.5527228299240762	0.0
sox2	22-37329687-37330187	2	0.5095860558440876	0.6876017409175845	4	0.17801568507349697	0.358655554339567	0.043900836802773555	core_concordant	True	0.5156046749349161	0.0
sox2	22-37284383-37284883	3	0.489118171317448	0.650300156040767	4	0.16118198472331896	0.36084796137314196	0.037822881621218336	core_concordant	True	0.49654038138	0.0
sox2	22-37344739-37345239	4	0.39247410823593004	0.44060788972553944	5	0.048133781489609395	0.14074029896735513	0.0029848376963434084	core_concordant	True	0.447497050427133	0.0
sox2	22-37403139-37403639	5	0.3398303773893578	0.399459017083749	4	0.059628639694391194	0.11872514637504955	0.0028279377456217492	unsupported	True	0.3977484117676214	0.0
sox2	22-37412456-37412956	6	0.3981469354649348	0.46221641951608056	5	0.06406948405114576	0.1044082636487606	0.0030919429283431	core_concordant	True	0.3905603515015109	0.0
sox2	22-37353502-37354002	7	0.4049336906552111	0.47908579678392177	5	0.07415210612871065	0.1330335843397707	0.004726047463855327	core_concordant	True	0.3741820558617365	0.0
sox2	22-37403846-37404346	8	0.28748998890640187	0.4243627634314493	2	0.13687277452504742	0.15308212246471326	0.008891577429234054	regional_candidate	True	0.3676356154794264	0.0
sox2	22-37364547-37365047	9	0.41485030882105384	0.45418186592639587	4	0.03933155710534203	0.07489494038634542	0.0013378992483732948	core_concordant	True	0.3512930386803675	0.0
sox2	22-37300704-37301204	10	0.3217124358086287	0.30788988030158265	2	-0.01382255550704603	0.1204876344944586	0.0	unsupported	True	0.3447370268188159	0.0
sox2	22-37322492-37322992	11	0.34192658394375713	0.3896321239644217	5	0.04770554002066457	0.0857641680649654	0.0015941509837061915	unsupported	True	0.3396478427428443	0.0
sox2	22-37297728-37298228	12	0.27177063726633993	0.3623095114514795	2	0.09053887418513956	0.06091100460226789	0.0019980694871657785	unsupported	True	0.3357780429799891	0.0
sox2	22-37377279-37377779	13	0.25302901755692836	0.2959545054240717	4	0.04292548786714334	0.06664445057284082	0.0008466505357193265	unsupported	True	0.2917366759448411	0.0
sox2	22-37339598-37340098	14	0.2281462229039765	0.2975168984477399	4	0.06937067554376339	0.08946242793649012	0.0018464104188012317	unsupported	True	0.2640939675691984	0.0
sox2	22-37360601-37361101	15	0.15210979603399105	0.22479995104191142	4	0.07269015500792037	0.11149973846020576	0.0018219886027469165	unsupported	True	0.2464664773463042	1.62640329302929e-308
sox2	22-37341704-37342204	16	0.21869889359258204	0.2655283151359252	5	0.04682942154334313	0.17152578106095026	0.002132843739871382	unsupported	True	0.2451150914875408	4.611972778815726e-305
sox2	22-37320590-37321090	17	0.1747783383785239	0.20335471604955252	5	0.028576377671028608	0.12737250130849614	0.0007401795858997025	unsupported	True	0.2338992497725972	3.1509393316091304e-277
sox2	22-37312351-37312851	18	0.22985475567461036	0.2832424360361198	4	0.053387680361509454	0.03164891257561825	0.00047858398899508107	unsupported	True	0.229507785287708	1.0022773001169251e-266
sox2	22-37305025-37305525	19	0.2249605728961788	0.29721967057685716	4	0.07225909768067837	0.12470988125170926	0.0026783723214571756	unsupported	True	0.223378152714639	1.95845633353338e-252
tfap2a	24-8671830-8672330	0	0.41993513309277797	0.6881209134314314	1	0.2681857803386535	0.33023666543104535	0.06094327580795068	core_concordant	True	0.4944599802589723	0.0
tfap2a	24-8711451-8711951	1	0.42371627638014114	0.5037459866170563	1	0.08002971023691513	0.06443434614850552	0.0025976478128188554	core_concordant	True	0.4618780001412104	0.0
tfap2a	24-8664122-8664622	2	0.42842703326565496	0.5753624021667003	1	0.14693536890104536	0.19989243319106037	0.01689912354789826	core_concordant	True	0.454643677491666	0.0
tfap2a	24-8676361-8676861	3	0.45558447941625163	0.5250206448420892	1	0.06943616542583758	0.10417436769355559	0.003797720363676011	core_concordant	True	0.4542826562456104	0.0
tfap2a	24-8729467-8729967	4	0.43872303623513553	0.5309788668639603	1	0.09225583062882481	0.1617083816436835	0.007921430031646219	core_concordant	True	0.448933959718447	0.0
tfap2a	24-8693214-8693714	5	0.2982062850213041	0.497186399261016	1	0.1989801142397119	0.2873969445758409	0.02843223908107863	regional_candidate	True	0.3767115760714908	0.0
tfap2a	24-8681538-8682038	6	0.220661893538706	0.33320699079496713	1	0.11254509725626113	0.15038489777626976	0.005639555957426254	regional_candidate	True	0.3708065487297052	0.0
tfap2a	24-8635874-8636374	7	0.366587295852788	0.45852728358467015	1	0.09193998773188217	0.171002530342508	0.0072089524451348	core_concordant	True	0.3535033999559546	0.0
tfap2a	24-8655595-8656095	8	0.2182960852922582	0.31738017765118026	2	0.09908409235892207	0.14901493453729053	0.004686121349732125	unsupported	True	0.3472806462856683	0.0
tfap2a	24-8659540-8660040	9	0.15976082763233515	0.22586183043348354	1	0.06610100280114839	0.09253158943562775	0.0013814682680607713	unsupported	True	0.3470720105976638	0.0
tfap2a	24-8716398-8716898	10	0.33255954017337014	0.4292715387205282	2	0.09671199854715806	0.15069400075319722	0.0062561681972807	regional_candidate	True	0.3384474249536265	0.0
tfap2a	24-8691106-8691606	11	0.31764036559730463	0.37521973274436954	0	0.05757936714706491	0.08914946262385248	0.0019260665402205542	unsupported	True	0.336027458126691	0.0
tfap2a	24-8694018-8694518	12	0.25353735608185496	0.3881228549561262	1	0.13458549887427124	0.21624246365486074	0.01129557820138593	regional_candidate	True	0.3315405027457945	0.0
