enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.034721191972494125	0.0434223935008049	0.008701201528310776
0	0	0.030412087216973305	0.04822315648198128	0.017811069265007973
0	1	0.04046666622161865	0.03702137619256973	-0.0034452900290489197
1	all_test	0.034721191972494125	0.03625975921750069	0.0015385672450065613
1	0	0.030412087216973305	0.03088071383535862	0.00046862661838531494
1	1	0.04046666622161865	0.04343182221055031	0.002965155988931656
2	all_test	0.034721191972494125	0.023296287283301353	-0.011424904689192772
2	0	0.030412087216973305	0.026618093252182007	-0.003793993964791298
2	1	0.04046666622161865	0.018867211416363716	-0.021599454805254936
3	all_test	0.034721191972494125	0.022460950538516045	-0.01226024143397808
3	0	0.030412087216973305	0.02642778493463993	-0.003984302282333374
3	1	0.04046666622161865	0.017171835526823997	-0.023294830694794655
