model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.008208918902265947	0.8865949819961789	0.9445263859780684		
spatial_mean	0.07254611602004662	-0.002214017620483233	0.0		
best_single	0.008412285027173299	0.883785508625682	0.9445263839635751	1.0	
global_elastic_net	0.00820891891836694	0.8865949817737461	0.944526383963575		[0.0, 1.2857889848821809, 0.0, 0.0]
