enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.004704260267317295	0.004704260267317295	0.0
0	0	0.0	0.0	0.0
0	1	0.004704260267317295	0.004704260267317295	0.0
1	all_test	0.004704260267317295	0.027942799031734467	0.02323853876441717
1	0	0.0	0.0	0.0
1	1	0.004704260267317295	0.027942799031734467	0.02323853876441717
2	all_test	0.004704260267317295	0.004704260267317295	0.0
2	0	0.0	0.0	0.0
2	1	0.004704260267317295	0.004704260267317295	0.0
3	all_test	0.004704260267317295	0.004704260267317295	0.0
3	0	0.0	0.0	0.0
3	1	0.004704260267317295	0.004704260267317295	0.0
