enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.008613523095846176	0.009268371388316154	0.0006548482924699783
0	0	0.0	0.0	0.0
0	1	0.008613523095846176	0.009268371388316154	0.0006548482924699783
1	all_test	0.008613523095846176	0.17503981292247772	0.16642628982663155
1	0	0.0	0.0	0.0
1	1	0.008613523095846176	0.17503981292247772	0.16642628982663155
2	all_test	0.008613523095846176	0.02874048799276352	0.020126964896917343
2	0	0.0	0.0	0.0
2	1	0.008613523095846176	0.02874048799276352	0.020126964896917343
3	all_test	0.008613523095846176	0.008616927079856396	3.403984010219574e-06
3	0	0.0	0.0	0.0
3	1	0.008613523095846176	0.008616927079856396	3.403984010219574e-06
