epoch	train_loss	validation_loss	train_reconstruction	train_safety	train_attribution	validation_reconstruction	validation_safety	validation_attribution
0	1.3601914644241333	1.2308900356292725	0.2672875225543976	0.5239340662956238	1.0397206544876099	0.1598537117242813	0.3055952489376068	1.039721965789795
1	1.3177988529205322	1.2003636360168457	0.2318807989358902	0.4544380307197571	1.039721965789795	0.13429948687553406	0.25621581077575684	1.039723515510559
2	1.280537724494934	1.1741188764572144	0.2007640302181244	0.3933347165584564	1.039723515510559	0.11233337968587875	0.21374955773353577	1.0397253036499023
3	1.247902750968933	1.1516273021697998	0.1735168844461441	0.3397774398326874	1.0397251844406128	0.09351258724927902	0.1773439198732376	1.0397272109985352
4	1.2193424701690674	1.1324368715286255	0.14967793226242065	0.2928650379180908	1.0397270917892456	0.07745803147554398	0.14626899361610413	1.039729356765747
5	1.1943835020065308	1.1161631345748901	0.12885098159313202	0.25182658433914185	1.039729356765747	0.06384725123643875	0.1199040561914444	1.0397318601608276
6	1.1726253032684326	1.1024689674377441	0.11070086807012558	0.2160104215145111	1.039731740951538	0.05239744484424591	0.09770459681749344	1.039734959602356
7	1.1537179946899414	1.0910524129867554	0.09493415802717209	0.18484607338905334	1.039734959602356	0.042855311185121536	0.07918302714824677	1.0397387742996216
8	1.1373467445373535	1.0816409587860107	0.08128752559423447	0.15782161056995392	1.0397387742996216	0.03499237447977066	0.0638994574546814	1.0397433042526245
9	1.1232259273529053	1.0739904642105103	0.0695219337940216	0.1344720423221588	1.039743185043335	0.028603695333003998	0.05145924165844917	1.039749026298523
10	1.111098289489746	1.0678833723068237	0.05942150950431824	0.11437733471393585	1.0397489070892334	0.023506859317421913	0.04151109978556633	1.039755940437317
11	1.1007328033447266	1.063128113746643	0.05079289898276329	0.09716105461120605	1.039755940437317	0.019540704786777496	0.03374462202191353	1.0397647619247437
12	1.0919244289398193	1.0595711469650269	0.04346418380737305	0.08248843252658844	1.0397647619247437	0.01657627522945404	0.02791203185915947	1.0397756099700928
13	1.0845266580581665	1.057066559791565	0.03731222823262215	0.07012151926755905	1.0397756099700928	0.014490565285086632	0.023777252063155174	1.039789080619812
14	1.078407883644104	1.0554620027542114	0.032226260751485825	0.05984724313020706	1.039789080619812	0.013155543245375156	0.021094271913170815	1.03980553150177
15	1.0734223127365112	1.0546092987060547	0.028083743527531624	0.05142877250909805	1.0398054122924805	0.012446749955415726	0.019623715430498123	1.0398250818252563
16	1.0694221258163452	1.0543711185455322	0.024760600179433823	0.04462561011314392	1.0398250818252563	0.012248611077666283	0.019143175333738327	1.0398483276367188
17	1.0662657022476196	1.0546237230300903	0.022138072177767754	0.03920704871416092	1.0398482084274292	0.012457138858735561	0.019452406093478203	1.0398755073547363
18	1.063822865486145	1.0552579164505005	0.0201067216694355	0.03496015816926956	1.0398753881454468	0.012980753555893898	0.02037498727440834	1.039906620979309
19	1.0619759559631348	1.0561782121658325	0.018568243831396103	0.03169340640306473	1.0399065017700195	0.013739957474172115	0.0217577014118433	1.0399413108825684
20	1.0606211423873901	1.0573028326034546	0.017435919493436813	0.029237648472189903	1.0399413108825684	0.014666368253529072	0.023468727245926857	1.0399792194366455
