enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.0016659904504194856	0.0016659904504194856	0.0
0	0	0.0016659904504194856	0.0016659904504194856	0.0
0	1	0.0	0.0	0.0
1	all_test	0.0016659904504194856	0.14679796993732452	0.14513197948690504
1	0	0.0016659904504194856	0.14679796993732452	0.14513197948690504
1	1	0.0	0.0	0.0
2	all_test	0.0016659904504194856	0.0016659904504194856	0.0
2	0	0.0016659904504194856	0.0016659904504194856	0.0
2	1	0.0	0.0	0.0
3	all_test	0.0016659904504194856	0.0016659904504194856	0.0
3	0	0.0016659904504194856	0.0016659904504194856	0.0
3	1	0.0	0.0	0.0
