enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.029752114787697792	0.045686379075050354	0.015934264287352562
0	0	0.0	0.0	0.0
0	1	0.029752114787697792	0.045686379075050354	0.015934264287352562
1	all_test	0.029752114787697792	0.23651978373527527	0.20676766894757748
1	0	0.0	0.0	0.0
1	1	0.029752114787697792	0.23651978373527527	0.20676766894757748
2	all_test	0.029752114787697792	0.24144893884658813	0.21169682405889034
2	0	0.0	0.0	0.0
2	1	0.029752114787697792	0.24144893884658813	0.21169682405889034
3	all_test	0.029752114787697792	0.029752114787697792	0.0
3	0	0.0	0.0	0.0
3	1	0.029752114787697792	0.029752114787697792	0.0
