gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score	screen_rank
tcf7l1b	20	0	5	15	2	0.0934503958743578	0.7219280948873623	0.2883207279688431	26
efnb2b	20	2	7	11	3	0.0798540316721759	0.7219280948873623	0.2859292436638962	27
emx2	20	2	6	12	1	0.1464044947459479	0.0	0.2848899921934554	28
gli1	20	0	5	15	2	0.0778191783506333	0.9709505944546688	0.274816046377628	29
sp8b	20	2	7	11	2	0.0670124754151495	0.9709505944546688	0.2746490585577607	30
akap12b	20	0	6	14	2	0.07980079081794	0.7219280948873623	0.2673898947990238	31
bhlha15	20	4	5	11	2	0.0861831173469888	0.7219280948873623	0.2658991318294276	32
dlx3b	20	5	8	7	3	0.0678271347913271	0.7219280948873623	0.2566214365990603	33
rxraa	20	0	6	14	3	0.0687106894388211	0.8649735207179272	0.2493559636771016	34
tfap2a	20	6	5	9	2	0.0779385475746621	0.7219280948873623	0.2404623176104371	35
irx1b	20	2	6	12	3	0.0641496605085241	0.8649735207179272	0.23280366630442	36
gli2a	20	3	6	11	4	0.0640017417494019	0.8649735207179272	0.2322668586398764	37
cnn3a	20	1	4	15	3	0.0733527042097449	0.946394630357186	0.2297847773475363	38
pitx2	20	3	7	10	1	0.1078514428499597	0.0	0.2242707705923149	39
shha	20	1	5	14	2	0.0715101352301687	0.7219280948873623	0.2206288593408737	40
lamc1	20	0	5	15	2	0.07144339369447	0.7219280948873623	0.2204229429509178	41
btg2	20	0	2	18	1	0.1938760227231142	0.0	0.212994581041711	42
fzd8a	20	2	8	10	2	0.0942183782542837	0.0	0.2070189363370725	43
creb3l2	20	0	5	15	2	0.0583543658684453	0.9709505944546688	0.2060766568953274	44
fn1a	20	1	4	15	3	0.0654321870381799	0.946394630357186	0.2049729548748262	45
zic2a	20	6	6	8	3	0.0527559177557514	0.9602297178607612	0.2012338029754451	46
ndr2	20	0	5	15	2	0.0565400349638892	0.9709505944546688	0.1996694028407515	47
itga6a	20	0	5	15	3	0.0564930209563982	0.9602297178607612	0.1984181867576288	48
pax2a	20	0	5	15	3	0.0583096934963733	0.8649735207179272	0.1948467368268774	49
osr1	20	0	6	14	2	0.0569223507312159	0.7219280948873623	0.1907307085271546	50
lft1	20	1	4	15	2	0.0589144726493916	1.0	0.1896383717459856	51
aldob	20	0	6	14	1	0.0956904947339811	0.0	0.1862051048709779	52
unc5b	20	1	4	15	1	0.1151848044376251	0.0	0.1853827911982214	53
csrp1a	20	2	3	15	2	0.0678672535921637	0.9182958340544894	0.1804809279088488	54
foxc1a	20	5	4	11	4	0.0548275056069744	1.0	0.1764829323361157	55
emx3	20	2	4	14	1	0.109341667471338	0.0	0.1759786250371338	56
spon1b	20	1	3	16	2	0.064471999635831	0.9182958340544894	0.171451851998285	57
foxi1	20	0	6	14	2	0.0429743369384613	0.9709505944546688	0.1648191635422977	58
foxa	20	1	5	14	2	0.0462796953747021	0.9709505944546688	0.1634353276403249	59
zic2b	20	3	5	12	3	0.0464008185524518	0.9602297178607612	0.1629717463393061	60
etv5a	20	0	4	16	4	0.0498188169629879	1.0	0.1603605855456956	61
jcada	20	2	4	14	2	0.054824850817199	0.8112781244591328	0.1598220982573785	62
ntd5	20	3	5	12	4	0.0450126007078182	0.9609640474436812	0.158155189080358	63
nop58	20	1	3	16	1	0.1131737442539501	0.0	0.1568921234860756	64
