model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.036611868046587615	0.6678479101192557	0.9691051422868489		
spatial_mean	0.1177099202232896	-0.06789404878523797	5.573352730426982e-17		
best_single	0.17058316391044936	-0.5475734349098922	0.4508596681945833	0.0	
global_elastic_net	0.03717374914287079	0.6627503832692884	0.9687883781851675		[0.7828421129648986, 0.5135097679560892, 0.0, 0.0]
