enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.041408222168684006	0.04638360068202019	0.004975378513336182
0	0	0.03739776462316513	0.07855300605297089	0.041155241429805756
0	1	0.04675550013780594	0.0034910638350993395	-0.0432644363027066
1	all_test	0.041408222168684006	0.027424877509474754	-0.013983344659209251
1	0	0.03739776462316513	0.004626297391951084	-0.032771467231214046
1	1	0.04675550013780594	0.05782298371195793	0.011067483574151993
2	all_test	0.041408222168684006	0.041408222168684006	0.0
2	0	0.03739776462316513	0.03739776462316513	0.0
2	1	0.04675550013780594	0.04675550013780594	0.0
3	all_test	0.041408222168684006	0.018987655639648438	-0.022420566529035568
3	0	0.03739776462316513	0.016166549175977707	-0.021231215447187424
3	1	0.04675550013780594	0.02274913154542446	-0.024006368592381477
