gene	priority_rank	n_core_shown	n_regional_shown	png	pdf
foxa3	1	3	3	results/zebrafish/complexity_gene_enhancer_figures_smoke_v1/rank01_foxa3_core_regional.png	results/zebrafish/complexity_gene_enhancer_figures_smoke_v1/rank01_foxa3_core_regional.pdf
