gene	enhancer	enhancer_index	global_concordance	max_regional_concordance	best_domain	local_advantage	regional_specificity	regional_evidence_score	predicted_class	screen_only	permutation_pvalue	permutation_qvalue	initial_spearman_rho	link_pvalue
foxa3	18-46301064-46301564	0	0.2496348351188506	0.37892816992561085	2	0.12929333480676025	0.11433263311379582	0.00560148574504797	regional_candidate	True	0.005	0.01	0.2900921076090748	0.0
foxa3	18-46297910-46298410	1	0.24328966061326762	0.3567735777233266	3	0.11348391711005895	0.09840936766016573	0.003984404689563146	unsupported	True	0.005	0.01	0.2473776082001058	7.4351962442655e-311
foxa3	18-46306811-46307311	2	0.4637752181195582	0.7473285697377922	0	0.283553351618234	0.4388373815967639	0.09299294152869264	core_concordant	True	0.005	0.01	0.2440826601771977	1.937504216811756e-302
foxa3	18-46310875-46311375	3	0.4698809047574989	0.5462906496681698	0	0.07640974491067087	0.16911991247934555	0.0070593914110324155	core_concordant	True	0.005	0.01	0.2270757840113216	5.276038208413962e-261
foxa3	18-46334994-46335494	4	0.2735339413435655	0.5002004154307605	1	0.22666647408719504	0.27453991183454685	0.03112696855647364	regional_candidate	True	0.005	0.01	0.2252918434464981	7.519147034788386e-257
foxa3	18-46340181-46340681	5	0.13249572963560477	0.22924474990577032	3	0.09674902027016555	0.06878522390553538	0.0015256015789082414	unsupported	True	0.05	0.07142857142857142	0.2062187202416206	1.1038579112524256e-214
foxa3	18-46306100-46306600	6	0.05479020159157037	0.10326652575746155	4	0.04847632416589118	0.05665797289023723	0.00028362876854124666	unsupported	True	0.315	0.37058823529411766	0.1846459564993109	7.55324342052175e-172
foxa3	18-46346770-46347270	7	0.09578096632790532	0.23590490407613146	3	0.14012393774822612	0.07615271623215353	0.0025172984072660237	unsupported	True	0.085	0.10625000000000001	0.1821434381494984	3.305541315023097e-167
foxa3	18-46305105-46305605	8	0.44351390607986485	0.7046893137402713	0	0.2611754076604065	0.2890491538939822	0.05319877958255001	core_concordant	True	0.005	0.01	0.1821086590152245	3.8306041529043755e-167
foxa3	18-46411799-46412299	9	0.4604463215403177	0.718418565033301	0	0.2579722434929833	0.5430473567056097	0.10064407931612117	core_concordant	True	0.005	0.01	0.17347654777959	1.1811729661478231e-151
foxa3	18-46334473-46334973	10	0.024199598063178094	0.1257732211549895	3	0.10157362309181142	0.07824893694326243	0.0009996490869632483	unsupported	True	0.335	0.37222222222222223	0.1550537320732521	3.0087515266298067e-121
foxa3	18-46330081-46330581	11	0.3026224021803753	0.5663245247442326	1	0.2637021225638573	0.3518842671016189	0.05255074102635375	regional_candidate	True	0.005	0.01	0.1484909622006141	2.80373818230931e-111
foxa3	18-46320432-46320932	12	0.15117305331777964	0.311745875846359	1	0.16057282252857935	0.2183830664571919	0.010931801021020735	regional_candidate	True	0.075	0.1	0.1279308136898678	6.158491125895576e-83
foxa3	18-46276088-46276588	13	0.36715044122438834	0.6786207475617255	0	0.3114703063373372	0.5767822095929301	0.12191457799442358	core_concordant	True	0.005	0.01	0.1245081263835134	1.2185183442139484e-78
foxa3	18-46328891-46329391	14	0.18587536993158368	0.3251753941845373	1	0.1393000242529536	0.1788549428020156	0.008101581665813535	regional_candidate	True	0.02	0.03636363636363637	0.1206584394477688	5.962702777127421e-74
foxa3	18-46280368-46280868	15	0.15890510043065495	0.23694548749031594	5	0.07804038705966099	0.07641990971413506	0.001413104818108438	unsupported	True	0.05	0.07142857142857142	0.1112544025758526	3.967499739408564e-63
foxa3	18-46269672-46270172	16	0.01886827569057084	0.08544139547857388	4	0.06657311978800304	0.0762396504506081	0.0004336587752492085	unsupported	True	0.43	0.4526315789473684	0.1110246605181256	7.107692571642324e-63
foxa3	18-46303710-46304210	17	0.025314680541500004	0.0731815395781723	3	0.0478668590366723	0.05603209722956948	0.0001962787802345597	unsupported	True	0.5	0.5	0.0996628786049846	5.1437432575044034e-51
foxa3	18-46290893-46291393	18	0.16016080681740993	0.4095640966004399	0	0.24940328978302997	0.3239653592126316	0.03309197067461272	regional_candidate	True	0.005	0.01	0.0987170040656185	4.3668557343709455e-50
foxa3	18-46288980-46289480	19	0.09616354073678372	0.2672331635670442	0	0.17106962283026045	0.20035669454504768	0.009159401760921811	regional_candidate	True	0.045	0.07142857142857142	0.092920906478511	1.3705248846406764e-44
xbp1	5-15942209-15942709	0	0.11650741104722717	0.4188302853331142	2	0.30232287428588706	0.33370250725632505	0.042254070764801185	regional_candidate	True	0.005	0.025	0.3728222177225747	0.0
xbp1	5-15961068-15961568	1	0.14925440107795998	0.24416994882469734	0	0.09491554774673736	0.0501888082885418	0.0011631519529042666	unsupported	True	0.06	0.10909090909090909	0.2859291865471227	0.0
xbp1	5-15925937-15926437	2	0.09519371211811319	0.329166555717826	2	0.23397284359971282	0.2171960510526323	0.016727578682594328	regional_candidate	True	0.01	0.03333333333333333	0.2747475763816968	0.0
xbp1	5-15976978-15977478	3	0.07416898144545443	0.28895165981173476	2	0.21478267836628034	0.2117741441143623	0.01314308699412139	regional_candidate	True	0.04	0.09999999999999999	0.2367713650186873	3.232561149154574e-284
xbp1	5-15937393-15937893	4	0.044101783602377695	0.12368147324176704	2	0.07957968963938934	0.0906793940824372	0.0008925149517744529	unsupported	True	0.455	0.45499999999999996	0.2346963106610202	3.702030980550045e-279
xbp1	5-16018203-16018703	5	0.0872735457057225	0.3043112421586229	2	0.21703769645290039	0.21764620419469483	0.014374881243170814	regional_candidate	True	0.045	0.09999999999999999	0.2145029988614979	1.6964513722351963e-232
xbp1	5-15927120-15927620	6	0.08767886365676116	0.23700256871851103	3	0.14932370506174986	0.16331239288766736	0.005779642188298202	regional_candidate	True	0.07	0.11666666666666668	0.1932115903120736	3.0139321528572285e-188
xbp1	5-15938584-15939084	7	0.06774704345485505	0.16039979020596246	2	0.0926527467511074	0.10642016638184229	0.0015815612956934651	unsupported	True	0.31	0.3875	0.1929271697026564	1.087595823966432e-187
xbp1	5-15942910-15943410	8	0.21388840931421596	0.3692478113493781	0	0.15535940203516216	0.13663066241656033	0.0078379708630153	regional_candidate	True	0.01	0.03333333333333333	0.184449540211408	1.757304135862745e-171
xbp1	5-15928698-15929198	9	0.029617287035205206	0.14145104432470085	2	0.11183375728949564	0.12332384973864821	0.0019508601959860193	unsupported	True	0.345	0.39444444444444443	0.1843711145366579	2.4612341360330344e-171
xbp1	5-15959453-15959953	10	0.12295359492475899	0.24265887138509212	0	0.11970527646033313	0.1335757289293616	0.003880047302164552	unsupported	True	0.05	0.1	0.1841635401048803	5.998878988911422e-171
xbp1	5-15958243-15958743	11	0.43182818622623864	0.7097840878092254	0	0.2779559015829868	0.31474280950400463	0.06209519218527621	core_concordant	True	0.005	0.025	0.1770431710826337	5.879946010143805e-158
xbp1	5-15939298-15939798	12	0.08720312469349939	0.12708207079548456	2	0.03987894610198517	0.060826023187167	0.00030826014523390095	unsupported	True	0.355	0.39444444444444443	0.1744838695515803	2.0228030429364778e-153
xbp1	5-15943582-15944082	13	0.29113083595544803	0.47615601751901826	0	0.18502518156357023	0.364919532986425	0.03214972234924353	regional_candidate	True	0.005	0.025	0.1705073598990774	1.6439299779050606e-146
xbp1	5-15913842-15914342	14	0.020976025396022075	0.1734097735911294	3	0.15243374819510733	0.14846226324481687	0.003924377497096247	unsupported	True	0.205	0.2733333333333333	0.1659328186885184	9.056410785316738e-139
xbp1	5-15953252-15953752	15	0.34128649054914145	0.489338128892331	0	0.14805163834318957	0.3575289929050378	0.025902014385880384	regional_candidate	True	0.015	0.04285714285714286	0.16456393445275	1.6992983557035812e-136
xbp1	5-15926469-15926969	16	0.07692926091661476	0.2073665079806538	3	0.13043724706403906	0.1431789003197681	0.00387274820256126	unsupported	True	0.145	0.20714285714285713	0.1552813591292448	1.3320606658758823e-121
xbp1	5-15934648-15935148	17	0.31899082525546246	0.5551798613166923	0	0.23618903606122982	0.2721358607410911	0.03568446685475576	regional_candidate	True	0.005	0.025	0.1475065840067662	8.023152408002182e-110
xbp1	5-15953823-15954323	18	0.12995575152915317	0.236348765869151	0	0.10639301433999782	0.13520386138599594	0.003399817050298049	unsupported	True	0.105	0.16153846153846155	0.1426262546409832	9.488793824737456e-103
xbp1	5-16031093-16031593	19	0.07775875797664357	0.13893886423290902	1	0.06118010625626545	0.1007266549734802	0.0008562062289471028	unsupported	True	0.38	0.39999999999999997	0.1388333869965339	2.0122465040758424e-97
meis1b	13-5523460-5523960	0	0.35210172397941825	0.5045966649195239	2	0.15249494094010568	0.22401769694169416	0.017237812001898504	core_concordant	True	0.015	0.075	0.3895119261568753	0.0
meis1b	13-5603751-5604251	1	0.2668306809708837	0.32253302873783685	4	0.05570234776695315	0.08445174565754301	0.0015172471357151325	unsupported	True	0.08	0.16	0.2442742834948228	6.328189093484171e-303
meis1b	13-5499219-5499719	2	0.23649448358093772	0.3373825714060962	5	0.10088808782515846	0.12924685445384618	0.004399289244709096	unsupported	True	0.1	0.18181818181818182	0.2424406258853162	2.715921543135209e-298
meis1b	13-5498074-5498574	3	0.2292650445389904	0.32179825050304384	5	0.09253320596405343	0.12448376580078607	0.0037067560560511935	unsupported	True	0.045	0.15	0.2402274235118151	9.402873439217806e-293
meis1b	13-5596482-5596982	4	0.25065389021943035	0.3175483022497579	2	0.06689441203032753	0.0933450076502339	0.001982853972143625	unsupported	True	0.075	0.16	0.2228806221995675	2.711018165005645e-251
meis1b	13-5644627-5645127	5	0.21475339643093724	0.3253172199892803	3	0.11056382355834307	0.20861239153738448	0.007503436360123803	regional_candidate	True	0.015	0.075	0.2072272469838018	8.225480004532396e-217
meis1b	13-5522949-5523449	6	0.17462988179931319	0.21022877863899816	1	0.03559889683968498	0.032395830146951826	0.00024244756153770437	unsupported	True	0.205	0.2529411764705882	0.2068493379586745	5.1734680973809044e-216
meis1b	13-5621976-5622476	7	0.19509319795524405	0.4827207245886105	2	0.28762752663336644	0.5212792962136242	0.07237638170218086	regional_candidate	True	0.005	0.075	0.191373684762999	1.1615016715877345e-184
meis1b	13-5574154-5574654	8	0.16831745696336164	0.3353872457683838	2	0.16706978880502216	0.17646079888026717	0.009887641410867716	regional_candidate	True	0.135	0.2076923076923077	0.190853602593032	1.1831971293864835e-183
meis1b	13-5496293-5496793	9	0.14977036088044723	0.29751388532796114	2	0.1477435244475139	0.2294734726087464	0.010086678591425034	regional_candidate	True	0.075	0.16	0.1797318319755285	8.470345991758958e-163
meis1b	13-5495280-5495780	10	0.160158238906394	0.21289147813167628	5	0.05273323922528228	0.04213476811201525	0.00047302417275192334	unsupported	True	0.13	0.2076923076923077	0.1734303339402271	1.4226253005612214e-151
meis1b	13-5642339-5642839	11	0.2531925488524211	0.41608212586843113	3	0.16288957701601003	0.16821955831934718	0.011401154831779824	regional_candidate	True	0.01	0.075	0.1725773183178466	4.364977119362786e-150
meis1b	13-5530588-5531088	12	0.11607879652578675	0.280935232655603	2	0.16485643612981626	0.26538953158281886	0.012291245786728057	regional_candidate	True	0.075	0.16	0.1722519376657359	1.6036455915451428e-149
meis1b	13-5628177-5628677	13	0.24187796792022326	0.38036789902013685	3	0.1384899310999136	0.19353293187202417	0.010194758275062445	regional_candidate	True	0.045	0.15	0.1693336997380195	1.6716705665273667e-144
meis1b	13-5524185-5524685	14	0.12350376424375316	0.1946622689604208	2	0.07115850471666764	0.08209227275712294	0.0011371319814745076	unsupported	True	0.215	0.2529411764705882	0.1643159534191056	4.364881164264132e-136
meis1b	13-5478014-5478514	15	0.13486734710470974	0.21726367696041302	1	0.08239632985570328	0.13382340309291435	0.002395670375316564	unsupported	True	0.245	0.2578947368421053	0.1628023995961435	1.3381638577173556e-133
meis1b	13-5590052-5590552	16	0.09048719745529561	0.14039246870982922	5	0.049905271254533604	0.037349504761903934	0.00026168274030602954	unsupported	True	0.24	0.2578947368421053	0.1547152746351483	1.0081817497081912e-120
meis1b	13-5494112-5494612	17	0.10865276604034284	0.23921162742322563	3	0.1305588613828828	0.16420596639850632	0.005128349001083854	regional_candidate	True	0.155	0.22142857142857145	0.1520581882738156	1.2151938909077896e-116
meis1b	13-5619550-5620050	18	0.09979823303744177	0.19521836602047543	2	0.09542013298303366	0.11585794739324101	0.0021581743215693004	unsupported	True	0.17	0.22666666666666668	0.1451108525513384	2.554290360422844e-106
meis1b	13-5536180-5536680	19	0.1162081512540619	0.16258996484856536	5	0.046381813594503454	0.05732573706597001	0.00043230584823413296	unsupported	True	0.365	0.365	0.1429591793939452	3.1810270440893894e-103
pax6b	7-15902021-15902521	0	0.4693572017673795	0.6169779232057901	3	0.14762072143841065	0.29102220513302357	0.02650593172057587	core_concordant	True	0.005	0.011111111111111112	0.3667433882129496	0.0
pax6b	7-15920007-15920507	1	0.42087722144759904	0.5022105301452431	1	0.08133330869764405	0.11474956663765323	0.00468711175681297	core_concordant	True	0.005	0.011111111111111112	0.3637969391022684	0.0
pax6b	7-15925159-15925659	2	0.4614510096737133	0.5866459575301488	3	0.12519494785643553	0.2574191425306767	0.018906177255533858	core_concordant	True	0.005	0.011111111111111112	0.3497834003664892	0.0
pax6b	7-15885872-15886372	3	0.3784046848329289	0.4891283690084879	3	0.110723684175559	0.17250519930281621	0.009342552980702983	core_concordant	True	0.005	0.011111111111111112	0.3351646673988431	0.0
pax6b	7-15800321-15800821	4	0.3182096755146933	0.372027721129288	3	0.05381804561459469	0.1163278713186317	0.00232909393997573	unsupported	True	0.01	0.018181818181818184	0.3100401631656223	0.0
pax6b	7-15956748-15957248	5	0.2359721244481408	0.41506494035628344	1	0.17909281590814263	0.1278437760607407	0.009503286136208579	regional_candidate	True	0.005	0.011111111111111112	0.2817141610369708	0.0
pax6b	7-15797190-15797690	6	0.41268755125734363	0.5265596053460363	3	0.11387205408869266	0.20220255239963275	0.01212415074763469	core_concordant	True	0.005	0.011111111111111112	0.2784334850250667	0.0
pax6b	7-15962139-15962639	7	0.32029705900379885	0.4108762047934599	3	0.09057914578966103	0.1758402651006525	0.006544214731063375	regional_candidate	True	0.025	0.03571428571428571	0.2748861108470937	0.0
pax6b	7-15967024-15967524	8	0.36597907170712696	0.49084808361950816	3	0.1248690119123812	0.2208429788569624	0.013535844964164958	core_concordant	True	0.005	0.011111111111111112	0.2736601739846039	0.0
pax6b	7-15888023-15888523	9	0.21383302779503108	0.5003635663993632	1	0.2865305386043321	0.3632588152695698	0.0520802137115825	regional_candidate	True	0.005	0.011111111111111112	0.2713327374752849	0.0
pax6b	7-15970082-15970582	10	0.22978797326277517	0.2406489396745176	3	0.010860966411742418	0.03603663860645198	9.418824342452269e-05	unsupported	True	0.115	0.12105263157894738	0.2682332756074527	0.0
pax6b	7-15878117-15878617	11	0.21608996462947966	0.41996668093906314	2	0.20387671630958348	0.24384703591492854	0.0208785313967304	regional_candidate	True	0.04	0.047058823529411764	0.2672210145458019	0.0
pax6b	7-15881732-15882232	12	0.3511995070555919	0.5058923784603977	3	0.1546928714048058	0.2828684589064601	0.02213670419915742	core_concordant	True	0.005	0.011111111111111112	0.2579234984796386	0.0
pax6b	7-15876716-15877216	13	0.21770734264231742	0.338485961672996	2	0.12077861903067857	0.09173819137336775	0.0037504285396598707	unsupported	True	0.04	0.047058823529411764	0.2301241404606925	3.4694841544366983e-268
pax6b	7-15846323-15846823	14	0.29267725664139066	0.36538854173856183	4	0.07271128509717117	0.1426578085634028	0.003790114173682054	unsupported	True	0.025	0.03571428571428571	0.2275293089001873	4.576206789908748e-262
pax6b	7-15931725-15932225	15	0.14035169436425965	0.21272311023635795	2	0.0723714158720983	0.08082702461282801	0.0012443379181414933	unsupported	True	0.19	0.19	0.2205376833811012	5.883010545821199e-246
pax6b	7-15948601-15949101	16	0.30126553588725474	0.3492923274449541	3	0.048026791557699344	0.07749592031543678	0.001300024271426121	unsupported	True	0.025	0.03571428571428571	0.2188473834848233	3.810987987289591e-242
pax6b	7-15920701-15921201	17	0.19432516519495968	0.3266010123478157	1	0.132275847152856	0.1841215531715739	0.007954313578725829	regional_candidate	True	0.01	0.018181818181818184	0.2020703892216437	4.7474004018505955e-206
pax6b	7-15949127-15949627	18	0.15577877931957657	0.2557378346267742	1	0.09995905530719762	0.13230737566155754	0.0033822147709861943	unsupported	True	0.075	0.08333333333333333	0.1982937857141029	2.3509923592657322e-198
pax6b	7-15916640-15917140	19	0.23122410400412485	0.3209748218450322	3	0.08975071784090732	0.16914960819268046	0.004872814664161478	unsupported	True	0.035	0.04666666666666667	0.1975433519686979	7.613409109455237e-197
pcdh10b	14-42974880-42975380	0	0.2994649331727374	0.3487011744532724	4	0.049236241280535	0.052359234953599176	0.0008989418381083632	unsupported	True	0.025	0.05454545454545454	0.3499406108119082	0.0
pcdh10b	14-42969288-42969788	1	0.48885375223442257	0.6542672738145814	2	0.16541352158015882	0.49048630072286215	0.05308271009737915	core_concordant	True	0.005	0.025	0.3210293400071525	0.0
pcdh10b	14-42969977-42970477	2	0.3516354678924645	0.43252860061509296	1	0.08089313272262844	0.2682237713420321	0.009384772501420767	core_concordant	True	0.01	0.03333333333333333	0.3120688127153765	0.0
pcdh10b	14-42995102-42995602	3	0.24404396026962158	0.3589871220227063	2	0.1149431617530847	0.17510424350095283	0.007225346507488307	regional_candidate	True	0.03	0.05454545454545454	0.2882787843897579	0.0
pcdh10b	14-42974267-42974767	4	0.1945509920409994	0.30569718170647403	4	0.11114618966547463	0.13015331401944003	0.004422229164193558	unsupported	True	0.03	0.05454545454545454	0.2587239319160488	0.0
pcdh10b	14-42976958-42977458	5	0.09024322801339368	0.13500752266651372	1	0.04476429465312004	0.07227244557630796	0.00043677971914486436	unsupported	True	0.21	0.2866666666666667	0.2372646663947562	1.9933416156769884e-285
pcdh10b	14-42954914-42955414	6	0.24879147495699563	0.4590646658247252	0	0.21027319086772958	0.2381515318568132	0.022988527336635974	regional_candidate	True	0.005	0.025	0.2344977600761919	1.121744877186846e-278
pcdh10b	14-43003937-43004437	7	0.13967596813891525	0.1969206785125788	2	0.05724471037366355	0.10549916407591411	0.0011892569673539655	unsupported	True	0.055	0.09166666666666667	0.2298196168944826	1.8302483157925769e-267
pcdh10b	14-42923070-42923570	8	0.19907411434860267	0.49897174820101314	0	0.2998976338524105	0.3489706091367286	0.05222011781708772	regional_candidate	True	0.005	0.025	0.2282333338899894	1.0176020783279227e-263
pcdh10b	14-42972243-42972743	9	0.1118476718031331	0.13621691667964878	1	0.024369244876515678	0.06473638043478558	0.00021489263488512584	unsupported	True	0.29	0.32	0.1955119357315573	8.690418233774839e-193
pcdh10b	14-42932284-42932784	10	0.13328214899137936	0.3355825827301748	0	0.20230043373879547	0.2565431712127486	0.017416331602609463	regional_candidate	True	0.01	0.03333333333333333	0.190064446077232	3.9536670306639034e-182
pcdh10b	14-42916589-42917089	11	0.18844512120542606	0.4341089782748855	0	0.24566385706945942	0.2871921169531573	0.030627570570124274	regional_candidate	True	0.02	0.05454545454545454	0.1755464081146308	2.697866863659757e-155
pcdh10b	14-42916028-42916528	12	0.17430692959204244	0.44635674939218195	0	0.27204981980013954	0.31651365113046154	0.0384346556542077	regional_candidate	True	0.005	0.025	0.1744599357573072	2.228679910895733e-153
pcdh10b	14-42998232-42998732	13	0.12027742751776051	0.1457177202806435	5	0.025440292762882996	0.026198090038902513	9.711897795501997e-05	unsupported	True	0.24	0.3	0.1597741563664822	1.068803912543586e-128
pcdh10b	14-42986553-42987053	14	0.0730463067604935	0.3739014540872132	0	0.3008551473267197	0.35197540565971436	0.03959377570169602	regional_candidate	True	0.03	0.05454545454545454	0.1516313395351293	5.412237664850559e-116
pcdh10b	14-42997698-42998198	15	0.12288244956691467	0.15355708325711356	4	0.03067463369019889	0.03902373299204023	0.00018381377358361612	unsupported	True	0.28	0.32	0.14812837646779	9.6702378518262e-111
pcdh10b	14-42985592-42986092	16	0.08636351602940719	0.13393453948508935	1	0.04757102345568216	0.05181647578621537	0.0003301436554591135	unsupported	True	0.215	0.2866666666666667	0.140816332467359	3.4475142815093893e-100
pcdh10b	14-42993203-42993703	17	0.07586716011207814	0.14497679057094875	0	0.06910963045887061	0.05116230853016894	0.0005126101301213005	unsupported	True	0.215	0.2866666666666667	0.121861480502933	2.1189990993235172e-75
pcdh10b	14-42968680-42969180	18	0.1641033675329716	0.17781082241024646	1	0.013707454877274844	0.08610162126863304	0.00020985839389501068	unsupported	True	0.32	0.32	0.1179095967785905	1.0759476286732636e-70
pcdh10b	14-42961454-42961954	19	0.0692207163581472	0.11081888334825196	0	0.04159816699010477	0.0630236260681129	0.0002905302450795962	unsupported	True	0.31	0.32	0.116162510348876	1.1523283958688482e-68
dbx1a	7-17049240-17049740	0	0.21340025827310583	0.20315624490161713	1	-0.010244013371488697	0.029894046390981366	0.0	unsupported	True	0.035	0.06363636363636364	0.186456178900624	3.011428964981085e-175
dbx1a	7-17052729-17053229	1	0.3576783020193507	0.5644502754409932	3	0.20677197342164255	0.3998200259731479	0.04666399372239727	core_concordant	True	0.005	0.02	0.1799304172602408	3.691737353434131e-163
dbx1a	7-17056668-17057168	2	0.07193717622690422	0.1948436126356133	1	0.12290643640870909	0.09893689341973201	0.002369294627536152	unsupported	True	0.06	0.0923076923076923	0.1758158419490296	8.988027965822649e-156
