gene	enhancer	enhancer_index	global_concordance	max_regional_concordance	best_domain	local_advantage	regional_specificity	regional_evidence_score	predicted_class	screen_only	permutation_pvalue	permutation_qvalue	initial_spearman_rho	link_pvalue
dlx3b	12-5762042-5762542	10	0.28595442383185304	0.5248295383787144	0	0.23887511454686133	0.16284062945896266	0.020415120643826397	regional_candidate	True	0.005	0.01	0.2688880941656151	0.0
dlx3b	12-5629369-5629869	11	0.15342027613321954	0.36443460586177523	2	0.2110143297285557	0.1665184821968112	0.01280542515830176	regional_candidate	True	0.005	0.01	0.2575080905390421	0.0
dlx3b	12-5784912-5785412	12	0.09209231799053505	0.20762167255394268	1	0.11552935456340763	0.1570850563053055	0.003767904652671007	unsupported	True	0.175	0.18421052631578946	0.2545699574528133	0.0
dlx3b	12-5659748-5660248	13	0.08046647645331798	0.19720970927440906	2	0.11674323282109109	0.10327397161646797	0.002377666218309423	unsupported	True	0.125	0.15625	0.2431611396253334	4.152011167440471e-300
dlx3b	12-5677440-5677940	14	0.16705410306640756	0.26511381354287045	0	0.09805971047646289	0.11358385775579058	0.0029528377099421054	unsupported	True	0.05	0.07142857142857142	0.2386332693723627	8.471096032382403e-289
dlx3b	12-5650296-5650796	15	0.18828292967771434	0.36756118271508736	2	0.17927825303737302	0.16933838265766574	0.011158675787072289	regional_candidate	True	0.005	0.01	0.2368216182426282	2.4345283314802982e-284
dlx3b	12-5738629-5739129	16	0.1544677076014216	0.21682150164682987	3	0.06235379404540828	0.06279292733585354	0.0008489379767252561	unsupported	True	0.15	0.17647058823529413	0.2221620123195674	1.192621801013534e-249
dlx3b	12-5676860-5677360	17	0.07522205971582668	0.12503571820093545	1	0.04981365848510877	0.06190674840082194	0.00038558535069126913	unsupported	True	0.345	0.345	0.215880464515863	1.5605213296270375e-235
dlx3b	12-5668472-5668972	18	0.1567561028842521	0.17198676845492245	5	0.015230665570670349	0.0127948588366604	3.351578665902607e-05	unsupported	True	0.165	0.18333333333333335	0.2098661196237927	1.969230377590388e-222
dlx3b	12-5629904-5630404	19	0.07564199157315529	0.23893335870825413	2	0.16329136713509884	0.18927072586093402	0.007384540230563773	regional_candidate	True	0.115	0.15333333333333335	0.2049495445741647	5.064616090020169e-212
bambia	12-23490057-23490557	0	0.4176977900671819	0.494064786661291	3	0.07636699659410912	0.0949269236477372	0.003581615980029292	core_concordant	True	0.01	0.04	0.3953167975904806	0.0
bambia	12-23420694-23421194	1	0.39482583038549973	0.4441233211993145	3	0.04929749081381479	0.07979111650596404	0.0017469598980052426	core_concordant	True	0.015	0.04285714285714286	0.3710512744398402	0.0
bambia	12-23492978-23493478	2	0.392953788898863	0.4584165648261088	1	0.06546277592724581	0.23544400272423371	0.00706549107898508	core_concordant	True	0.01	0.04	0.2813547168402361	0.0
bambia	12-23521964-23522464	3	0.3027470444602194	0.34498258589081315	2	0.04223554143059377	0.1882614471099096	0.0027430683662450594	unsupported	True	0.025	0.0625	0.2501336513192944	0.0
bambia	12-23488465-23488965	4	0.2623618195774831	0.43375927971524	0	0.17139746013775686	0.13811240459936452	0.01026799970869183	regional_candidate	True	0.01	0.04	0.2500142807631014	0.0
bambia	12-23515586-23516086	5	0.23299965070976633	0.2849974468229321	4	0.05199779611316577	0.0628046858027608	0.000930717657563419	unsupported	True	0.14	0.18666666666666668	0.2442396776666974	7.745915443106887e-303
bambia	12-23468964-23469464	6	0.31345827215295863	0.6297056888429837	0	0.3162474166900251	0.40558511861583124	0.08076935509345141	regional_candidate	True	0.005	0.04	0.241639242569232	2.794183104268477e-296
bambia	12-23325388-23325888	7	0.18614850924258988	0.40441523890359876	0	0.21826672966100888	0.1709605001198585	0.01509075029722741	regional_candidate	True	0.01	0.04	0.2148049218058791	3.680022267969889e-233
bambia	12-23447950-23448450	8	0.20523143583625492	0.4086431727176634	5	0.2034117368814085	0.22385200845286954	0.01860720965173167	regional_candidate	True	0.015	0.04285714285714286	0.2143156496808852	4.373822123434658e-232
bambia	12-23513574-23514074	9	0.19857891878602843	0.350804037952669	0	0.15222511916664058	0.18091670494662226	0.009661166698470149	regional_candidate	True	0.04	0.0818181818181818	0.2139262733155403	3.122249546210036e-231
bambia	12-23509240-23509740	10	0.1598322890024525	0.22269747267089815	3	0.06286518366844565	0.09897684588094961	0.0013856676789165132	unsupported	True	0.13	0.18666666666666668	0.2064924758247989	2.9273169304746256e-215
bambia	12-23421256-23421756	11	0.16959580659598725	0.19693180046199754	2	0.027335993866010294	0.02995511957473021	0.00016125818870133313	unsupported	True	0.2	0.23529411764705882	0.1964278375581787	1.3039338564131781e-194
bambia	12-23496321-23496821	12	0.3097561844579405	0.3990054497539372	1	0.0892492652959967	0.2953239831033192	0.010516765599596	regional_candidate	True	0.045	0.0818181818181818	0.194088415383922	5.693782949948352e-190
bambia	12-23452509-23453009	13	0.15187927988190053	0.18846306681277128	2	0.03658378693087075	0.06647826532376742	0.00045834720934788636	unsupported	True	0.29	0.3222222222222222	0.1807171008553483	1.362356280517278e-164
bambia	12-23433633-23434133	14	0.17206316960837584	0.21372903562304177	2	0.04166586601466593	0.07579364237828709	0.0006749579504909118	unsupported	True	0.12	0.18666666666666668	0.1784965727505858	1.4516597692763192e-160
bambia	12-23489494-23489994	15	0.14314880460369334	0.20118147814234183	2	0.058032673538648494	0.13194399481279623	0.0015404592075760307	unsupported	True	0.2	0.23529411764705882	0.1783110811157054	3.132647300922463e-160
bambia	12-23444308-23444808	16	0.1650664219446149	0.2772032930271324	5	0.11213687108251752	0.09684320611191649	0.0030103429710513154	unsupported	True	0.14	0.18666666666666668	0.1768260392830329	1.4354220126367389e-157
bambia	12-23473643-23474143	17	0.1737348357721653	0.3656521462837842	0	0.19191731051161887	0.20777653526900455	0.014580713479252012	regional_candidate	True	0.045	0.0818181818181818	0.1612787419200668	4.0292296523180543e-131
bambia	12-23507617-23508117	18	0.13283177348464262	0.1642977928572974	0	0.03146601937265478	0.02600646663186515	0.00013444816703369852	unsupported	True	0.35	0.365	0.1597083048505945	1.3627970135713398e-128
bambia	12-23506853-23507353	19	0.14608581175762245	0.1581373133456231	2	0.01205150158800064	0.0658752617695284	0.0001255445523397889	unsupported	True	0.365	0.365	0.1592971922858706	6.197912942505445e-128
foxc1a	2-623417-623917	0	0.6970905429744477	0.7140907276138854	1	0.017000184639437643	0.11525717173648076	0.0013991845162549844	core_concordant	True	0.005	0.02	0.632153694958504	0.0
foxc1a	2-621353-621853	1	0.625191737212439	0.7161610878301262	2	0.09096935061768718	0.4694432321081812	0.030583620566435647	core_concordant	True	0.005	0.02	0.5152281801848045	0.0
foxc1a	2-618129-618629	2	0.5293104330234766	0.6157132986996693	4	0.08640286567619271	0.10392613845563792	0.005528807528670881	core_concordant	True	0.005	0.02	0.4691448178689029	0.0
foxc1a	2-637250-637750	3	0.42767037940525066	0.49988139469294723	4	0.07221101528769658	0.11345623041083086	0.0040954230860156815	core_concordant	True	0.005	0.02	0.4086063090712172	0.0
foxc1a	2-628474-628974	4	0.39039271509366347	0.42681369913626016	3	0.036420984042596694	0.06490574865479842	0.0010089582353533769	core_concordant	True	0.005	0.02	0.3933442656777395	0.0
foxc1a	2-605368-605868	5	0.2303170818894134	0.33178937980697254	4	0.10147229791755913	0.16374166297301582	0.005512761106182039	regional_candidate	True	0.05	0.08333333333333333	0.3352822638163094	0.0
foxc1a	2-680379-680879	6	0.3359019725542751	0.3783403897473349	2	0.042438417193059796	0.12146093876545583	0.0019501971533646644	unsupported	True	0.01	0.028571428571428574	0.3161766038694333	0.0
foxc1a	2-620640-621140	7	0.2766827703401114	0.33239209883800774	2	0.05570932849789634	0.29075995781182096	0.0053841011787003875	regional_candidate	True	0.03	0.06666666666666667	0.3142745433613446	0.0
foxc1a	2-630993-631493	8	0.19552706291985913	0.23632840200512975	1	0.040801339085270616	0.169971863077526	0.0016389562844630608	unsupported	True	0.05	0.08333333333333333	0.2712965407900509	0.0
foxc1a	2-623942-624442	9	0.1845177420299783	0.22417200669704387	3	0.039654264667065564	0.05512655534214861	0.0004900406826800105	unsupported	True	0.165	0.19411764705882353	0.2603997096395686	0.0
foxc1a	2-631679-632179	10	0.17223156674325354	0.21483253402722313	3	0.04260096728396959	0.09456402375893971	0.0008654569198814591	unsupported	True	0.09	0.13846153846153844	0.2446061574889367	9.09118085511512e-304
foxc1a	2-641159-641659	11	0.1853917513834312	0.3839246488032864	5	0.19853289741985522	0.2952193342917624	0.02250211153740233	regional_candidate	True	0.02	0.05	0.2364852222207603	1.6222055486931358e-283
foxc1a	2-642009-642509	12	0.12520353414408553	0.1519677741812571	2	0.026764240037171566	0.02727978698735918	0.00011095513179412135	unsupported	True	0.305	0.32105263157894737	0.2155732448653847	7.452494666981894e-235
foxc1a	2-603067-603567	13	0.10305989609361256	0.13117935620230514	2	0.02811946010869258	0.06778950463574913	0.00025005464911141505	unsupported	True	0.43	0.43	0.2139234137316173	3.1675991942215e-231
foxc1a	2-669076-669576	14	0.2202627204686151	0.3025558822157553	4	0.08229316174714021	0.08567163551390505	0.002133076382167768	unsupported	True	0.045	0.08333333333333333	0.2120728895634246	3.421906107664395e-227
foxc1a	2-655963-656463	15	0.21143078516839772	0.18434631968164406	2	-0.027084465486753667	0.11421183321191837	0.0	unsupported	True	0.18	0.19999999999999998	0.2018097843815801	1.6311027334576183e-205
foxc1a	2-675985-676485	16	0.13030209028102072	0.21670334523476478	4	0.08640125495374407	0.1169181000144413	0.0021891091452261517	unsupported	True	0.13	0.17333333333333334	0.1933799430142668	1.4087158849090098e-188
foxc1a	2-695767-696267	17	0.17015570901801602	0.40226175754636195	3	0.23210604852834593	0.22950767360045427	0.02142853178468969	regional_candidate	True	0.01	0.028571428571428574	0.1833176958406987	2.2382437941308054e-169
foxc1a	2-669593-670093	18	0.17436207383537014	0.16672980493786718	1	-0.0076322688975029584	0.023917057477504722	0.0	unsupported	True	0.155	0.19375	0.1777973674669999	2.624927448390726e-159
foxc1a	2-615532-616032	19	0.10107809026508761	0.23648538645561837	3	0.13540729619053077	0.14254747274605922	0.0045646333295152365	unsupported	True	0.1	0.14285714285714285	0.1691347507844595	3.6471557026622364e-144
fzd8a	24-4459776-4460276	0	0.3274465712284942	0.48030269665936326	0	0.15285612543086907	0.333777507251513	0.024505013091275087	regional_candidate	True	0.005	0.03333333333333333	0.2655364647355288	0.0
fzd8a	24-4482516-4483016	1	0.5554967131680983	0.7556494711411894	0	0.20015275797309107	0.5449492125429126	0.08242102114636098	core_concordant	True	0.005	0.03333333333333333	0.2518506227506903	0.0
fzd8a	24-4477900-4478400	2	0.41526429976784635	0.6330589064021611	0	0.21779460663431477	0.36263884315316675	0.04999948886918754	core_concordant	True	0.005	0.03333333333333333	0.2504746461048279	0.0
fzd8a	24-4475480-4475980	3	0.2189417142717752	0.29875935274555615	0	0.07981763847378096	0.2734065947663127	0.006519726387167824	regional_candidate	True	0.11	0.18333333333333335	0.2180090743536201	2.879907475793328e-240
fzd8a	24-4452326-4452826	4	0.3080595046243045	0.35412699609940224	0	0.046067491475097755	0.16820573772360758	0.002744065071036609	unsupported	True	0.075	0.13636363636363635	0.2095625141461231	8.809030881883988e-222
fzd8a	24-4540134-4540634	5	0.2969436727321644	0.362930284958682	5	0.06598661222651764	0.15355900795655944	0.0036775140411568455	unsupported	True	0.035	0.1	0.2088391484708926	3.0972566435419307e-220
fzd8a	24-4472830-4473330	6	0.28843250358194295	0.38071322417580117	0	0.09228072059385822	0.2132560303259458	0.0074922154950126515	regional_candidate	True	0.045	0.11249999999999999	0.2038718342422328	8.925844571911223e-210
fzd8a	24-4525070-4525570	7	0.28072259837516855	0.3447278537152833	0	0.06400525534011475	0.21346374949758945	0.004709948337649133	unsupported	True	0.065	0.13	0.2027715569894384	1.7003475727950674e-207
fzd8a	24-4542736-4543236	8	0.23759765594571533	0.3588955073178491	0	0.12129785137213375	0.21794036482606757	0.009487653238070751	regional_candidate	True	0.06	0.13	0.1972342842505093	3.175517297548877e-196
fzd8a	24-4547157-4547657	9	0.21249547864354085	0.3990238924343276	0	0.18652841379078677	0.2713915058525215	0.020199478102319153	regional_candidate	True	0.025	0.08333333333333333	0.1815548470168791	3.990437827522868e-166
fzd8a	24-4481964-4482464	10	0.2407717383048943	0.4199700259462396	0	0.17919828764134532	0.28080512461075857	0.02113280665797305	regional_candidate	True	0.015	0.06	0.1583972859597704	1.6825446169366e-126
fzd8a	24-4529380-4529880	11	0.22785512760155388	0.37809628740778833	0	0.15024115980623445	0.33259782374710634	0.018893427164645656	regional_candidate	True	0.01	0.05	0.1568544002814744	4.6161009882754605e-124
fzd8a	24-4463046-4463546	12	0.1688831729343128	0.2095160734391245	3	0.04063290050481172	0.1478490807781349	0.0012586755609726114	unsupported	True	0.15	0.2	0.1550943941147311	2.601441910220874e-121
fzd8a	24-4418548-4419048	13	0.1316092643081958	0.21037806384154617	0	0.07876879953335036	0.16608350612232956	0.002752207570087408	unsupported	True	0.28	0.3294117647058824	0.151585915085917	6.343101017968955e-116
fzd8a	24-4479894-4480394	14	0.17373015094054323	0.3213920340445465	1	0.1476618831040033	0.187552589213314	0.008900749425166407	regional_candidate	True	0.13	0.2	0.145552902273155	5.826549403151485e-107
fzd8a	24-4447955-4448455	15	0.151768382151234	0.17094006016402083	1	0.019171678012786825	0.06063189071644223	0.0001987033047572788	unsupported	True	0.35	0.3684210526315789	0.1436135034271912	3.684391140704785e-104
fzd8a	24-4486237-4486737	16	0.10795992238985448	0.16515384629848498	3	0.0571939239086305	0.14012819756225786	0.0013236224406650932	unsupported	True	0.22	0.275	0.1385803241139052	4.5058645967895164e-97
fzd8a	24-4463565-4464065	17	0.1955958415841153	0.27590045645901756	0	0.08030461487490226	0.15794918159273122	0.0034995346874688556	unsupported	True	0.15	0.2	0.1335082193611572	3.4006942939593406e-90
fzd8a	24-4383484-4383984	18	0.07862847821259054	0.12094764651182735	3	0.042319168299236806	0.041096836271098586	0.0002103502032721117	unsupported	True	0.38	0.38	0.1151719315572426	1.5801578599432218e-67
fzd8a	24-4537072-4537572	19	0.09627383367881003	0.12543098188365664	0	0.02915714820484662	0.11037049976052724	0.00040364806543725153	unsupported	True	0.305	0.33888888888888885	0.1088021883526878	1.878229527301285e-60
pitx2	14-36153237-36153737	0	0.24950680805572217	0.3510070066761627	0	0.10150019862044052	0.23688524998906668	0.00843957734119464	regional_candidate	True	0.02	0.04	0.1622158688816631	1.2122340277080839e-132
pitx2	14-36213263-36213763	1	0.5264939027666524	0.676692573933901	0	0.1501986711672486	0.5544388115767829	0.0563522323418914	core_concordant	True	0.005	0.014285714285714287	0.1561373310462611	6.151700848093849e-123
pitx2	14-36141899-36142399	2	0.36051585805453834	0.5407311228247397	0	0.18021526477020133	0.42395562586340585	0.041313628876031454	core_concordant	True	0.005	0.014285714285714287	0.1518601181891559	2.4317120880605045e-116
