enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.015014071948826313	0.251475065946579	0.23646099399775267
0	0	0.015014071948826313	0.251475065946579	0.23646099399775267
0	1	0.0	0.0	0.0
1	all_test	0.015014071948826313	0.020219584926962852	0.0052055129781365395
1	0	0.015014071948826313	0.020219584926962852	0.0052055129781365395
1	1	0.0	0.0	0.0
2	all_test	0.015014071948826313	0.02186049334704876	0.0068464213982224464
2	0	0.015014071948826313	0.02186049334704876	0.0068464213982224464
2	1	0.0	0.0	0.0
3	all_test	0.015014071948826313	0.015103282406926155	8.921045809984207e-05
3	0	0.015014071948826313	0.015103282406926155	8.921045809984207e-05
3	1	0.0	0.0	0.0
