enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.0054546925239264965	0.006096579134464264	0.0006418866105377674
0	0	0.0	0.0	0.0
0	1	0.0054546925239264965	0.006096579134464264	0.0006418866105377674
1	all_test	0.0054546925239264965	0.15416604280471802	0.14871135028079152
1	0	0.0	0.0	0.0
1	1	0.0054546925239264965	0.15416604280471802	0.14871135028079152
2	all_test	0.0054546925239264965	0.0054546925239264965	0.0
2	0	0.0	0.0	0.0
2	1	0.0054546925239264965	0.0054546925239264965	0.0
3	all_test	0.0054546925239264965	0.012316477485001087	0.006861784961074591
3	0	0.0	0.0	0.0
3	1	0.0054546925239264965	0.012316477485001087	0.006861784961074591
