cell	x	y	z	x_standardized	y_standardized	z_standardized	domain
E1_66.0	742.0930569075629	-856.6185966866948	-9.779311006835092	-0.15591632392479912	-0.5811102647035045	-1.5566728542165589	0
E1_67.0	763.0887843465711	-875.4332838102521	-0.7475704982955524	0.03695280731455491	-0.6221033116813469	-1.4409224708378956	0
E1_68.0	750.9884559020634	-875.228752933115	-0.38114096049964236	-0.0742021808411346	-0.6216576840820229	-1.4362263262308796	0
E1_70.0	736.5234038670703	-863.9078705189997	14.903624953929567	-0.20707978784120665	-0.5969919821447637	-1.2403374482482243	0
E1_71.0	724.8147683280238	-864.0994485246242	29.797828371470594	-0.3146366405853767	-0.5974093882984197	-1.0494540017995453	0
E1_72.0	798.9784502399008	-934.1022643922463	46.437910238176265	0.3666393447982099	-0.7499300600798656	-0.8361954550440893	0
E1_73.0	772.5833501991781	-935.0542888544692	-2.3608135376894768	0.12417096504720536	-0.7520043110757855	-1.4615977216509863	0
E1_74.0	783.2910636078908	-960.10320406041	-10.700076839256738	0.22253323368960878	-0.806580363871022	-1.5684733480420856	0
E1_75.0	758.2125619855071	-960.4493858834745	-5.541731037068125	-0.00784072380935348	-0.807334617590075	-1.5023642183966412	0
E1_76.0	771.883363831422	-966.5809453312467	3.2232417441646883	0.11774081095891795	-0.8206939311326981	-1.3900327183084813	0
E1_77.0	767.4703814269068	-974.7283695145306	-15.757141794374617	0.07720265456467529	-0.8384453686187668	-1.6332844668704265	0
E1_78.0	744.3185123249885	-975.6743684954824	-15.289256148105212	-0.13547303829834595	-0.8405064914220577	-1.6272880653039898	0
E1_79.0	745.2323731135864	-1020.6390023286526	-4.139330145649646	-0.12707820954651572	-0.9384744956179268	-1.4843911111446353	0
E1_80.0	756.2917967016122	-1031.2587647181572	-13.983128660366056	-0.02548509134535326	-0.9616126119026995	-1.6105487936980052	0
E1_81.0	776.1186769027823	-1059.4086219196802	-29.619685798419738	0.1566468767274368	-1.0229449322917408	-1.810946212306388	0
E1_82.0	767.4713560364944	-1066.8293084250827	-0.20033924492038735	0.07721160743877822	-1.0391129689179215	-1.4339091795110386	0
E1_83.0	752.6500950860361	-1068.9609955544886	0.0776499576672878	-0.058938175020089786	-1.0437574442718798	-1.430346482294015	0
E1_84.0	772.4998251570597	-1084.570574599656	0.8957106838241617	0.12340369454624761	-1.077767268772321	-1.4198622525278748	0
E1_85.0	763.2157804112225	-1091.1154000367708	-5.428463885812596	0.03811940755411718	-1.092026997613068	-1.5009125916399113	0
E1_87.0	756.3816299429116	-1090.848216584714	19.101660420907002	-0.024659873011948878	-1.091444863893281	-1.1865356130116582	0
E1_88.0	748.2314550949169	-1207.9400532600775	-29.350061956241433	-0.09952830264592682	-1.3465621097998126	-1.8074907251751249	0
E1_90.0	756.7264237014379	-1240.2957242505604	7.728393695417962	-0.021492558478223	-1.417057969348377	-1.332294891912379	0
E1_91.0	735.0853713039564	-1239.4719483091412	14.217097560012602	-0.22028971790661522	-1.4152631435485086	-1.2491359526971408	0
E1_93.0	757.4193339942882	-1255.310623663067	22.437595586665616	-0.015127406015795868	-1.4497721182971417	-1.143782416770266	0
E1_95.0	758.7526572304798	-1284.0342131282046	-8.978312235479798	-0.0028793476919032916	-1.5123544745480926	-1.5464072897018843	0
E1_96.0	742.3224667795544	-1270.8994183908922	-20.598983859128943	-0.1538089388467034	-1.4837366583614602	-1.6953372987386972	0
E1_98.0	778.0678388025854	-1300.5868792964475	-0.5311683954513167	0.17455209879473257	-1.548419077556757	-1.4381490711432867	0
E1_101.0	720.9393237492139	-1273.1502924151382	-1.2151182827499398	-0.35023691360533477	-1.4886408156302566	-1.4469145423823857	0
E1_102.0	749.299819401926	-1303.042595138647	4.382270454095013	-0.0897141870674805	-1.5537695398962275	-1.3751786580756318	0
E1_103.0	729.2713610977568	-1284.9176799800757	5.298289133222102	-0.2736978744348388	-1.5142793536557966	-1.3634390035549195	0
E1_105.0	756.1982595270734	-1313.1233412906945	23.275271148866874	-0.02634433442917932	-1.5757332588711332	-1.1330468041405566	0
E1_106.0	777.541205241814	-1326.3700531265583	-17.16161329621053	0.16971438323367333	-1.6045949176924275	-1.6512841109731555	0
E1_109.0	764.6274527105554	-1322.9335849464755	17.99395049226318	0.05108718924960443	-1.5971076126621135	-1.2007319740332847	0
E1_110.0	728.3443423061872	-1310.6634077309348	-14.318445720243986	-0.28221357409287495	-1.570373607056815	-1.6148462021762024	0
E1_112.0	752.0652018165591	-1332.7990988545291	20.795696449172787	-0.06431107086661264	-1.618602388123303	-1.1648249228580125	0
E1_113.0	766.9214491388803	-1340.8400382160821	-11.656012457560434	0.07216010036842542	-1.636121818705883	-1.5807245762742688	0
E1_114.0	724.6126841213122	-1325.171494846416	32.100960121722345	-0.31649300900599353	-1.601983523967892	-1.0199371680495997	0
E1_115.0	752.9661274449094	-1342.538253601252	3.644272589520422	-0.05603506596247438	-1.6398218548853634	-1.3846368057799834	0
E1_116.0	739.2554105319983	-1337.203727095351	1.564396174058268	-0.18198326505887047	-1.6281991000542642	-1.4112924091204866	0
E1_117.0	737.298461667401	-1345.0408778293165	6.675498771813616	-0.19996001906709202	-1.6452745202353218	-1.3457887462751588	0
E1_118.0	737.6631997804559	-1352.2997141339163	-18.908070739299234	-0.19660949343281128	-1.6610899210275232	-1.6736666316402298	0
E1_119.0	732.2284378499832	-1353.825967729862	4.3845458825302135	-0.24653383232833032	-1.6644152904555571	-1.3751494962863313	0
