model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.014748957584967085	0.8427459078180922	0.9865346860459477		
spatial_mean	0.10745545160563222	-0.1456951716685222	0.0		
best_single	0.18400376825409312	-0.9618569901062013	0.4586871777997979	1.0	
global_elastic_net	0.014864751654499037	0.8415113059027097	0.9865184967794971		[0.7543336876978118, 0.8569226633400309, 0.0, 0.0]
