enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.014748957008123398	0.2968352437019348	0.2820862866938114
0	0	0.014748957008123398	0.2968352437019348	0.2820862866938114
0	1	0.0	0.0	0.0
1	all_test	0.014748957008123398	0.020389579236507416	0.005640622228384018
1	0	0.014748957008123398	0.020389579236507416	0.005640622228384018
1	1	0.0	0.0	0.0
2	all_test	0.014748957008123398	0.014762192033231258	1.3235025107860565e-05
2	0	0.014748957008123398	0.014762192033231258	1.3235025107860565e-05
2	1	0.0	0.0	0.0
3	all_test	0.014748957008123398	0.0147628178820014	1.3860873878002167e-05
3	0	0.014748957008123398	0.0147628178820014	1.3860873878002167e-05
3	1	0.0	0.0	0.0
