run	fold	enabled	strength	gate_mean_gain	gate_worst_gain	spatial_r2	elastic_r2	r2_gain
seed20260884_fold0	0	False	0.0	-0.006761680822819471	-0.027046723291277885	0.8585504701235976	0.8585504932107294	-2.3087131761911905e-08
seed20260884_fold1	1	False	0.0	-0.01870761252939701	-0.07483045011758804	0.948641344830087	0.94864137567157	-3.084148303411638e-08
seed20260884_fold2	2	False	0.0	-0.005453450605273247	-0.021813802421092987	0.9217733278489892	0.9217733285938572	-7.44867945101646e-10
seed20260884_fold3	3	False	0.0	-0.010405640117824078	-0.04162256047129631	0.6402494460159075	0.6402492770953958	1.689205116894854e-07
seed20260884_fold4	4	False	0.0	-0.01788531430065632	-0.07154125720262527	0.7261219366191741	0.726121998205453	-6.15862788544419e-08
