gene	old_mask_area	core_mask_area	area_ratio_core_vs_old	mask_jaccard	old_center_low	old_center_high	core_component_sizes	core_mu_low_smooth	core_mu_high_smooth
NEFM	998	4186	4.19438877755511	0.23841376015232105	0.022998683684420967	0.38348117048750524	2186,2000	0.12856606636253634	0.5878939748347393
NEFL	2889	6105	2.1131879543094496	0.47321867321789807	0.046663679311255694	0.4074729940997745	6026,79	0.0895481052300111	0.6034922275679834
