gene	n_links_raw	n_links_pass_filter	control_p99	mask_low_center	mask_high_center	note	n_enhancers_retained	median_difference_structure_score	mean_difference_structure_score	top3_mean_difference_structure_score	max_difference_structure_score	std_difference_structure_score	divergent_fraction_top10pct	gene_divergence_score	rank_eligible	global_divergent_threshold_top10pct	eligible_rank
ADNP	56	0	0.43138505071401595	0.005514892875392996	0.37718104445228356	raw links exist but all filtered out									False	0.8145272979243852	
ADNP2	34	0	0.0	0.0012673595985390018	0.39992375354816007	raw links exist but all filtered out									False	0.8145272979243852	
ADO	14	0	0.0	0.0025273287979042645	0.4461006129350012	raw links exist but all filtered out									False	0.8145272979243852	
ADORA2A	50	0	0.0	0.00011657631852215222	0.6506421517417407	raw links exist but all filtered out									False	0.8145272979243852	
ADORA2B	25	0	0.0	0.00017117909779148236	0.48809145339954346	raw links exist but all filtered out									False	0.8145272979243852	
ADPGK	22	0	0.0	0.0006495332065013846	0.4822602503076543	raw links exist but all filtered out									False	0.8145272979243852	
ADPRH	16	0	0.0	7.692849939560712e-05	0.679960133193192	raw links exist but all filtered out									False	0.8145272979243852	
ADPRHL1	38	0	0.606450777053833	0.000601880122083776	0.4403204591229707	raw links exist but all filtered out									False	0.8145272979243852	
ADPRM	34	0	0.0	0.00047619739373655094	0.5015086818958593	raw links exist but all filtered out									False	0.8145272979243852	
ADRA1A	53	0	0.0	0.0019627632759482926	0.42304290486021423	raw links exist but all filtered out									False	0.8145272979243852	
ADRA1B	53	0	0.0	0.0008787530636105205	0.49341659761286005	raw links exist but all filtered out									False	0.8145272979243852	
ADRA1D	32	0	0.0	0.0003430419329972276	0.5054630198350677	raw links exist but all filtered out									False	0.8145272979243852	
ADRA2A	18	0	0.0	0.0011573692724920553	0.3111649827132213	raw links exist but all filtered out									False	0.8145272979243852	
ADRA2B	25	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
ADRA2C	45	0	0.0	0.00024485252921070986	0.8300800342761423	raw links exist but all filtered out									False	0.8145272979243852	
ADRB1	32	0	0.0	0.00012264880396734256	0.9898101253899871	raw links exist but all filtered out									False	0.8145272979243852	
ADRB2	23	0	0.0	0.00010431141603429791	0.668083837509041	raw links exist but all filtered out									False	0.8145272979243852	
ADRB3	24	0	0.0	0.0	0.7388294104672182	raw links exist but all filtered out									False	0.8145272979243852	
ADRM1	44	0	0.8749516141414643	0.004256963548578044	0.38174854297621535	raw links exist but all filtered out									False	0.8145272979243852	
ADSL	44	0	0.0	0.002056990371142652	0.3485608898641394	raw links exist but all filtered out									False	0.8145272979243852	
ADTRP	41	0	0.0	4.4173590779405226e-05	0.7092112943533988	raw links exist but all filtered out									False	0.8145272979243852	
AEBP1	38	0	0.0	0.0011498085787058228	0.42772888906153866	raw links exist but all filtered out									False	0.8145272979243852	
AEBP2	55	0	0.0	0.0014338758812871518	0.43040840749858494	raw links exist but all filtered out									False	0.8145272979243852	
AEN	38	0	0.0	0.0002953453083500702	0.4439680855963252	raw links exist but all filtered out									False	0.8145272979243852	
AFAP1	92	0	0.0	0.0018818437807929318	0.37239837493758227	raw links exist but all filtered out									False	0.8145272979243852	
AFAP1L1	48	0	0.0	0.0005574843336339578	0.4275394553994332	raw links exist but all filtered out									False	0.8145272979243852	
AFAP1L2	50	0	0.0	0.00037312860526847095	0.40944962557047826	raw links exist but all filtered out									False	0.8145272979243852	
AFDN	75	0	0.0	0.004331502793209484	0.3726508191493135	raw links exist but all filtered out									False	0.8145272979243852	
AFF1	56	0	0.0	0.0008217998050935657	0.3589436831673077	raw links exist but all filtered out									False	0.8145272979243852	
AFF2	54	0	0.0	0.002048066379181678	0.3846004054277671	raw links exist but all filtered out									False	0.8145272979243852	
AFF3	142	0	0.6900105822086334	0.005491061454466061	0.3618725681790167	raw links exist but all filtered out									False	0.8145272979243852	
AFF4	41	0	0.8766575312614441	0.0031689826088873324	0.38101953219244955	raw links exist but all filtered out									False	0.8145272979243852	
AFG1L	43	0	0.0	0.0004519326440192793	0.45477202374002645	raw links exist but all filtered out									False	0.8145272979243852	
AFG3L2	33	0	0.0	0.0032691457671943105	0.3652467927042766	raw links exist but all filtered out									False	0.8145272979243852	
AFM	19	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
AFMID	49	0	0.0	0.0007462015442462714	0.4483620472137238	raw links exist but all filtered out									False	0.8145272979243852	
AFP	16	0	0.0	1.7154824451325852e-05	0.4486589855744978	raw links exist but all filtered out									False	0.8145272979243852	
AGA	30	0	0.0	0.00035514651416360907	0.45863020902873813	raw links exist but all filtered out									False	0.8145272979243852	
AGAP2	43	0	0.0	0.001594161790172947	0.35408060255855967	raw links exist but all filtered out									False	0.8145272979243852	
AGAP3	71	0	0.0	0.0057117352139383045	0.2603211753170912	raw links exist but all filtered out									False	0.8145272979243852	
AGAP4	6	0	0.0	0.00028125498229958514	0.3832925365461822	raw links exist but all filtered out									False	0.8145272979243852	
AGAP5	35	0	0.0	0.00015552310291369508	0.5162412267495453	raw links exist but all filtered out									False	0.8145272979243852	
AGAP6	12	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
AGAP9	15	0	0.0	0.00033413843910243176	0.650790631315187	raw links exist but all filtered out									False	0.8145272979243852	
AGBL1	138	0	0.0	0.00038564061277223055	0.4642909443788043	raw links exist but all filtered out									False	0.8145272979243852	
AGBL2	42	0	0.0	2.936826621035967e-05	0.5844973270861141	raw links exist but all filtered out									False	0.8145272979243852	
AGBL3	32	0	0.0	0.0004993486507792068	0.36576195223286984	raw links exist but all filtered out									False	0.8145272979243852	
AGBL4	132	0	0.8778468370437622	0.0012572196067947578	0.467650414007859	raw links exist but all filtered out									False	0.8145272979243852	
AGBL5	36	0	0.0	0.002013315130120006	0.43411064625106227	raw links exist but all filtered out									False	0.8145272979243852	
AGER	38	0	0.0	0.0004229059191619766	0.5139503696506478	raw links exist but all filtered out									False	0.8145272979243852	
AGFG1	29	0	0.0	0.00185661063517866	0.3775834464367618	raw links exist but all filtered out									False	0.8145272979243852	
AGFG2	42	0	0.0	0.0003627263211795563	0.6886512392159291	raw links exist but all filtered out									False	0.8145272979243852	
AGGF1	31	0	0.0	0.0016810361737776467	0.37192638937946365	raw links exist but all filtered out									False	0.8145272979243852	
AGK	50	0	0.0	0.0016187054255030382	0.48730365817884613	raw links exist but all filtered out									False	0.8145272979243852	
AGL	11	0	0.0	0.0013121242980022856	0.38445857451669685	raw links exist but all filtered out									False	0.8145272979243852	
AGMO	34	0	0.0	0.00026193161302579015	0.6610325816831597	raw links exist but all filtered out									False	0.8145272979243852	
AGO2	52	0	0.0	0.0014323485633450867	0.4577521862301972	raw links exist but all filtered out									False	0.8145272979243852	
AGO4	36	0	0.6193699324131012	0.0015369331655165671	0.33109888530812404	raw links exist but all filtered out									False	0.8145272979243852	
AGPAT1	37	0	0.0	0.004947903059595081	0.370596277315249	raw links exist but all filtered out									False	0.8145272979243852	
AGPAT2	65	0	0.0	0.000333329250000941	0.372421685050685	raw links exist but all filtered out									False	0.8145272979243852	
AGPAT3	52	0	0.7881781470775604	0.0018526458514790212	0.326299031203547	raw links exist but all filtered out									False	0.8145272979243852	
AGPAT4	59	0	0.0	0.0013985030749862142	0.3589649961931121	raw links exist but all filtered out									False	0.8145272979243852	
AGPAT5	47	0	0.5577590715885162	0.0029416962991462964	0.36280347669707474	raw links exist but all filtered out									False	0.8145272979243852	
AGPS	49	0	0.0	0.0019443068543749972	0.36244983683582227	raw links exist but all filtered out									False	0.8145272979243852	
AGR2	32	0	0.0	0.0001696459447424368	0.6965015504235932	raw links exist but all filtered out									False	0.8145272979243852	
AGR3	26	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
AGRP	46	0	0.0	7.798319324011693e-05	0.9263786562387029	raw links exist but all filtered out									False	0.8145272979243852	
AGTPBP1	44	0	0.0	0.0021740996193423305	0.354882338105367	raw links exist but all filtered out									False	0.8145272979243852	
AGTR1	32	0	0.0	0.00029395138484674007	0.5587637095240043	raw links exist but all filtered out									False	0.8145272979243852	
AGTR2	8	0	0.0	0.00012816523686875352	0.753164302152155	raw links exist but all filtered out									False	0.8145272979243852	
AGXT	41	0	0.0	6.714157907382662e-05	1.0	raw links exist but all filtered out									False	0.8145272979243852	
AGXT2	32	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
AHCTF1	24	0	0.0	0.0007302511555256721	0.4494726205027425	raw links exist but all filtered out									False	0.8145272979243852	
AHCY	22	0	0.0	0.0023789082440889074	0.31199641373521103	raw links exist but all filtered out									False	0.8145272979243852	
AHCYL2	52	0	0.0	0.0007946059507371892	0.41195146608305094	raw links exist but all filtered out									False	0.8145272979243852	
AHDC1	73	0	0.0	0.0028135819952379154	0.36465053438363926	raw links exist but all filtered out									False	0.8145272979243852	
AHI1	34	0	0.0	0.0030916793969080502	0.376591586629577	raw links exist but all filtered out									False	0.8145272979243852	
AHNAK	63	0	0.0	0.0020836704656028403	0.3472221620215343	raw links exist but all filtered out									False	0.8145272979243852	
AHNAK2	44	0	0.0	0.0005589309872995611	0.2985744342016668	raw links exist but all filtered out									False	0.8145272979243852	
AHR	43	0	0.0	0.0005212068609469866	0.4948455968271465	raw links exist but all filtered out									False	0.8145272979243852	
AHRR	42	0	0.0	0.00026662949231907976	0.5604564748198441	raw links exist but all filtered out									False	0.8145272979243852	
AHSA1	28	0	0.5458842444419861	0.004658406765662469	0.3721730864677577	raw links exist but all filtered out									False	0.8145272979243852	
AHSG	30	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
AHSP	18	0	0.0	0.00036222566530450906	0.48409060784229657	raw links exist but all filtered out									False	0.8145272979243852	
AICDA	23	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
AIDA	26	0	0.0	0.0008149149234051611	0.4197749675883708	raw links exist but all filtered out									False	0.8145272979243852	
AIF1	39	0	1.2020859718322754	0.0006563787966972759	0.47950983687819304	raw links exist but all filtered out									False	0.8145272979243852	
AIF1L	37	0	0.5579685139656066	0.0011412010031585003	0.4329965762279339	raw links exist but all filtered out									False	0.8145272979243852	
AIFM1	17	0	0.0	0.0011733673241170334	0.37304406374241544	raw links exist but all filtered out									False	0.8145272979243852	
AIFM2	38	0	0.0	0.0004215217788077849	0.5003315530404363	raw links exist but all filtered out									False	0.8145272979243852	
AIFM3	27	0	0.0	0.0011038538562129572	0.7689622552543566	raw links exist but all filtered out									False	0.8145272979243852	
AIG1	57	0	0.0	0.002619822405637396	0.3383381953051186	raw links exist but all filtered out									False	0.8145272979243852	
AIMP1	11	0	0.6329550522565842	0.002454416379148987	0.43920619213078477	raw links exist but all filtered out									False	0.8145272979243852	
AIMP2	20	0	0.0	0.002137226869042853	0.3511176487107596	raw links exist but all filtered out									False	0.8145272979243852	
AIP	38	0	0.7404201972484588	0.005332719724262022	0.37197581120516565	raw links exist but all filtered out									False	0.8145272979243852	
AIPL1	63	0	0.0	4.910769673174091e-05	0.808682810022211	raw links exist but all filtered out									False	0.8145272979243852	
AIRE	13	0	0.0	0.0	0.7024221400860671	raw links exist but all filtered out									False	0.8145272979243852	
AJAP1	71	0	0.0	0.0037027772205474414	0.36939940690757084	raw links exist but all filtered out									False	0.8145272979243852	
AJM1	44	0	0.0	0.0014933279429166359	0.4420550749285865	raw links exist but all filtered out									False	0.8145272979243852	
AJUBA	44	0	0.0	0.0003296760485660442	0.5750405137050612	raw links exist but all filtered out									False	0.8145272979243852	
AK3	32	0	0.0	0.0017951579711334858	0.3362220557715145	raw links exist but all filtered out									False	0.8145272979243852	
AK4	33	0	0.0	0.0007381648506032937	0.478616661380697	raw links exist but all filtered out									False	0.8145272979243852	
AK5	33	0	0.0	0.003518674704115496	0.4234667221013553	raw links exist but all filtered out									False	0.8145272979243852	
AK6	19	0	0.0	0.0024045791443757848	0.36150675339792565	raw links exist but all filtered out									False	0.8145272979243852	
AK7	45	0	0.0	0.0003126729980748272	0.45332450303213606	raw links exist but all filtered out									False	0.8145272979243852	
AK8	57	0	0.0	0.00031378272833422244	0.39058314545615735	raw links exist but all filtered out									False	0.8145272979243852	
AK9	33	0	0.0	0.0012240445060184054	0.4133113696802656	raw links exist but all filtered out									False	0.8145272979243852	
AKAIN1	33	0	0.0	0.00010254561465690804	0.5723460081933951	raw links exist but all filtered out									False	0.8145272979243852	
AKAP1	40	0	1.937301754951477	0.0011000685957292483	0.26885359996322433	raw links exist but all filtered out									False	0.8145272979243852	
AKAP10	31	0	0.0	0.0005269157526691581	0.4493778450901853	raw links exist but all filtered out									False	0.8145272979243852	
AKAP11	26	0	0.0	0.003622199705794912	0.39308097573198447	raw links exist but all filtered out									False	0.8145272979243852	
AKAP12	46	0	0.7764410448074338	0.00746290615617681	0.3654037101581309	raw links exist but all filtered out									False	0.8145272979243852	
AKAP13	87	0	0.0	0.0029569303102401257	0.36550716278618395	raw links exist but all filtered out									False	0.8145272979243852	
AKAP14	16	0	0.0	4.5541580987069106e-05	0.6525901361070695	raw links exist but all filtered out									False	0.8145272979243852	
AKAP17A	13	0	0.630619016289711	0.0012545552804358682	0.4466236048128324	raw links exist but all filtered out									False	0.8145272979243852	
AKAP3	32	0	0.0	0.00016565420915570642	0.670083967345955	raw links exist but all filtered out									False	0.8145272979243852	
AKAP4	8	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
AKAP5	31	0	0.0	0.0007044957797127223	0.4252627308801262	raw links exist but all filtered out									False	0.8145272979243852	
AKAP6	89	0	0.6211236071586609	0.005873469248395099	0.3511375908430424	raw links exist but all filtered out									False	0.8145272979243852	
AKAP7	51	0	0.0	0.0021356211333511095	0.40727057360263186	raw links exist but all filtered out									False	0.8145272979243852	
AKAP8	48	0	0.0	0.0012466751541015716	0.4721703417387235	raw links exist but all filtered out									False	0.8145272979243852	
AKAP8L	49	0	0.0	0.004168758093253435	0.3250469133926567	raw links exist but all filtered out									False	0.8145272979243852	
AKAP9	22	0	1.0598813796043396	0.0071064947922987315	0.3514853483873513	raw links exist but all filtered out									False	0.8145272979243852	
AKIP1	38	0	0.0	0.0018985318853429892	0.28354883599366054	raw links exist but all filtered out									False	0.8145272979243852	
AKIRIN1	32	0	0.0	0.004000065541122373	0.33614288667273556	raw links exist but all filtered out									False	0.8145272979243852	
AKIRIN2	20	0	0.5173154473304749	0.0035734046589945964	0.3407968886476471	raw links exist but all filtered out									False	0.8145272979243852	
AKNA	67	0	0.0	0.00031975621577369945	0.4794335583195006	raw links exist but all filtered out									False	0.8145272979243852	
AKR1A1	27	0	0.0	0.0032325374856392143	0.3540844557812917	raw links exist but all filtered out									False	0.8145272979243852	
AKR1B1	40	0	0.9164445948600769	0.006513543537453356	0.27441907194806725	raw links exist but all filtered out									False	0.8145272979243852	
AKR1B10	34	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
AKR1B15	37	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
AKR1C1	23	0	0.2776317298412323	0.002979452538048345	0.36064714427356587	raw links exist but all filtered out									False	0.8145272979243852	
AKR1C2	19	0	0.6931471824645996	0.004099576471896901	0.44266284840311293	raw links exist but all filtered out									False	0.8145272979243852	
AKR1C3	21	0	0.0	4.883598574478767e-05	0.7082861145412096	raw links exist but all filtered out									False	0.8145272979243852	
AKR1D1	53	0	0.0	7.947229656439488e-05	0.45308945243347254	raw links exist but all filtered out									False	0.8145272979243852	
AKR1E2	34	0	0.0	0.00047799321837656327	0.4585209624375314	raw links exist but all filtered out									False	0.8145272979243852	
AKT1	48	0	0.0	0.002960296129272315	0.4023081840952018	raw links exist but all filtered out									False	0.8145272979243852	
AKT1S1	35	0	0.0	0.000919664641347642	0.30102106340759316	raw links exist but all filtered out									False	0.8145272979243852	
AKT2	38	0	0.0	0.0027832570316901504	0.3523859639931435	raw links exist but all filtered out									False	0.8145272979243852	
AKT3	61	0	0.9077835607528686	0.008967104635807546	0.34194268692062973	raw links exist but all filtered out									False	0.8145272979243852	
AKTIP	28	0	0.0	0.0017675922072274506	0.43208604349042845	raw links exist but all filtered out									False	0.8145272979243852	
ALAD	37	0	0.0	0.0010130960903272296	0.4864347590179736	raw links exist but all filtered out									False	0.8145272979243852	
ALAS1	38	0	0.0	0.0019432849528595168	0.352668683873102	raw links exist but all filtered out									False	0.8145272979243852	
ALAS2	15	0	0.0	0.00030673463376932453	0.47237110210360933	raw links exist but all filtered out									False	0.8145272979243852	
ALB	14	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
ALCAM	39	0	1.226720412969589	0.004438332665884445	0.36558428900668954	raw links exist but all filtered out									False	0.8145272979243852	
ALDH16A1	56	0	0.0	0.0007508354988994785	0.41568808491081866	raw links exist but all filtered out									False	0.8145272979243852	
ALDH18A1	33	0	0.0	0.001068938503456011	0.4468689755300638	raw links exist but all filtered out									False	0.8145272979243852	
ALDH1A1	45	0	0.0	0.00021179898991809045	0.7703787816331708	raw links exist but all filtered out									False	0.8145272979243852	
ALDH1A2	77	0	0.0	0.00030404087975521675	0.482231409621873	raw links exist but all filtered out									False	0.8145272979243852	
ALDH1A3	43	0	0.0	0.00013439809749852814	0.659643263128835	raw links exist but all filtered out									False	0.8145272979243852	
ALDH1B1	44	0	0.0	0.000842616112594704	0.41103005571583756	raw links exist but all filtered out									False	0.8145272979243852	
ALDH1L2	39	0	0.0	0.0004590644792262225	0.45172340919074555	raw links exist but all filtered out									False	0.8145272979243852	
ALDH3A1	25	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
ALDH3A2	36	0	0.0	0.0027021840606256393	0.4073355890450025	raw links exist but all filtered out									False	0.8145272979243852	
ALDH3B1	37	0	0.0	0.00012538391246528973	0.647097615636096	raw links exist but all filtered out									False	0.8145272979243852	
ALDH3B2	30	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
ALDH5A1	24	0	1.0778480076789854	0.0023594337239098233	0.38009804374801043	raw links exist but all filtered out									False	0.8145272979243852	
ALDH6A1	22	0	0.6048121732473374	0.00177079590409942	0.4296225398446291	raw links exist but all filtered out									False	0.8145272979243852	
ALDH7A1	30	0	0.0	0.003483994192258686	0.3532808900747644	raw links exist but all filtered out									False	0.8145272979243852	
ALDH8A1	27	0	0.0	9.306360075520392e-05	0.6371128825637085	raw links exist but all filtered out									False	0.8145272979243852	
ALDH9A1	22	0	0.0	0.002079532009894502	0.3569103166372577	raw links exist but all filtered out									False	0.8145272979243852	
ALDOA	27	0	0.5126791596412659	0.002908736839077893	0.3995427756526414	raw links exist but all filtered out									False	0.8145272979243852	
ALDOB	24	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
ALDOC	31	0	1.3862943649291992	0.012961408317382232	0.3598136173473017	raw links exist but all filtered out									False	0.8145272979243852	
ALG1	37	0	0.0	0.0007271133902067037	0.4860881784185739	raw links exist but all filtered out									False	0.8145272979243852	
ALG10	4	0	0.0	0.00023431663100826846	0.68391853439825	raw links exist but all filtered out									False	0.8145272979243852	
ALG10B	11	0	0.0	0.0008005507649072672	0.4474440088291578	raw links exist but all filtered out									False	0.8145272979243852	
ALG11	31	0	0.0	0.0020114462093002877	0.4531863869294196	raw links exist but all filtered out									False	0.8145272979243852	
ALG12	39	0	0.6211462926864624	0.0007415377510323882	0.41319735515405015	raw links exist but all filtered out									False	0.8145272979243852	
ALG13	17	0	0.0	0.0018193462299704493	0.4926064440682247	raw links exist but all filtered out									False	0.8145272979243852	
ALG2	31	0	0.0	0.0007153640576473613	0.49560891409602664	raw links exist but all filtered out									False	0.8145272979243852	
ALG3	44	0	0.0	0.0007648326130202973	0.4211887945916159	raw links exist but all filtered out									False	0.8145272979243852	
ALG5	30	0	0.0	0.0015930559313975937	0.3523182965478369	raw links exist but all filtered out									False	0.8145272979243852	
ALG8	32	0	0.0	0.000606367074092123	0.41640021009317024	raw links exist but all filtered out									False	0.8145272979243852	
ALG9	56	0	0.0	0.0006380092835443315	0.4341823501820774	raw links exist but all filtered out									False	0.8145272979243852	
ALK	145	0	0.0	0.0003048947260761486	0.3742573072481211	raw links exist but all filtered out									False	0.8145272979243852	
ALKAL1	24	0	0.0	4.5776272038254414e-05	0.8690648179753656	raw links exist but all filtered out									False	0.8145272979243852	
ALKBH1	34	0	0.0	0.00026653829246541005	0.3350340563498359	raw links exist but all filtered out									False	0.8145272979243852	
ALKBH2	21	0	0.0	0.0009972218376311957	0.24643739703844894	raw links exist but all filtered out									False	0.8145272979243852	
ALKBH3	43	0	0.0	0.0006521684702898664	0.2894681470689164	raw links exist but all filtered out									False	0.8145272979243852	
ALKBH4	21	0	0.0	0.001835123105458792	0.31354292634415337	raw links exist but all filtered out									False	0.8145272979243852	
ALKBH5	31	0	0.0	0.003605975738301621	0.37073937422741277	raw links exist but all filtered out									False	0.8145272979243852	
ALKBH6	41	0	0.0	0.001087909147181797	0.5229087757594517	raw links exist but all filtered out									False	0.8145272979243852	
ALKBH7	35	0	1.1996200859546662	0.013770463012879547	0.3609568474669357	raw links exist but all filtered out									False	0.8145272979243852	
ALKBH8	39	0	0.0	0.00041081361901066775	0.4630193274430672	raw links exist but all filtered out									False	0.8145272979243852	
ALMS1	34	0	0.0	0.0011212928616627035	0.33610289055131465	raw links exist but all filtered out									False	0.8145272979243852	
ALOX12	45	0	0.0	6.54850522586807e-05	0.5811549642804711	raw links exist but all filtered out									False	0.8145272979243852	
ALOX12B	54	0	0.0	5.419494247863486e-05	0.49593077665173196	raw links exist but all filtered out									False	0.8145272979243852	
ALOX15	40	0	0.0	4.73169730148098e-05	0.6540483139134897	raw links exist but all filtered out									False	0.8145272979243852	
ALOX15B	50	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
ALOX5	29	0	0.0	2.969755481029834e-05	0.6042612655466988	raw links exist but all filtered out									False	0.8145272979243852	
ALOX5AP	55	0	0.0	0.00043744518600102443	0.5716680689823398	raw links exist but all filtered out									False	0.8145272979243852	
ALPI	55	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
ALPK1	38	0	0.0	0.0001749332271985527	0.5827967668387243	raw links exist but all filtered out									False	0.8145272979243852	
ALPK2	74	0	0.0	7.87214814029497e-05	0.6692368149135964	raw links exist but all filtered out									False	0.8145272979243852	
ALPK3	31	0	0.0	0.00035051883737757567	0.3098655096649922	raw links exist but all filtered out									False	0.8145272979243852	
ALS2	33	0	0.0	0.001038192329549848	0.32475781917581426	raw links exist but all filtered out									False	0.8145272979243852	
ALS2CL	29	0	0.0	0.00040342995606878807	0.4875931272740002	raw links exist but all filtered out									False	0.8145272979243852	
ALX1	15	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
ALX4	34	0	0.0	2.7525986133810472e-05	0.656412530876034	raw links exist but all filtered out									False	0.8145272979243852	
AMACR	22	0	0.0	0.0007805334890283162	0.3646503739790032	raw links exist but all filtered out									False	0.8145272979243852	
AMBN	19	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
AMBP	51	0	0.0	6.172100383393549e-05	1.0	raw links exist but all filtered out									False	0.8145272979243852	
AMBRA1	73	0	0.0	0.0015451126835211244	0.3955470251433722	raw links exist but all filtered out									False	0.8145272979243852	
AMD1	20	0	0.0	0.0027314296590844277	0.3594766127840246	raw links exist but all filtered out									False	0.8145272979243852	
AMDHD1	26	0	0.0	1.6073992686352414e-05	0.716620915668131	raw links exist but all filtered out									False	0.8145272979243852	
AMDHD2	31	0	0.0	0.0008066088000318503	0.43666850285040876	raw links exist but all filtered out									False	0.8145272979243852	
AMELY	14	0	0.0	5.135045031594733e-05	0.7672266123923411	raw links exist but all filtered out									False	0.8145272979243852	
AMER1	3	0	0.0	0.0008213361969847112	0.4829498718859847	raw links exist but all filtered out									False	0.8145272979243852	
AMER2	37	0	0.9059243845939635	0.0017356317417473134	0.27579231979997454	raw links exist but all filtered out									False	0.8145272979243852	
AMFR	43	0	0.0	0.0016291024547710833	0.40927531041493204	raw links exist but all filtered out									False	0.8145272979243852	
AMH	44	0	0.0	0.0004991123437812495	0.3606208828345705	raw links exist but all filtered out									False	0.8145272979243852	
AMHR2	39	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
AMIGO1	43	0	0.0	0.00047675624372098144	0.5641920523095163	raw links exist but all filtered out									False	0.8145272979243852	
AMIGO3	29	0	0.0	0.00024315610723004756	0.6500106012114192	raw links exist but all filtered out									False	0.8145272979243852	
AMMECR1	36	0	0.0	0.0004094809479767447	0.3877913771014389	raw links exist but all filtered out									False	0.8145272979243852	
AMN	41	0	0.0	0.0003119277504337085	0.529264974117303	raw links exist but all filtered out									False	0.8145272979243852	
AMOT	26	0	0.0	0.00050406365922232	0.46919364372374833	raw links exist but all filtered out									False	0.8145272979243852	
AMOTL1	42	0	0.0	0.001802514818721772	0.44550525537551866	raw links exist but all filtered out									False	0.8145272979243852	
AMOTL2	31	0	0.0	0.0014398179010240704	0.42129455933900045	raw links exist but all filtered out									False	0.8145272979243852	
AMPD1	11	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852	
AMPD2	43	0	0.4285133868455887	0.004714036068577391	0.3888136051345379	raw links exist but all filtered out									False	0.8145272979243852	
AMPD3	44	0	0.0	0.0002215224978725361	0.5619460496546549	raw links exist but all filtered out									False	0.8145272979243852	
AMPH	59	0	0.8608043104410171	0.006729492578472431	0.40373388563035856	raw links exist but all filtered out									False	0.8145272979243852	
AMT	29	0	0.0	0.00019018330451665976	0.6926169810956373	raw links exist but all filtered out									False	0.8145272979243852	
AMTN	12	0	0.0	0.0	0.5572210853244046	raw links exist but all filtered out									False	0.8145272979243852	
AMY2A	6	0	0.0	5.441927501282852e-06	0.5984941654105295	raw links exist but all filtered out									False	0.8145272979243852	
AMZ1	78	0	1.3862943649291992	0.0003684754285304149	0.33511665429040577	raw links exist but all filtered out									False	0.8145272979243852	
AMZ2	31	0	0.0	0.0037756911027372678	0.4188571825962082	raw links exist but all filtered out									False	0.8145272979243852	
ANAPC1	31	0	0.0	0.0009552843283040498	0.38475971827863514	raw links exist but all filtered out									False	0.8145272979243852	
ANAPC10	28	0	0.0	0.0015326162363619267	0.4702798237825324	raw links exist but all filtered out									False	0.8145272979243852	
ANAPC13	30	0	0.6876494926214218	0.0050318583021377004	0.2553287185567191	raw links exist but all filtered out									False	0.8145272979243852	
ANAPC15	33	0	0.0	0.003833392609490405	0.4168602963627161	raw links exist but all filtered out									False	0.8145272979243852	
ANAPC16	52	0	0.0	0.004867504229808348	0.32869890807799235	raw links exist but all filtered out									False	0.8145272979243852	
ANAPC2	60	0	0.0	0.0006121918359892255	0.6708891391742283	raw links exist but all filtered out									False	0.8145272979243852	
ANAPC4	38	0	0.7907398343086243	0.0012115982580165646	0.38732510533937337	raw links exist but all filtered out									False	0.8145272979243852	
ANAPC7	32	0	0.0	0.0015876139206446047	0.329276921227581	raw links exist but all filtered out									False	0.8145272979243852	
ANG	28	0	0.0	9.465079044342839e-05	0.4748538777455094	raw links exist but all filtered out									False	0.8145272979243852	
ANGEL1	66	0	0.0	0.0002828680916116266	0.47133694567960377	raw links exist but all filtered out									False	0.8145272979243852	
ANGEL2	19	0	0.39523375034332275	0.0005736255873939062	0.33262881943906997	raw links exist but all filtered out									False	0.8145272979243852	
ANGPT1	36	0	0.0	0.0005879899159005209	0.5210681339090851	raw links exist but all filtered out									False	0.8145272979243852	
ANGPT2	41	0	0.0	0.0005296166171870599	0.47904245058956146	raw links exist but all filtered out									False	0.8145272979243852	
ANGPT4	34	0	0.0	0.0	0.7645479619205305	raw links exist but all filtered out									False	0.8145272979243852	
