gene	n_links_raw	n_links_pass_filter	control_p99	mask_low_center	mask_high_center	note	n_enhancers_retained	median_difference_structure_score	mean_difference_structure_score	top3_mean_difference_structure_score	max_difference_structure_score	std_difference_structure_score	divergent_fraction_top10pct	gene_divergence_score	rank_eligible	global_divergent_threshold_top10pct	eligible_rank
TTYH1	29	14	1.4816045761108398	0.01740538405315131	0.3543345711908755		14.0	0.09849686180778214	0.10156473369530739	0.12512664139513646	0.13274290578120684	0.014800335224452059	0.0	0.07068040507189698	True	0.8145272979243852	97.0
SPARCL1	27	15	1.8486975717544554	0.024327901784691307	0.34696526182640536		15.0	0.09559973945365116	0.09666238945475042	0.12803924504296724	0.14622112116386501	0.02110819524120863	0.0	0.07024970704220228	True	0.8145272979243852	98.0
FABP7	28	11	1.7917594909667969	0.03294019751404748	0.3759153468290993		11.0	0.09656026121235528	0.09315262582278618	0.12376005631769822	0.13822396511097862	0.02453357981847931	0.0	0.06956411856436667	True	0.8145272979243852	99.0
HOPX	30	19	1.497666742801667	0.0104390063150836	0.3127438916234837		19.0	0.09360997511766714	0.09350290613177276	0.11481061724978044	0.11588934137010198	0.013851596798149325	0.0	0.06614664435951197	True	0.8145272979243852	100.0
HSPB1	46	7	1.2745694541931152	0.018178619434632334	0.3791856349974236		7.0	0.09795260272926645	0.09579795591639727	0.10635759913540808	0.11623538230073849	0.012340605439496385	0.0	0.06577044087555861	True	0.8145272979243852	101.0
GPM6B	50	29	1.4730380964279206	0.013430387147806661	0.34627723379885555		29.0	0.08296852640420589	0.08756496076163998	0.11886511612804064	0.12282640814591335	0.01390726390384983	0.0	0.06290368959369252	True	0.8145272979243852	102.0
PCP4	49	9	1.9889390850067137	0.0321639112707298	0.37529154345852583		9.0	0.05671489004517707	0.06106930967219684	0.07664262763412719	0.09641527600221744	0.014299809160009542	0.0	0.041846612926602626	True	0.8145272979243852	103.0
CKB	37	9	1.435084581375122	0.029829660913462633	0.3304120610279938		9.0	0.05168842932770204	0.05702382870264273	0.07186186674188046	0.07605675929652986	0.011601552157031413	0.0	0.03864083841655093	True	0.8145272979243852	104.0
PROM1	45	7	0.6299545043706893	0.0010380338689230963	0.42032174940745837		7.0	0.04357385279030464	0.04093261812035847	0.04444411640539261	0.04457769870844906	0.004618745449642289	0.0	0.02854057021747001	True	0.8145272979243852	105.0
STMN2	42	5	2.1193693208694455	0.19421899266146445	0.5164782888378157		5.0	0.038360963869872804	0.03910541670589749	0.040187283272782266	0.04195241475287767	0.0017475804945507616	0.0	0.02539120636614469	True	0.8145272979243852	106.0
STON1	47	7	0.5374431610107422	0.0011842073627133238	0.43890125863509083		7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	0.8145272979243852	107.0
EMP2	34	9	0.5374431610107422	0.0009651759393772159	0.3779223183328234		9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	0.8145272979243852	108.0
A1CF	28	0	0.0	1.4134216288913768e-05	0.747887156866103	raw links exist but all filtered out									False	0.8145272979243852	
A2M	15	0	0.0	0.001265268004548023	0.33371815325558907	raw links exist but all filtered out									False	0.8145272979243852	
A2ML1	21	0	0.0	0.0003061364267173439	0.515831050394146	raw links exist but all filtered out									False	0.8145272979243852	
A3GALT2	53	0	0.0	0.00011858156584618364	0.6005404798826375	raw links exist but all filtered out									False	0.8145272979243852	
A4GALT	34	0	0.0	0.00024867505418828896	0.4266027378924492	raw links exist but all filtered out									False	0.8145272979243852	
A4GNT	18	0	0.0	0.0	0.4684689218353951	raw links exist but all filtered out									False	0.8145272979243852	
AAAS	38	0	0.0	0.0030149455534099895	0.378401547917784	raw links exist but all filtered out									False	0.8145272979243852	
AACS	49	0	0.0	0.0016139831418991374	0.3532201896240802	raw links exist but all filtered out									False	0.8145272979243852	
AADAT	38	0	0.0	0.0014164165710398554	0.40745447332409523	raw links exist but all filtered out									False	0.8145272979243852	
AAGAB	58	0	0.0	0.0013831268345878365	0.3728363085155152	raw links exist but all filtered out									False	0.8145272979243852	
AAMDC	29	0	0.0	0.001241881157130921	0.2864199186270344	raw links exist but all filtered out									False	0.8145272979243852	
AAMP	33	0	0.6287946355342865	0.0037775845160653004	0.3586804744768729	raw links exist but all filtered out									False	0.8145272979243852	
AANAT	54	0	0.0	0.00011052419505342208	0.6887367490230608	raw links exist but all filtered out									False	0.8145272979243852	
AAR2	40	0	0.5173154473304749	0.0011049523017419192	0.4446346173055349	raw links exist but all filtered out									False	0.8145272979243852	
AARD	31	0	0.0	0.0012622684320321982	0.4730053359909853	raw links exist but all filtered out									False	0.8145272979243852	
AARSD1	39	0	0.0	0.0034546074705605625	0.3711971719251859	raw links exist but all filtered out									False	0.8145272979243852	
AASDH	34	0	0.0	0.0005705774767216457	0.35478108043236695	raw links exist but all filtered out									False	0.8145272979243852	
AASDHPPT	28	0	1.2006451630592345	0.008103427708390237	0.3507884898045965	raw links exist but all filtered out									False	0.8145272979243852	
AASS	26	0	0.0	0.0006865826583079827	0.5896856569640505	raw links exist but all filtered out									False	0.8145272979243852	
AATK	53	0	0.0	0.0009738318367171656	0.2828066236951586	raw links exist but all filtered out									False	0.8145272979243852	
ABAT	54	0	1.0874971818923949	0.005943517414233789	0.374852811912647	raw links exist but all filtered out									False	0.8145272979243852	
ABCA1	54	0	0.0	0.00041789562410158286	0.3751037654370377	raw links exist but all filtered out									False	0.8145272979243852	
ABCA10	14	0	0.0	0.00017880284591098006	0.5658675578750982	raw links exist but all filtered out									False	0.8145272979243852	
ABCA12	27	0	0.0	5.675415130353723e-05	0.7541764481799076	raw links exist but all filtered out									False	0.8145272979243852	
ABCA13	57	0	0.0	5.1650861057380665e-05	0.6028359159752964	raw links exist but all filtered out									False	0.8145272979243852	
