validation_fold	candidate_strength	base_mse	calibrated_mse	relative_gain	improved
0	0.0	0.003752213204279542	0.003752213204279542	0.0	False
2	0.0	0.005626783240586519	0.005626783240586519	0.0	False
3	0.0	0.0033650100231170654	0.0033650100231170654	0.0	False
4	0.0	0.0025381790474057198	0.0025381790474057198	0.0	False
