model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.03664322610219733	-0.9410842396819128	0.5970182742949665		
spatial_mean	0.050566491000543	-1.6786347485732285	0.0		
best_single	0.03200333349213259	-0.6952974087381936	0.5970182427843258	3.0	
global_elastic_net	0.03664324745101684	-0.9410853705828048	0.5970182427843255		[0.0, 0.0, 0.0, 1.3321989278757742]
