enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.03664322569966316	0.03664322569966316	0.0
1	all_test	0.03664322569966316	0.03664322569966316	0.0
2	all_test	0.03664322569966316	0.03664322569966316	0.0
3	all_test	0.03664322569966316	0.7674824595451355	0.7308392338454723
