gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
gsc	20	0	3	17	1	0.027342529152032356	0.0	0.03790479398221868
foxa	20	1	5	14	2	0.046279695374702105	0.9709505944546688	0.1634353276403249
zc4h2	20	0	0	20	0	0.0	0.0	0.0
h1-0	20	0	0	20	0	0.0	0.0	0.0
rpl19	20	0	0	20	0	0.0	0.0	0.0
rps3	20	0	0	20	0	0.0	0.0	0.0
rasl11b	20	0	0	20	0	0.0	0.0	0.0
rpl5a	20	0	1	19	1	0.026447080556188277	0.0	0.018331719321563654
mcm4	12	0	0	12	0	0.0	0.0	0.0
lratb.1	20	0	0	20	0	0.0	0.0	0.0
her11	20	0	0	20	0	0.0	0.0	0.0
cdca8	20	0	0	20	0	0.0	0.0	0.0
hsp90aa1.2	18	0	1	17	1	0.006144777229299154	0.0	0.004259235011657661
rhov	20	0	0	20	0	0.0	0.0	0.0
fnbp1l	20	0	0	20	0	0.0	0.0	0.0
csrp1a	20	2	3	15	2	0.06786725359216378	0.9182958340544894	0.18048092790884884
sp5a	20	0	0	20	0	0.0	0.0	0.0
noto	20	0	4	16	2	0.05045091576663088	0.8112781244591328	0.14707146661855963
ndr2	20	0	5	15	2	0.05654003496388923	0.9709505944546688	0.19966940284075155
cd63	20	1	3	16	1	0.03866610169150189	0.0	0.05360259874141734
szl	20	2	1	17	1	0.010799683491695682	0.0	0.007485770163208647
fzd7b	20	0	0	20	0	0.0	0.0	0.0
mki67	18	0	0	18	0	0.0	0.0	0.0
tpx2	20	0	0	20	0	0.0	0.0	0.0
zeb2a	20	0	0	20	0	0.0	0.0	0.0
ppan	20	0	0	20	0	0.0	0.0	0.0
zgc:174154	14	6	6	2	2	0.12511270484856357	0.9709505944546688	0.47984385171977323
cux1a	20	0	0	20	0	0.0	0.0	0.0
btg2	20	0	2	18	1	0.19387602272311427	0.0	0.21299458104171104
nr6a1a	20	0	0	20	0	0.0	0.0	0.0
foxb1b	20	0	3	17	2	0.03612876099733198	0.9182958340544894	0.09607803416032722
cdc42ep4a	20	0	0	20	0	0.0	0.0	0.0
rcc1	20	0	0	20	0	0.0	0.0	0.0
erf	20	0	0	20	0	0.0	0.0	0.0
pttg1	20	0	0	20	0	0.0	0.0	0.0
atoh1c	20	0	0	20	0	0.0	0.0	0.0
nkx1.2la	20	0	1	19	1	0.007577618489609791	0.0	0.005252404891431937
foxp2	20	0	0	20	0	0.0	0.0	0.0
sox17	20	0	0	20	0	0.0	0.0	0.0
her5	20	0	0	20	0	0.0	0.0	0.0
si:ch211-155e24.3	20	0	0	20	0	0.0	0.0	0.0
kmt5aa	20	0	0	20	0	0.0	0.0	0.0
nanog	20	0	0	20	0	0.0	0.0	0.0
her3	20	0	0	20	0	0.0	0.0	0.0
drll.2	20	0	0	20	0	0.0	0.0	0.0
her2	20	0	0	20	0	0.0	0.0	0.0
vsx2	20	0	0	20	0	0.0	0.0	0.0
arf5	20	0	1	19	1	0.006603092339061951	0.0	0.004576914837797766
ypel3	20	0	0	20	0	0.0	0.0	0.0
mns1	20	0	0	20	0	0.0	0.0	0.0
